,420476
1191248,\,420477,420350
1191249,/,420350,420477
1191250,\,420478,420350
1191251,/,420350,420478
1191252,\,417156,417155
1191253,/,417155,417156
1191254,\,417157,417155
1191255,/,417155,417157
1191256,\,417158,417155
1191257,/,417155,417158
1191258,\,417160,417155
1191259,/,417155,417160
1191260,\,417167,417155
1191261,/,417155,417167
1191262,\,417162,417155
1191263,/,417155,417162
1191264,\,417163,417155
1191265,/,417155,417163
1191266,\,417164,417155
1191267,/,417155,417164
1191268,\,417165,417155
1191269,/,417155,417165
1191270,\,417161,417155
1191271,/,417155,417161
1191272,\,417166,417155
1191273,/,417155,417166
1191274,\,417169,417155
1191275,/,417155,417169
1191276,\,417168,417155
1191277,/,417155,417168
1191278,\,417170,417155
1191279,/,417155,417170
1191280,\,417159,417155
1191281,/,417155,417159
1191282,\,420610,420609
1191283,/,420609,420610
1191284,\,420613,420610
1191285,/,420610,420613
1191290,\,420648,420609
1191291,/,420609,420648
1191292,\,419680,420609
1191293,/,420609,419680
1191294,\,467219,420609
1191295,/,420609,467219
1191296,\,420630,420616
1191297,/,420616,420630
1191298,\,420619,420630
1191299,/,420630,420619
1191314,\,420647,420630
1191315,/,420630,420647
1191316,\,420622,420630
1191317,/,420630,420622
1191324,\,420634,420616
1191325,/,420616,420634
1191326,\,420636,420616
1191327,/,420616,420636
1191328,\,420635,420616
1191329,/,420616,420635
1191330,\,420639,420616
1191331,/,420616,420639
1191332,\,420640,420616
1191333,/,420616,420640
1191334,\,420638,420616
1191335,/,420616,420638
1191336,\,420633,420616
1191337,/,420616,420633
1191338,\,420631,420616
1191339,/,420616,420631
1191340,\,420632,420616
1191341,/,420616,420632
1191342,\,420637,420616
1191343,/,420616,420637
1191344,\,420641,420616
1191345,/,420616,420641
1191346,\,420642,420616
1191347,/,420616,420642
1191348,\,420644,420616
1191349,/,420616,420644
1191350,\,420645,420616
1191351,/,420616,420645
1191352,\,420646,420616
1191353,/,420616,420646
1191354,\,420643,420616
1191355,/,420616,420643
1191356,\,420566,420560
1191357,/,420560,420566
1191358,\,420562,420560
1191359,/,420560,420562
1191360,\,420563,420560
1191361,/,420560,420563
1191362,\,420561,420560
1191363,/,420560,420561
1191364,\,420576,420560
1191365,/,420560,420576
1191366,\,420577,420560
1191367,/,420560,420577
1191368,\,420578,420560
1191369,/,420560,420578
1191370,\,420569,420560
1191371,/,420560,420569
1191372,\,420568,420560
1191373,/,420560,420568
1191374,\,420571,420560
1191375,/,420560,420571
1191376,\,420572,420560
1191377,/,420560,420572
1191378,\,420570,420560
1191379,/,420560,420570
1191380,\,420567,420560
1191381,/,420560,420567
1191382,\,420573,420560
1191383,/,420560,420573
1191384,\,420579,420560
1191385,/,420560,420579
1191386,\,420580,420560
1191387,/,420560,420580
1191388,\,420582,420560
1191389,/,420560,420582
1191390,\,420581,420560
1191391,/,420560,420581
1191392,\,420574,420560
1191393,/,420560,420574
1191394,\,420575,420560
1191395,/,420560,420575
1191396,\,420584,420560
1191397,/,420560,420584
1191398,\,420585,420560
1191399,/,420560,420585
1191400,\,420564,420560
1191401,/,420560,420564
1191402,\,420565,420560
1191403,/,420560,420565
1191404,\,420583,420560
1191405,/,420560,420583
1191406,\,420588,420587
1191407,/,420587,420588
1191408,\,467262,420587
1191409,/,420587,467262
1191410,\,420589,420587
1191411,/,420587,420589
1191412,\,420590,420589
1191413,/,420589,420590
1191414,\,420591,420587
1191415,/,420587,420591
1191416,\,420592,420591
1191417,/,420591,420592
1191418,\,419485,467198
1191419,/,467198,419485
1191420,\,419166,467198
1191421,/,467198,419166
1191422,\,419162,467198
1191423,/,467198,419162
1191424,\,419164,467198
1191425,/,467198,419164
1191426,\,419163,467198
1191427,/,467198,419163
1191428,\,419194,467198
1191429,/,467198,419194
1191430,\,419172,467198
1191431,/,467198,419172
1191432,\,419195,467198
