a,,,,/mə.kə.ɹɑːŋ.kə/,मकराङ्क,0
294318,26478,मकरी,n,n-----f--ī,,,,/mə.kə.ɹiː/,म॔करी,0
294319,26478,मकरी,n,n-----f--ī,,,,/mə.kə.ɹiː/,मकरी,0
294320,,मकरीलेखा,n,n-----f--ā,,,,/mə.kə.ɹiː.leː.kʰɑː/,मकरी-लेखा,0
294321,26504,मकरीपत्त्र,n,n-----n--a,,,,/mə.kə.ɹiː.ˈpət̪.t̪ɹə/,मकरी-पत्त्र,0
294322,26505,मकरीप्रस्थ,n,n-----m--a,,,,/mə.kə.ɹiːp.ˈɹəs.t̪ʰə/,मकरी-प्रस्थ,0
294323,26462,मकत्पितृक,n,n-----m--a,,,,/mə.ˈkət̪.pi.t̪ɹ̩.kə/,मकत्-पितृक,0
294324,26519,मकष्टु,n,n-----m--u,,,,/mə.ˈkəʂ.ʈu/,मकष्टु,0
294325,26533,मकेरुक,n,n-----m--a,,,,/mə.keː.ɹu.kə/,मकेरुक,0
294326,,मख्,v,v----a--1-,,,,/məkʰ/,मख्,0
294327,26554,मख,n,n-----m--a,,,,/mə.kʰə/,मख॔,0
294328,26554,मख,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=मख",/mə.kʰə/,मख,0
294331,26553,मख,a,ap----a--a,,,,/mə.kʰə/,मख॔,0
294332,26559,मखद्वेषिन्,n,n-----m--n,,,,/mə.ˈkʰəd̪.ʋeː.ʂin/,मख॔-द्वेषिन्,0
294333,26558,मखद्विष्,n,n-----m--c,,,,/mə.ˈkʰəd̪.ʋiʂ/,मख॔-द्विष्,0
294334,,मखहन्,n,n-----m--n,,,,/mə.kʰə.ɦən/,मख॔-ह॔न्,0
294335,,मखक्रिया,n,n-----f--ā,,,,/mə.ˈkʰək.ɹi.jɑː/,मख॔-क्रिया,0
294336,26560,मखमथन,n,n-----n--a,,,,/mə.kʰə.mə.t̪ʰə.nə/,मख॔-मथन,0
294337,,मखमय,a,ap----a--a,,ap----f--ī=>ी,,/mə.kʰə.mə.jə/,मख॔-मय,0
294338,,मखमुख,a,ap----a--a,,,,/mə.kʰə.mu.kʰə/,मख॔-मुख,0
294339,26565,मखस्वामिन्,n,n-----m--n,,,,/mə.ˈkʰəs.ʋɑː.min/,मख॔-स्वामिन्,0
294341,26572,मखस्यु,a,ap----a--u,,,,/mə.ˈkʰəs.ju/,मखस्यु॔,0
294342,26556,मखत्रयविधान,n,n-----n--a,,,,/mə.ˈkʰət̪.ɹə.jə.ʋi.d̪ʰɑː.nə/,मख॔-त्रय-विधान,0
294343,26557,मखत्रातृ,n,n-----m--r,,,,/mə.ˈkʰət̪.ɹɑː.t̪ɹ̩/,मख॔-त्रातृ,0
294344,26692,मखवह्नि,n,n-----m--i,,,,/mə.kʰə.ˈʋəɦ.ni/,मख॔-वह्नि,0
294345,26563,मखवत्,a,ap----a--c,,,,/mə.kʰə.ʋət̪/,मख॔-वत्,0
294346,26564,मखवेदी,n,n-----f--ī,,,,/mə.kʰə.ʋeː.d̪iː/,मख॔-वेदी,0
294347,,मखविषय,n,n-----m--a,,,,/mə.kʰə.ʋi.ʂə.jə/,मख-विषय,0
294348,26571,मखेश,n,n-----m--a,,,,/mə.kʰeː.ɕə/,मखेश,0
294349,,मखाग्नि,n,n-----m--i,,,,/mə.kʰɑːg.ni/,मखाग्नि,0
294350,26570,मखालय,n,n-----m--a,,,,/mə.kʰɑː.lə.jə/,मखालय,0
294351,,मखानल,n,n-----m--a,,,,/mə.kʰɑː.nə.lə/,मखानल,0
294352,26569,मखापेत,n,n-----m--a,,,,/mə.kʰɑː.peː.t̪ə/,मखापेत,0
294353,,मखासुहृद्,n,n-----m--c,,,,/mə.kʰɑː.su.ɦɹ̩d̪/,मखासुहृद्,0
294354,26566,मखांशभाज्,n,n-----m--c,,,,/mə.kʰɑː.̃ɕə.bʱɑːd͡ʑ/,मखांश-भाज्,0
294355,,मक्क्,v,v----d--1-,,,,/məkk/,मक्क्,0
294356,26534,मक्कल्ल,n,n-----m--a,,,,/ˈmək.ˈkəl.lə/,मक्कल्ल,0
294357,26536,मक्कोल,n,n-----m--a,,,,/ˈmək.koː.lə/,मक्कोल,0
294358,26535,मक्कुल,n,n-----m--a,,,,/ˈmək.ku.lə/,मक्कुल,0
294361,26526,मकुराण,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=मकुराण",/mə.ku.ɹɑː.ɳə/,मकुराण,0
294362,26524,मकुति,n,n-----m--i,,,n-----f--i=मकुति,/mə.ku.t̪i/,मकुति,0
