या,-,,,,,/ə.ˈnuʂ.ʈʰjɑː/,अनु-ष्ठ्या॔,0
456135,,अनुष्टुभ्,-,,,,,/ə.ˈnuʂ.ʈubʱ/,अनु-ष्टुभ्,0
456136,,अन्वभ्यवचर्,-,,,,,/ən.ˈʋəbʱ.jə.ʋə.t͡ɕəɹ/,अन्वभ्य्-अव-चर्,0
456137,,अन्वर्त्,-,,,,,/ən.ʋəɹt̪/,अन्वर्त्,0
456138,,अन्वय,-,,,,,/ən.ʋə.jə/,अन्व्-अय,0
456139,,अन्वेतवे,-,,,,,/ən.ʋeː.t̪ə.ʋeː/,अ॔न्व्-एतवे,0
456140,,अन्विध्,v,,,,,/ən.ʋid̪ʰ/,अन्व्-इध्,0
456260,,अपी,-,,,,,/ə.piː/,अ॔पी,0
456141,,अन्वा,-,,,,,/ən.ʋɑː/,अन्वा,0
456142,,अन्वाहित,-,,,,,/ən.ʋɑː.ɦi.t̪ə/,अन्व्-आ-हित,0
456143,,अन्वाजे,-,,,,,/ən.ʋɑː.d͡ʑeː/,अन्वाजे,0
456144,,अन्वीत,-,,,,,/ən.ʋiː.t̪ə/,अन्व्-ईत,0
456145,,अन्य,-,,,,,/ə.njə/,अन्य॔,0
456146,,अन्यदा,-,,,,,/ə.njə.d̪ɑː/,अन्य-दा,0
456147,,अन्यदाशिस्,-,,,,,/ə.njə.d̪ɑː.ɕis/,अन्यद्-आशिस्,0
456148,,अन्यदाशा,-,,,,,/ə.njə.d̪ɑː.ɕɑː/,अन्यद्-आशा,0
456149,,अन्यमानस,-,,,,,/ə.njə.mɑː.nə.sə/,अन्य-मानस,0
456150,,अन्यतम,-,,,,,/ə.njə.t̪ə.mə/,अन्य-तम,0
456151,,अन्यतर,-,,,,,/ə.njə.t̪ə.ɹə/,अन्य-तर॔,0
456152,,अन्यतस्,-,,,,,/ə.njə.t̪əs/,अन्य॔-तस्,0
456153,,अन्यतस्,-,,,,,/ə.njə.t̪əs/,अन्य॔-तस्,0
456154,,अन्यथा,-,,,,,/ə.njə.t̪ʰɑː/,अन्य॔-था,0
456155,,अन्यार्थ,-,,,,,/ə.njɑːɹ.t̪ʰə/,अन्-यार्थ,0
456156,,अनादृत,-,,,,,/ə.nɑː.d̪ɹ̩.t̪ə/,अन्-आदृत,0
456157,,अनादृत्य,v,v----g----,,,,/ə.nɑː.ˈd̪ɹ̩t̪.jə/,अन्-आदृत्य,0
456158,,अनागमिष्यत्,v,v--fapa---,,,,/ə.nɑː.gə.ˈmiʂ.jət̪/,अ॔न्-आगमिष्यत्,0
456159,,अनालम्बुका,-,,,,,/ə.nɑː.ləm.bu.kɑː/,अन्-आलम्बुका,0
456160,,अनालोच्य,v,v----g----,,,,/ə.nɑː.loːt͡ɕ.jə/,अन्-आलोच्य,0
456161,,अनारभ्य,v,v----g----,,,,/ə.nɑː.ˈɹəbʱ.jə/,अन्-आरभ्य,0
456162,,अनारुह्य,v,v----g----,,,,/ə.nɑː.ˈɹuɦ.jə/,अन्-आरुह्य,0
456163,,अनात्म,-,,,,,/ə.nɑːt̪.mə/,अन्-आत्म,0
456164,,अनाश्वस्,-,,,,,/ənɑːɕʋəs/,अ॔न्-आश्वस्,0
456165,,अनीळ,-,,,,,/ə.niː.ɭə/,अ॔-नीळ,0
456166,,अनूच्यते,-,,,,,/ə.nuːt͡ɕ.jə.t̪eː/,अनूच्यते,0
456167,,अनूदित,-,,,,,/ə.nuː.d̪i.t̪ə/,अनूदित,0
456168,,अनूक्त,-,,,,,/ə.nuːk.t̪ə/,अनूक्त,0
456169,,अनूत्थान,-,,,,,/ə.nuːt̪.t̪ʰɑː.nə/,अनूत्थान,0
456170,,अनूयाज,-,,,,,/ə.nuː.jɑː.d͡ʑə/,अनू-याज॔,0
456171,,अनृक्क,-,,,,,/ə.ˈnɹ̩k.kə/,अन्-ऋक्-क,0
456172,,अपभर्तवै,-,,,,,/ə.pə.ˈbʱəɹ.t̪ə.ʋɑːi/,अ॔प-भर्तवै॔,0
