-f--ī,,,,/ɹiː/,री,0
345306,105819,सहजानुष,a,ap----a--a,,,,/sə.ɦə.d͡ʑɑː.nu.ʂə/,सह॔-जानुष,0
345307,,सहजारि,n,n-----m--i,,,,/sə.ɦə.d͡ʑɑː.ɹi/,सह॔-जारि,0
345308,105817,सहजात,a,ap----a--a,,,,/sə.ɦə.d͡ʑɑː.t̪ə/,सह॔-जात,0
345309,,सहजाष्टक,n,n-----n--a,,,,/sə.ɦə.d͡ʑɑːʂ.ʈə.kə/,सह॔-जाष्टक,0
345310,105821,सहजीविन्,a,ap----a--n,,,,/sə.ɦə.d͡ʑiː.ʋin/,सह॔-जीविन्,0
345311,105698,सहक,a,ap----a--a,,,,/sə.ɦə.kə/,सहक,0
345312,105777,सहकरण,n,n-----n--a,,,,/sə.ɦə.kə.ɹə.ɳə/,सह॔-करण,0
345313,105778,सहकर्तृ,n,n-----m--r,,,,/sə.ɦə.ˈkəɹ.t̪ɹ̩/,सह॔-कर्तृ,0
345314,105776,सहकण्ठक,a,ap----a--a,,ap----f--ā=>िका,,/sə.ɦə.ˈkəɳ.ʈʰə.kə/,सह॔-कण्ठक,0
345315,105786,सहखट्वासन,n,n-----n--a,,,,/sə.ɦə.ˈkʰəʈ.ʋɑː.sə.nə/,सह॔-खट्वासन,0
345316,105785,सहक्रम्य,a,ap----a--a,,,,/sə.ˈɦək.ɹəm.jə/,सह॔-क्रम्य,0
345317,105779,सहकार,n,n-----m--a,,,,/sə.ɦə.kɑː.ɹə/,सह॔-कार,0
345318,105780,सहकार,n,n-----n--a,,,,/sə.ɦə.kɑː.ɹə/,सह॔-कार,0
345319,111340,सहकार,a,ap----a--a,,,,/sə.ɦə.kɑː.ɹə/,स-हकार,0
345321,,सहकारभञ्जिका,n,n-----f--ā,,,,/sə.ɦə.kɑː.ɹə.bʱəɲ.d͡ʑi.kɑː/,सह॔-कार-भञ्जिका,0
345322,,सहकारमञ्जरी,n,n-----f--ī,,,,/sə.ɦə.kɑː.ɹə.məɲ.d͡ʑə.ɹiː/,सह॔-कार-मञ्जरी,0
345323,,सहकारतैल,n,n-----n--a,,,,/sə.ɦə.kɑː.ɹə.t̪ɑːi.lə/,सह॔-कार-तैल,0
345324,,सहकारता,n,n-----f--ā,,,,/sə.ɦə.kɑː.ɹə.t̪ɑː/,सह॔-कार-ता,0
345325,,सहकारिभाव,n,n-----m--a,,,,/sə.ɦə.kɑː.ɹi.bʱɑː.ʋə/,सह॔-कारि-भाव,0
345326,105781,सहकारिन्,a,ap----a--n,,,,/sə.ɦə.kɑː.ɹin/,सह॔-कारिन्,0
345327,105782,सहकारिन्,n,n-----m--n,,,,/sə.ɦə.kɑː.ɹin/,सह॔-कारिन्,0
345328,,सहकारित्व,n,n-----n--a,,,,/sə.ɦə.kɑː.ˈɹit̪.ʋə/,सह॔-कारि-त्व,0
345329,,सहकारिता,n,n-----f--ā,,,,/sə.ɦə.kɑː.ɹi.t̪ɑː/,सह॔-कारि-ता,0
345330,,सहकारोपदेश,n,n-----m--a,,,,/sə.ɦə.kɑː.ɹoː.pə.d̪eː.ɕə/,सह॔-कारोपदेश,0
345331,105783,सहकृत्,a,ap----a--c,,,,/sə.ɦə.kɹ̩t̪/,सह॔-कृत्,0
345332,105784,सहकृत,a,ap----a--a,,,,/sə.ɦə.kɹ̩.t̪ə/,सह॔-कृत,0
345333,,सहकृत्वन्,a,ap----a--n,,ap----f--ī=>री,,/sə.ɦə.ˈkɹ̩t̪.ʋən/,सह॔-कृत्वन्,0
345334,111219,सहलक्ष्मण,a,ap----a--a,,,,/sə.ɦə.ˈləkʂ.mə.ɳə/,सह॔-लक्ष्मण,0
345335,111347,सहलनीय,n,n-----m--a,,,,/sə.ɦə.lə.niː.jə/,स-हलनीय,0
345336,111220,सहलोकधातु,n,n-----m--u,,,,/sə.ɦə.loː.kə.d̪ʰɑː.t̪u/,सह॔-लोक-धातु,0
345337,111376,सहम,n,n-----n--a,,,,/sə.ɦə.mə/,सहम,0
345338,,सहमचन्द्रिका,n,n-----f--ā,,,,/sə.ɦə.mə.t͡ɕən.d̪ɹi.kɑː/,सहम-चन्द्रिका,0
345980,,सहास,a,ap----a--a,,ap----f--ā=>ा,,/sə.ɦɑː.sə/,स-हास,0
345339,111377,सहमकल्पलता,n,n-----f--ā,,,,/sə.ɦə.mə.ˈkəl.pə.lə.t̪ɑː/,सहम-कल्पलता,0
345340,111197,सहमनस्,a,ap----a-sa,,,,/sə.ɦə.mə.nəs/,सह॔-मनस्,0
345341,111198,सहमरण,n,n-----n--a,,,,/sə.ɦə.mə.ɹə.ɳə/,सह॔-मरण,0
345342,111199,सहमर्मास्थिसंघात,a,ap----a--a,,,,/sə.ɦə.ˈməɹ.mɑːs.t̪ʰi.səŋ.gʰɑː.t̪ə/,सह॔-मर्मास्थि-संघात,0
345343,111203,सहमित्र,n,n-----m--a,,,,/sə.ɦə.ˈmit̪.ɹə/,सह॔-मित्र,0
345344,111204,सहमुख,a,ap----a--a,,,,/sə.ɦə.mu.kʰə/,सह॔-मुख,0
345345,,सहमाद,n,n-----m--a,,,,/sə.ɦə.mɑː.d̪ə/,सह॔-माद,0
345346,111201,सहमान,a,ap----a--a,,,,/sə.ɦə.mɑː.nə/,स॔हमान,0
345347,111201,सहमान,a,ap----a--a,,,,/sə.ɦə.mɑː.nə/,सह॔-मान,0
345349,105707,सहमाना,n,n-----f--ā,,,,/sə.ɦə.mɑː.nɑː/,स॔हमाना,0
345350,111202,सहमारीच,a,ap----a--a,,,,/sə.ɦə.mɑː.ɹiː.t͡ɕə/,सह॔-मारीच,0
345351,,सहमातृक,a,ap----a--a,,,,/sə.ɦə.mɑː.t̪ɹ̩.kə/,सह॔-मातृक,0
345352,111206,सहमूल,a,ap----a--a,,,,/sə.ɦə.muː.lə/,सह॔-मूल,0
345353,111205,सहमूर,a,ap----a--a,,,,/sə.ɦə.muː.ɹə/,सह॔-मूर,0
345354,111207,सहमृता,n,n-----f--ā,,,,/sə.ɦə.mɹ̩.t̪ɑː/,सह॔-मृता,0
345355,105700,सहन,a,ap----a--a,,ap----f--ā=>ा,,/sə.ɦə.nə/,सहन,0
345356,,सहन,n,n-----m--a,,,,/sə.ɦə.nə/,सहन,0
345357,200178,सहन,n,n-----n--a,,,,/sə.ɦə.nə/,सहन,0
345358,111341,सहनन,a,ap----a--a,,,,/sə.ɦə.nə.nə/,स-हनन,0
345359,105841,सहनर्तन,n,n-----n--a,,,,/sə.ɦə.ˈnəɹ.t̪ə.nə/,सह॔-नर्तन,0
345360,105845,सहनौ,a,ap----a--u,,,,/sə.ɦə.nəौ/,सह॔-नौ,0
345361,,सहनशील,a,ap----a--a,,,,/sə.ɦə.nə.ɕiː.lə/,सहन-शील,0
345362,105842,सहनिर्वाप,n,n-----m--a,,,,/sə.ɦə.ˈniɹ.ʋɑː.pə/,सह॔-निर्वाप,0
345363,105843,सहनिवासिन्,a,ap----a--n,,,,/sə.ɦə.ni.ʋɑː.sin/,सह॔-निवासिन्,0
345364,,सहनिवासिता,n,n-----f--ā,,,,/sə.ɦə.ni.ʋɑː.si.t̪ɑː/,सह॔-निवासि-ता,0
345365,105704,सहन्तम,a,ap----a--a,,,,/sə.ɦən.t̪ə.mə/,स॔हन्तम,0
345366,105705,सहन्त्य,a,ap----a--a,,,,/sə.ɦən.t̪jə/,सहन्त्य,0
345367,105703,सहनीय,a,ap----a--a,,,,/sə.ɦə.niː.jə/,सहनीय,0
345368,,सहनृत्य,n,n-----n--a,,,,/sə.ɦə.ˈnɹ̩t̪.jə/,सह॔-नृत्य,0
345369,105849,सहपथिन्,n,n-----m--n,,,n-----f--n=सहपथिन्,/sə.ɦə.pə.t̪ʰin/,सह॔-पथिन्,0
345370,105694,सहपति,n,n-----m--i,,,,/sə.ɦə.pə.t̪i/,सह॔-पति,0
345371,105846,सहपत्नि,a,ap----a--i,,,,/sə.ɦə.ˈpət̪.ni/,सह॔-पत्नि,0
345372,105847,सहपत्नी,n,n-----f--ī,,,,/sə.ɦə.ˈpət̪.niː/,सह॔-पत्नी,0
345373,105848,सहपत्नीक,a,ap----a--a,,,,/sə.ɦə.ˈpət̪.niː.kə/,सह॔-पत्नीक,0
345374,,सहपिण्डक्रिया,n,n-----f--ā,,,,/sə.ɦə.ˈpiɳ.ˈɖək.ɹi.jɑː/,सह॔-पिण्ड-क्रिया,0
345375,111175,सहप्रकृति,n,n-----f--i,,,,/sə.ˈɦəp.ɹə.kɹ̩.t̪i/,सह॔-प्रकृति,0
345376,,सहप्रकॢप्ति,n,n-----f--i,,,,/sə.ˈɦəp.ɹə.ˈkl̩p.t̪i/,सह॔-प्रकॢप्ति,0
345377,111178,सहप्रम,a,ap----a--a,,,,/sə.ˈɦəp.ɹə.mə/,सह॔-प्रम,0
345378,111182,सहप्रथायिन्,a,ap----a--n,,,,/sə.ˈɦəp.ɹə.t̪ʰɑː.jin/,सह॔-प्रथायिन्,0
345379,111181,सहप्रवाद,a,ap----a--a,,,,/sə.ˈɦəp.ɹə.ʋɑː.d̪ə/,सह॔-प्रवाद,0
346215,9249,सज्य,a,ap----a--a,,,,/ˈsəd͡ʑ.jə/,स-ज्य,0
345380,111180,सहप्रयोग,n,n-----m--a,,,,/sə.ˈɦəp.ɹə.joː.gə/,सह॔-प्रयोग,0
345381,111179,सहप्रयायिन्,a,ap----a--n,,,,/sə.ˈɦəp.ɹə.jɑː.jin/,सह॔-प्रयायिन्,0
345382,111172,सहपुरुष,a,ap----a--a,,,,/sə.ɦə.pu.ɹu.ʂə/,सह॔-पुरुष,0
345383,105858,सहपुत्र,a,ap----a--a,,ap----f--ā=>ा,,/sə.ɦə.ˈput̪.ɹə/,सह॔-पुत्र,0
345384,105854,सहपान,n,n-----n--a,,,,/sə.ɦə.pɑː.nə/,सह॔-पान,0
345385,105855,सहपानक,n,n-----n--a,,,,/sə.ɦə.pɑː.nə.kə/,सह॔-पानक,0
345386,105850,सहपांसुकिल,n,n-----m--a,,,,/sə.ɦə.pɑː̃.su.ki.lə/,सह॔-पांसु-किल,0
345387,105851,सहपांसुक्रीडन,n,n-----n--a,,,,/sə.ɦə.pɑː̃.ˈsuk.ɹiː.ɖə.nə/,सह॔-पांसु-क्रीडन,0
345388,105852,सहपांसुक्रीडित,a,ap----a--a,,,,/sə.ɦə.pɑː̃.ˈsuk.ɹiː.ɖi.t̪ə/,सह॔-पांसु-क्रीडित,0
345389,105853,सहपाठ,n,n-----m--a,,,,/sə.ɦə.pɑː.ʈʰə/,सह॔-पाठ,0
345390,,सहपीति,n,n-----f--i,,,,/sə.ɦə.piː.t̪i/,सह॔-पीति,0
345391,111173,सहपूरुष,a,ap----a--a,,,,/sə.ɦə.puː.ɹu.ʂə/,सह॔-पूरुष,0
345392,111174,सहपूर्वाह्णम्,r,rp--------,,,,/sə.ɦə.puːɹ.ʋɑːɦ.ɳəm/,सह॔-पूर्वाह्णम्,0
345393,111343,सहर,n,n-----m--a,,,,/sə.ɦə.ɹə/,स-हर,0
345394,111214,सहरक्ष,n,n-----m--a,,,,/sə.ɦə.ˈɹək.ʂə/,सह॔-रक्ष,0
345395,111215,सहरक्षस्,n,n-----m-sa,,,,/sə.ɦə.ˈɹək.ʂəs/,सह॔-रक्षस्,0
345396,111216,सहरसा,n,n-----f--ā,,,,/sə.ɦə.ɹə.sɑː/,सह॔-रसा,0
345397,111344,सहरि,n,n-----m--i,,,,/sə.ɦə.ɹi/,स-हरि,0
345398,,सहरि,r,rp--------,,,,/sə.ɦə.ɹi/,स-हरि,0
345399,111217,सहराजक,a,ap----a--a,,,,/sə.ɦə.ɹɑː.d͡ʑə.kə/,सह॔-राजक,0
345400,111345,सहर्ष,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəɹ.ʂə/,स-हर्ष,0
345401,,सहर्षभ,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəɹ.ʂə.bʱə/,सह॔-र्षभ,0
345402,,सहर्षम्,r,rp--------,,,,/sə.ˈɦəɹ.ʂəm/,स-हर्षम्,0
345403,,सहर्षमृगयुग्रामनिनादमय,a,ap----a--a,,ap----f--ī=>ी,,/sə.ˈɦəɹ.ʂə.mɹ̩.gə.ˈjug.ɹɑː.mə.ni.nɑː.d̪ə.mə.jə/,स-हर्ष-मृगयु-ग्राम-निनाद-मय,0
345404,,सहर्षसाध्वसम्,r,rp--------,,,,/sə.ˈɦəɹ.ʂə.sɑːd̪ʰ.ʋə.səm/,स-हर्ष-साध्वसम्,0
345405,,सहर्षवैराग्यम्,r,rp--------,,,,/sə.ˈɦəɹ.ʂə.ʋɑːi.ɹɑːg.jəm/,स-हर्ष-वैराग्यम्,0
345406,111346,सहर्षित,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəɹ.ʂi.t̪ə/,स-हर्षित,0
345407,,सहर्षाकूतम्,r,rp--------,,,,/sə.ˈɦəɹ.ʂɑː.kuː.t̪əm/,स-हर्षाकूतम्,0
345408,105709,सहस्,n,n-----m-sa,,,,/sə.ɦəs/,स॔हस्,0
345409,105710,सहस्,n,n-----n-sa,,,,/sə.ɦəs/,स॔हस्,0
345412,105708,सहस्,a,ap----a-sa,,,,/sə.ɦəs/,स॔हस्,0
345413,111349,सहस,a,ap----a--a,,ap----f--ā=>ा,,/sə.ɦə.sə/,स-हस,0
345414,111250,सहसम्भला,n,n-----f--ā,,,,/sə.ɦə.səm.bʱə.lɑː/,सह॔-सम्भला,0
345415,111251,सहसम्भव,a,ap----a--a,,,,/sə.ɦə.səm.bʱə.ʋə/,सह॔-सम्भव,0
345416,111259,सहसौमित्रि,a,ap----a--i,,,,/sə.ɦə.ˈsəौ.ˈmit̪.ɹi/,सह॔-सौमित्रि,0
345417,,सहसंजातवृद्ध,a,ap----a--a,,,,/sə.ɦə.səɲ.d͡ʑɑː.t̪ə.ˈʋɹ̩d̪.d̪ʰə/,सह॔-संजात-वृद्ध,0
345418,111248,सहसंसर्ग,n,n-----m--a,,,,/sə.ɦə.ˈsə̃.ˈsəɹ.gə/,सह॔-संसर्ग,0
345419,111247,सहसंवेग,a,ap----a--a,,,,/sə.ɦə.ˈsə̃.ʋeː.gə/,सह॔-संवेग,0
345420,111245,सहसंवाद,n,n-----m--a,,,,/sə.ɦə.ˈsə̃.ʋɑː.d̪ə/,सह॔-संवाद,0
345421,111246,सहसंवास,n,n-----m--a,,,,/sə.ɦə.ˈsə̃.ʋɑː.sə/,सह॔-संवास,0
345422,111257,सहसेविन्,a,ap----a--n,,,,/sə.ɦə.seː.ʋin/,सह॔-सेविन्,0
345423,111254,सहसिद्ध,a,ap----a--a,,,,/sə.ɦə.ˈsid̪.d̪ʰə/,सह॔-सिद्ध,0
345424,,सहसिद्धत्व,n,n-----n--a,,,,/sə.ɦə.ˈsid̪.ˈd̪ʰət̪.ʋə/,सह॔-सिद्ध-त्व,0
345425,105723,सहसिन्,a,ap----a--n,,,,/sə.ɦə.sin/,सहसिन्,0
345426,105711,सहस्कृत्,a,ap----a--c,,,,/sə.ˈɦəs.kɹ̩t̪/,स॔हस्-कृत्,0
345427,105712,सहस्कृत,a,ap----a--a,,,,/sə.ˈɦəs.kɹ̩.t̪ə/,स॔हस्-कृत,0
345428,105717,सहसोद्गत,n,n-----m--a,,,,/sə.ɦə.soːd̪.gə.t̪ə/,सहसोद्गत,0
345429,111258,सहसोम,a,ap----a--a,,,,/sə.ɦə.soːmə/,सह॔-सोम,0
345430,111266,सहस्फ्य,a,ap----a--a,,,,/sə.ˈɦəs.pʰjə/,सह॔-स्फ्य,0
345431,,सहस्र,a,ap----a--a,,ap----f--ī=>ी,,/sə.ˈɦəs.ɹə/,सह॔स्र,0
345432,111480,सहस्रबल,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.bə.lə/,सह॔स्र-बल,0
345433,111487,सहस्रभक्त,n,n-----n--a,,,,/sə.ˈɦəs.ɹə.ˈbʱək.t̪ə/,सह॔स्र-भक्त,0
345434,111488,सहस्रभर,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.bʱə.ɹə/,सह॔स्र-भर,0
345435,111489,सहस्रभर्णस्,a,ap----a-sa,,,,/sə.ˈɦəs.ɹə.ˈbʱəɹ.ɳəs/,सह॔स्र-भर्णस्,0
345436,111498,सहस्रभेदशस्,r,rp--------,,,,/sə.ˈɦəs.ɹə.bʱeː.d̪ə.ɕəs/,सह॔स्र-भेद-शस्,0
345437,111493,सहस्रभिद्,n,n-----m--c,,,,/sə.ˈɦəs.ɹə.bʱid̪/,सह॔स्र-भिद्,0
345438,111495,सहस्रभुज,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.bʱu.d͡ʑə/,सह॔स्र-भुज,0
345440,111496,सहस्रभुज,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəs.ɹə.bʱu.d͡ʑə/,सह॔स्र-भुज,0
345441,,सहस्रभुजजिह्वाक्ष,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.bʱu.d͡ʑə.ˈd͡ʑiɦ.ʋɑːk.ʂə/,सह॔स्र-भुज-जिह्वाक्ष,0
345442,,सहस्रभुजरामध्यान,n,n-----n--a,,,,/sə.ˈɦəs.ɹə.bʱu.d͡ʑə.ɹɑː.ˈməd̪ʰ.jɑː.nə/,सह॔स्र-भुज-राम-ध्यान,0
345443,111494,सहस्रभुजा,n,n-----f--ā,,,,/sə.ˈɦəs.ɹə.bʱu.d͡ʑɑː/,सह॔स्र-भुजा,0
345444,111490,सहस्रभागवती,n,n-----f--ī,,,,/sə.ˈɦəs.ɹə.bʱɑː.gə.ʋə.t̪iː/,सह॔स्र-भागवती,0
345445,,सहस्रभानु,a,ap----a--u,,,,/sə.ˈɦəs.ɹə.bʱɑː.nu/,सह॔स्र-भानु,0
345446,111492,सहस्रभाव,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.bʱɑː.ʋə/,सह॔स्र-भाव,0
345447,,सहस्रभृष्टि,a,ap----a--i,,,,/sə.ˈɦəs.ɹə.ˈbʱɹ̩ʂ.ʈi/,सह॔स्र-भृष्टि,0
345448,111485,सहस्रबुद्धि,a,ap----a--i,,,,/sə.ˈɦəs.ɹə.ˈbud̪.d̪ʰi/,सह॔स्र-बुद्धि,0
345449,111486,सहस्रबुद्धि,n,n-----m--i,,,,/sə.ˈɦəs.ɹə.ˈbud̪.d̪ʰi/,सह॔स्र-बुद्धि,0
345450,111481,सहस्रबाहवीय,n,n-----n--a,,,,/sə.ˈɦəs.ɹə.bɑː.ɦə.ʋiː.jə/,सह॔स्र-बाहवीय,0
345451,111483,सहस्रबाहु,n,n-----m--u,,,,/sə.ˈɦəs.ɹə.bɑː.ɦu/,सह॔स्र-बाहु,0
345453,,सहस्रबाहु,a,ap----a--u,,,,/sə.ˈɦəs.ɹə.bɑː.ɦu/,सह॔स्र-बाहु,0
345454,,सहस्रबाहु,a,ap----c--u,,,,/sə.ˈɦəs.ɹə.bɑː.ɦu/,सह॔स्र-बाहु,0
345457,,सहस्रचक्षस्,a,ap----a-sa,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕək.ʂəs/,सह॔स्र-चक्षस्,0
345458,111403,सहस्रचक्षु,a,ap----a--u,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕək.ʂu/,सह॔स्र-चक्षु,0
345459,,सहस्रचक्षुस्,n,n-----m-su,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕək.ʂus/,सह॔स्र-चक्षुस्,0
345460,,सहस्रचक्षुस्,a,ap----a-su,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕək.ʂus/,सह॔स्र-चक्षुस्,0
345461,111408,सहस्रचरण,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.t͡ɕə.ɹə.ɳə/,सह॔स्र-चरण,0
345462,,सहस्रचण्ड्यादिप्रयोगपद्धति,n,n-----f--i,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕəɳ.ɖjɑː.ˈd̪ip.ɹə.joː.gə.ˈpəd̪.d̪ʰə.t̪i/,सह॔स्र-चण्ड्य्-आदि-प्रयोग-पद्धति,0
345463,111407,सहस्रचण्ड्यादिविधि,n,n-----m--i,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕəɳ.ɖjɑː.d̪i.ʋi.d̪ʰi/,सह॔स्र-चण्ड्य्-आदि-विधि,0
345464,,सहस्रचण्डीविधि,n,n-----m--i,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕəɳ.ɖiː.ʋi.d̪ʰi/,सह॔स्र-चण्डी-विधि,0
345465,111406,सहस्रचण्डीविधान,n,n-----n--a,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕəɳ.ɖiː.ʋi.d̪ʰɑː.nə/,सह॔स्र-चण्डी-विधान॔,0
345466,,सहस्रचण्डीशतचण्डीविधान,n,n-----n--a,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕəɳ.ɖiː.ɕə.t̪ə.ˈt͡ɕəɳ.ɖiː.ʋi.d̪ʰɑː.nə/,सह॔स्र-चण्डी-शत-चण्डी-विधान,0
345467,,सहस्रचेतस्,a,ap----a-sa,,,,/sə.ˈɦəs.ɹə.t͡ɕeː.t̪əs/,सह॔स्र-चेतस्,0
345468,111409,सहस्रचित्य,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.ˈt͡ɕit̪.jə/,सह॔स्र-चित्य,0
345470,111421,सहस्रद,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.d̪ə/,सह॔स्र-द,0
345471,,सहस्रद,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.d̪ə/,सह॔स्र-द,0
345472,,सहस्रदक्षिण,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.ˈd̪ək.ʂi.ɳə/,सह॔स्र-दक्षिण,0
345473,,सहस्रदक्षिण,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=सहस्रदक्षिण",/sə.ˈɦəs.ɹə.ˈd̪ək.ʂi.ɳə/,सह॔स्र-दक्षिण,0
345474,,सहस्रदल,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.d̪ə.lə/,सह॔स्र-दल,0
345475,111423,सहस्रदंष्ट्र,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.ˈd̪ə̃ʂʈɹə/,सह॔स्र-दंष्ट्र,0
345476,111422,सहस्रदंष्ट्र,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.ˈd̪ə̃ʂʈɹə/,सह॔स्र-दंष्ट्र,0
345477,111424,सहस्रदंष्ट्रिन्,n,n-----m--n,,,,/sə.ˈɦəs.ɹə.ˈd̪ə̃ʂʈɹin/,सह॔स्र-दंष्ट्रिन्,0
345478,111449,सहस्रधौत,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.ˈd̪ʰəौ.t̪ə/,सह॔स्र-धौत,0
345479,111439,सहस्रधा,r,rp--------,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː/,सह॔स्र-धा॔,0
345480,,सहस्रधामन्,n,n-----m--n,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.mən/,सह॔स्र-धामन्,0
345481,,सहस्रधामन्,a,ap----a--n,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.mən/,सह॔स्र-धामन्,0
345482,111445,सहस्रधार,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.ɹə/,सह॔स्र-धार,0
345483,111446,सहस्रधार,n,n-----m--a,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.ɹə/,सह॔स्र-धार,0
345485,111444,सहस्रधारा,n,n-----f--ā,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.ɹɑː/,सह॔स्र-धारा,0
345486,111442,सहस्रधायस्,a,ap----a-sa,,,,/sə.ˈɦəs.ɹə.d̪ʰɑː.jəs/,सह॔स्र-धा॔यस्,0
345487,,सहस्रधी,a,ap----a--ī,,,,/sə.ˈɦəs.ɹə.d̪ʰiː/,सह॔स्र-धी,0
345488,,सहस्रधी,n,n-----m--ī,,,,/sə.ˈɦəs.ɹə.d̪ʰiː/,सह॔स्र-धी,0
345489,111435,सहस्रदोस्,a,ap----a-so,,,,/sə.ˈɦəs.ɹə.d̪oːs/,सह॔स्र-दोस्,0
345490,111436,सहस्रदोस्,n,n-----m-so,,,,/sə.ˈɦəs.ɹə.d̪oːs/,सह॔स्र-दोस्,0
345491,,सहस्रद्वार्,a,ap----a--c,,,,/sə.ˈɦəs.ˈɹəd̪.ʋɑːɹ/,सह॔स्र-द्वार्,0
345492,,सहस्रद्वार,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəs.ˈɹəd̪.ʋɑː.ɹə/,सह॔स्र-द्वार,0
345493,,सहस्रदा,a,ap----a--ā,,,,/sə.ˈɦəs.ɹə.d̪ɑː/,सह॔स्र-दा॔,0
345494,111430,सहस्रदान,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈɦəs.ɹə.d̪ɑː.nə/,सह॔स्र-दान,0
345495,,सहस्रदातम,a,ap----a--a,,,,/sə.ˈɦəs.ɹə.d̪ɑː.t̪ə.mə/,सह॔स्र-दा॔-तम,0
345496,111429,सहस्रदातु,a,ap----a--u,,,,/sə.ˈɦəs.ɹə.d̪ɑː.t̪u/,सह॔स्र-दातु,0
