्ध,0
371119,112427,सान्द्रस्पर्श,a,ap----a--a,,,,/sɑːn.ˈd̪ɹəs.pə.ɹɕə/,सान्द्र-स्पर्श,0
371120,112415,सान्द्रतम,a,ap----a--a,,,,/sɑːn.d̪ɹə.t̪ə.mə/,सान्द्र-तम,0
371121,112416,सान्द्रतर,a,ap----a--a,,,,/sɑːn.d̪ɹə.t̪ə.ɹə/,सान्द्र-तर,0
371122,,सान्द्रतरम्,r,rp--------,,,,/sɑːn.d̪ɹə.t̪ə.ɹəm/,सान्द्र-तरम्,0
371123,,सान्द्रत्व,n,n-----n--a,,,,/sɑːn.ˈd̪ɹət̪.ʋə/,सान्द्र-त्व,0
371124,112419,सान्द्रत्वक्क,a,ap----a--a,,,,/sɑːn.ˈd̪ɹət̪.ˈʋək.kə/,सान्द्र-त्वक्-क,0
371125,,सान्द्रता,n,n-----f--ā,,,,/sɑːn.d̪ɹə.t̪ɑː/,सान्द्र-ता,0
371126,165604,सान्द्रीभू,v,v----a--1-,,,,/sɑːn.d̪ɹiː.bʱuː/,सान्द्री-भू,0
371127,112428,सान्द्रीकृत,a,ap----a--a,,,,/sɑːn.d̪ɹiː.kɹ̩.t̪ə/,सान्द्री-कृत,0
371128,112332,सानिका,n,n-----f--ā,,,,/sɑː.ni.kɑː/,सानिका,0
371129,111657,सानिन्,a,ap----a--n,,,,/sɑː.nin/,सानिन्,0
371130,112464,सान्मातुर,n,n-----m--a,,,,/sɑːn.mɑː.t̪u.ɹə/,सान्मातुर,0
371131,112439,सान्न,a,ap----a--a,,ap----f--ā=>ा,,/sɑːn.nə/,सान्न,0
371132,112375,सान्त,n,n-----n--a,,,,/sɑːn.t̪ə/,सान्त,0
371133,,सान्तह्स्थ,a,ap----a--a,,,,/sɑːn.ˈt̪əhs.t̪ʰə/,सान्तःस्थ,0
371134,112377,सान्तक,a,ap----a--a,,ap----f--ā=>ा,,/sɑːn.t̪ə.kə/,सान्तक,0
371135,112385,सान्तर,a,ap----a--a,,ap----f--ā=>ा,,/sɑːn.t̪ə.ɹə/,सान्तर,0
371136,112386,सान्तरप्लुत,n,n-----n--a,,,,/sɑːn.t̪ə.ˈɹəp.lu.t̪ə/,सान्तर-प्लुत,0
371137,112391,सान्तर्देश,a,ap----a--a,,,,/sɑːn.ˈt̪əɹ.d̪eː.ɕə/,सान्तर्देश,0
