03,शारिकानाथ,n,n-----m--a,,,,/ɕɑː.ɹi.kɑː.nɑː.t̪ʰə/,शारिका-नाथ,0
430673,,षट्शत,a,ap----a--a,,,,/ʂə.ʈɕə.t̪ə/,ष॔ट्-शत,0
430674,41763,षट्शती,n,n-----f--ī,,,,/ʂə.ʈɕə.t̪iː/,ष॔ट्-शती,0
430675,41766,षट्शास्त्रविचार,n,n-----m--a,,,,/ʂə.ʈɕɑːs.t̪ɹə.ʋi.t͡ɕɑː.ɹə/,षट्-शास्त्र-विचार,0
430676,41767,षट्शास्त्रिन्,n,n-----m--n,,,,/ʂə.ʈɕɑːs.t̪ɹin/,षट्-शास्त्रिन्,0
430677,41768,षट्षष्ट,a,ap----a--a,,,,/ˈʂəʈ.ˈʂəʂ.ʈə/,षट्-षष्ट,0
430678,207011,षट्षष्टितम,a,ap----a--a,,,,/ˈʂəʈ.ˈʂəʂ.ʈi.t̪ə.mə/,षट्-षष्टि-तम,0
430679,41770,षट्षोडशिन्,a,ap----a--n,,,,/ˈʂəʈ.ʂoː.ɖə.ɕin/,षट्-षोडशिन्,0
430680,,षट्ट्,v,v----a--0-,,,,/ʂəʈʈ/,षट्ट्,0
430681,41689,षट्टक,n,n-----m--a,,,,/ˈʂəʈ.ʈə.kə/,षट्टक,0
430682,41782,षट्टय,a,ap----a--a,,,,/ˈʂəʈ.ʈə.jə/,षट्टय,0
430683,42052,षेडशाह,n,n-----m--a,,,,/ʂeː.ɖə.ɕɑː.ɦə/,षेडशाह,0
430684,42105,षिड्ग,n,n-----m--a,,,,/ˈʂiɖ.gə/,षिड्ग,0
430685,,षोड,a,ap----a--a,,,,/ʂoː.ɖə/,षो-ड,0
430686,,षोडन्त,a,ap----a--a,,,,/ʂoː.ɖən.t̪ə/,षो-डन्त,0
430687,,षोडत्,n,n-----m--c,,,,/ʂoː.ɖət̪/,षो-डत्,0
430688,41997,षोडत्,a,ap----a--c,,,,/ʂoː.ɖət̪/,षो-डत्,0
430689,42001,षोडश,n,n-----n--a,,,,/ʂoː.ɖə.ɕə/,षो-डश॔,0
430691,42020,षोडशभेदित,a,ap----a--a,,ap----f--ā=>ा,,/ʂoː.ɖə.ɕə.bʱeː.d̪i.t̪ə/,षोडश-भेदित,0
430692,42018,षोडशभुज,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.bʱu.d͡ʑə/,षोडश-भुज,0
430693,,षोडशभुजरामध्यान,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.bʱu.d͡ʑə.ɹɑː.ˈməd̪ʰ.jɑː.nə/,षोडश-भुज-राम-ध्यान,0
430694,42019,षोडशभुजा,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.bʱu.d͡ʑɑː/,षोडश-भुजा,0
430695,,षोडशभाग,n,n-----m--a,,,,/ʂoː.ɖə.ɕə.bʱɑː.gə/,षोडश-भाग,0
430696,,षोडशभाग,n,n-----m--a,,,,/ʂoː.ɖə.ɕə.bʱɑː.gə/,षो-डश॔-भाग,0
430697,,षोडशदल,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.d̪ə.lə/,षोडश-दल,0
430698,42013,षोडशधा,r,rp--------,,,,/ʂoː.ɖə.ɕə.d̪ʰɑː/,षोडश-धा॔,0
430699,42012,षोडशदान,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.d̪ɑː.nə/,षोडश-दान,0
430700,,षोडशगणपतिध्यान,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.gə.ɳə.pə.ˈt̪id̪ʰ.jɑː.nə/,षोडश-गण-पति-ध्यान,0
430701,,षोडशगणपतिलक्षण,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.gə.ɳə.pə.t̪i.ˈlək.ʂə.ɳə/,षोडश-गण-पति-लक्षण,0
430702,42009,षोडशगृहीत,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.gɹ̩.ɦiː.t̪ə/,षोडश-गृहीत॔,0
430703,,षोडशगृहीतार्ध,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=षोडशगृहीतार्ध",/ʂoː.ɖə.ɕə.gɹ̩.ɦiː.t̪ɑːɹ.d̪ʰə/,षोडश-गृहीतार्ध,0
430704,42054,षोडशक,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.kə/,षोडशक,0
430705,42057,षोडशक,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.kə/,षोडशक,0
430706,42055,षोडशक,n,n-----m--a,,,,/ʂoː.ɖə.ɕə.kə/,षोडशक,0
430707,42006,षोडशकल,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.kə.lə/,षो॔डश-कल,0
430708,,षोडशकलविद्या,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.kə.lə.ˈʋid̪.jɑː/,षो॔डश-कल-विद्या,0
497459,169731,गं,r,rp--------,,,,/gəm/,,0
430709,,षोडशकला,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.kə.lɑː/,षो॔डश-कला,0
430710,,षोडशकर्मप्रयोग,n,n-----m--a,,,,/ʂoː.ɖə.ɕə.ˈkəɹ.ˈməp.ɹə.joː.gə/,षोडश-कर्म-प्रयोग,0
430711,,षोडशकर्मविधि,n,n-----m--i,,,,/ʂoː.ɖə.ɕə.ˈkəɹ.mə.ʋi.d̪ʰi/,षोडश-कर्म-विधि,0
430712,,षोडशकारणजयमाला,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.kɑː.ɹə.ɳə.d͡ʑə.jə.mɑː.lɑː/,षोडश-कारण-जय-माला,0
430713,,षोडशकारणपूजा,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.kɑː.ɹə.ɳə.puː.d͡ʑɑː/,षोडश-कारण-पूजा,0
430714,,षोडशकारिका,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.kɑː.ɹi.kɑː/,षोडश-कारिका,0
430715,,षोडशकूर्च,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.kuːɹ.t͡ɕə/,षोडश-कूर्च,0
430716,42028,षोडशलक्षण,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.ˈlək.ʂə.ɳə/,षोडश-लक्षण,0
430717,42062,षोडशम,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.mə/,षोडशम,0
430718,42022,षोडशमुद्रालक्षण,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.ˈmud̪.ɹɑː.ˈlək.ʂə.ɳə/,षोडश-मुद्रा-लक्षण,0
430719,42021,षोडशमातृका,n,n-----f--ā,,,,/ʂoː.ɖə.ɕə.mɑː.t̪ɹ̩.kɑː/,षोडश-मातृका,0
430720,,षोडशनित्यतन्त्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.ˈnit̪.jə.t̪ən.t̪ɹə/,षोडश-नित्य-तन्त्र,0
430721,,षोडशन्यास,n,n-----m--a,,,,/ʂoː.ɖə.ɕən.jɑː.sə/,षोडश-न्यास,0
430722,42016,षोडशपद,a,ap----a--a,,ap----f--ā=>ा,,/ʂoː.ɖə.ɕə.pə.d̪ə/,षोडश-पद,0
430723,42015,षोडशपक्षशायिन्,a,ap----a--n,,,,/ʂoː.ɖə.ɕə.ˈpək.ʂə.ɕɑː.jin/,षोडश-पक्ष-शायिन्,0
430724,42025,षोडशर्च,n,n-----m--a,,,,/ʂoː.ɖə.ˈɕəɹ.t͡ɕə/,षोडश-र्च॔,0
430725,,षोडशर्तुनिशा,n,n-----f--ā,,,,/ʂoː.ɖə.ˈɕəɹ.t̪u.ni.ɕɑː/,षोडश-र्तु-निशा,0
430726,42027,षोडशर्त्विक्क्रतु,n,n-----m--u,,,,/ʂoː.ɖə.ˈɕəɹt̪.ˈʋik.kɹə.t̪u/,षोडश-र्त्विक्-क्रतु,0
430727,42023,षोडशराजिक,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.ɹɑː.d͡ʑi.kə/,षोडश-राजिक,0
430728,,षोडशरात्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=षोडशरात्र",/ʂoː.ɖə.ɕə.ɹɑːt̪.ɹə/,षोडश-रात्र,0
430729,,षोडशसहस्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.sə.ˈɦəs.ɹə/,षोडश-सहस्र,0
430730,,षोडशसाहस्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.sɑː.ˈɦəs.ɹə/,षोडश-साहस्र,0
430731,42010,षोडशत्व,n,n-----n--a,,,,/ʂoː.ɖə.ˈɕət̪.ʋə/,षोडश-त्व,0
430732,,षोडशवर्ष,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.ˈʋəɹ.ʂə/,षोडश-वर्ष,0
430733,42030,षोडशविध,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.ʋi.d̪ʰə/,षोडश-विध,0
430734,42031,षोडशविस्तृत,a,ap----a--a,,,,/ʂoː.ɖə.ɕə.ˈʋis.t̪ɹ̩.t̪ə/,षोडश-विस्तृत,0
430735,42032,षोडशशत,n,n-----n--a,,,,/ʂoː.ɖə.ɕə.ɕə.t̪ə/,षोडश-शत,0
430736,42063,षोडशिग्रह,n,n-----m--a,,,,/ʂoː.ɖə.ˈɕig.ɹə.ɦə/,षोडशि-ग्रह,0
430737,,षोडशिक,a,ap----a--a,,,,/ʂoː.ɖə.ɕi.kə/,षोडशिक,0
430738,42056,षोडशिका,n,n-----f--ā,,,,/ʂoː.ɖə.ɕi.kɑː/,षोडशिका,0
430740,42058,षोडशिकाम्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕi.kɑːm.ɹə/,षोडशिकाम्र,0
430741,42067,षोडशिमत्,a,ap----a--c,,,,/ʂoː.ɖə.ɕi.mət̪/,षोडशि-मत्,0
430743,42072,षोडशिन्,n,n-----m--n,,,,/ʂoː.ɖə.ɕin/,षोडशि॔न्,0
497460,169733,हैं,r,rp--------,,,,/hɑːim/,,0
430744,42071,षोडशिन्,a,ap----a--n,,,,/ʂoː.ɖə.ɕin/,षोडशि॔न्,0
430745,42066,षोडशिप्रयोग,n,n-----m--a,,,,/ʂoː.ɖə.ˈɕip.ɹə.joː.gə/,षोडशि-प्रयोग,0
430746,42065,षोडशिपात्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕi.pɑːt̪.ɹə/,षोडशि-पात्र,0
430747,42070,षोडशिस्तोत्र,n,n-----n--a,,,,/ʂoː.ɖə.ˈɕis.t̪oːt̪.ɹə/,षोडशि-स्तोत्र,0
430748,42069,षोडशिसामन्,n,n-----n--n,,,,/ʂoː.ɖə.ɕi.sɑː.mən/,षोडशि-सामन्,0
430749,42064,षोडशित्व,n,n-----n--a,,,,/ʂoː.ɖə.ˈɕit̪.ʋə/,षोडशि-त्व॔,0
430750,42068,षोडशिशस्त्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕi.ˈɕəs.t̪ɹə/,षोडशि-शस्त्र,0
430751,42053,षोडशोपचार,n,n-----m--a,,,,/ʂoː.ɖə.ɕoː.pə.t͡ɕɑː.ɹə/,षोडशोपचार,0
430752,,षोडशादितन्त्र,n,n-----n--a,,,,/ʂoː.ɖə.ɕɑː.d̪i.t̪ən.t̪ɹə/,षोडशादि-तन्त्र,0
430753,42037,षोडशाक्ष,a,ap----a--a,,,,/ʂoː.ɖə.ɕɑːk.ʂə/,षोडशाक्ष,0
430754,,षोडशाक्षर,a,ap----a--a,,,,/ʂoː.ɖə.ɕɑːk.ʂə.ɹə/,षो॔डशाक्षर,0
430755,,षोडशाक्षर,n,n-----n--a,,,,/ʂoː.ɖə.ɕɑːk.ʂə.ɹə/,षोडशाक्षर,0
430756,42049,षोडशार,n,n-----n--a,,,,/ʂoː.ɖə.ɕɑː.ɹə/,षोडशार,0
430757,42048,षोडशार,a,ap----a--a,,,,/ʂoː.ɖə.ɕɑː.ɹə/,षोडशार,0
430758,42050,षोडशार्चिस्,n,n-----m-si,,,,/ʂoː.ɖə.ɕɑːɹ.t͡ɕis/,षोडशार्चिस्,0
430759,42045,षोडशात्मक,n,n-----m--a,,,,/ʂoː.ɖə.ɕɑːt̪.mə.kə/,षोडशात्मक,0
430760,42046,षोडशात्मन्,n,n-----m--n,,,,/ʂoː.ɖə.ɕɑːt̪.mən/,षोडशात्मन्,0
430761,42051,षोडशावर्त,n,n-----m--a,,,,/ʂoː.ɖə.ɕɑː.ˈʋəɹ.t̪ə/,षोडशावर्त,0
430762,,षोडशायुधस्तुति,n,n-----f--i,,,,/ʂoː.ɖə.ɕɑː.ju.ˈd̪ʰəs.t̪u.t̪i/,षोडशायुध-स्तुति,0
430763,42044,षोडशाढकमय,a,ap----a--a,,ap----f--ī=>ी,,/ʂoː.ɖə.ɕɑː.ɖʰə.kə.mə.jə/,षोडशाढक-मय,0
430764,42036,षोडशांह्रि,n,n-----m--i,,,,/ʂoː.ɖə.ɕɑː̃.ɦɹi/,षोडशांह्रि,0
430765,42003,षोडशांश,n,n-----m--a,,,,/ʂoː.ɖə.ɕɑː.̃ɕə/,षोडशांश,0
430766,42035,षोडशांशु,n,n-----m--u,,,,/ʂoː.ɖə.ɕɑː.̃ɕu/,षोडशांशु,0
430767,42040,षोडशाङ्ग,n,n-----m--a,,,,/ʂoː.ɖə.ɕɑːŋ.gə/,षोडशाङ्ग,0
430768,,षोडशाङ्ग,a,ap----a--a,,,,/ʂoː.ɖə.ɕɑːŋ.gə/,षोडशाङ्ग,0
430769,42042,षोडशाङ्घ्रि,a,ap----a--i,,,,/ʂoː.ɖə.ɕɑːŋ.gʰɹi/,षोडशाङ्घ्रि,0
430770,42043,षोडशाङ्घ्रि,n,n-----m--i,,,,/ʂoː.ɖə.ɕɑːŋ.gʰɹi/,षोडशाङ्घ्रि,0
430771,,षोडशाङ्गुलक,a,ap----a--a,,,,/ʂoː.ɖə.ɕɑːŋ.gu.lə.kə/,षोडशाङ्गुलक,0
430772,42000,षोडशी,n,n-----f--ī,,,,/ʂoː.ɖə.ɕiː/,षो-डशी॔,0
430775,42073,षोडशीबिल्व,n,n-----n--a,,,,/ʂoː.ɖə.ɕiː.ˈbil.ʋə/,षोडशी-बिल्व,0
430776,42074,षोढा,r,rp--------,,,,/ʂoː.ɖʰɑː/,षोढा॔,0
430777,42076,षोढामुख,n,n-----m--a,,,,/ʂoː.ɖʰɑː.mu.kʰə/,षोढा॔-मुख,0
430778,42075,षोढान्यास,n,n-----m--a,,,,/ʂoː.ɖʰɑːn.jɑː.sə/,षोढा॔-न्यास,0
430779,42077,षोढाविहित,a,ap----a--a,,,,/ʂoː.ɖʰɑː.ʋi.ɦi.t̪ə/,षोढा॔-विहित॔,0
430781,,षु,n,n-----m--u,,,,/ʂu/,षु,0
430782,,षुदुवदीन,n,n-----m--a,,,,/ʂu.d̪u.ʋə.d̪iː.nə/,षुदुवदीन,0
430783,,षुक्क्,v,v----d--1-,,,,/ʂukk/,षुक्क्,0
430784,,ष्वक्क्,v,v----d--1-,,,,/ʂ.ʋəkk/,ष्वक्क्,0
430785,,ष्वष्क्,v,v----a--1- v----d--1-,,,,/ʂ.ʋəʂk/,ष्वष्क्,0
430786,42104,षाहविलास,n,n-----m--a,,,,/ʂɑː.ɦə.ʋi.lɑː.sə/,षाह-विलास,0
430787,42099,षात्वणत्विक,a,ap----a--a,,,,/ʂɑːt̪.ʋə.ˈɳət̪.ʋi.kə/,षात्वणत्विक,0
430788,,षाडहिक,a,ap----a--a,,,,/ʂɑː.ɖə.ɦi.kə/,षाडहिक,0
430789,42082,षाडव,n,n-----m--a,,,,/ʂɑː.ɖə.ʋə/,षाडव,0
430790,42083,षाडविक,n,n-----m--a,,,,/ʂɑː.ɖə.ʋi.kə/,षाडविक,0
430791,,षाडण्डक,a,ap----a--a,,,,/ʂɑː.ˈɖəɳ.ɖə.kə/,षाडण्डक,0
430792,42085,षाड्गुण्य,n,n-----n--a,,,,/ʂɑːɖ.ˈguɳ.jə/,षाड्गुण्य,0
430793,,षाड्गुण्यगुणवेदिन्,a,ap----a--n,,,,/ʂɑːɖ.ˈguɳ.jə.gu.ɳə.ʋeː.d̪in/,षाड्गुण्य-गुण-वेदिन्,0
430794,42087,षाड्गुण्यप्रयोग,n,n-----m--a,,,,/ʂɑːɖ.ˈguɳ.ˈjəp.ɹə.joː.gə/,षाड्गुण्य-प्रयोग,0
430795,42089,षाड्गुण्यसंयुत,a,ap----a--a,,,,/ʂɑːɖ.ˈguɳ.jə.ˈsə̃.ju.t̪ə/,षाड्गुण्य-संयुत,0
430796,42088,षाड्गुण्यवत्,a,ap----a--c,,,,/ʂɑːɖ.ˈguɳ.jə.ʋət̪/,षाड्गुण्य-वत्,0
430797,42090,षाड्रसिक,a,ap----a--a,,,,/ʂɑːɖ.ɹə.si.kə/,षाड्रसिक,0
430798,42091,षाड्वर्गिक,a,ap----a--a,,,,/ʂɑːɖ.ˈʋəɹ.gi.kə/,षाड्वर्गिक,0
430799,42092,षाड्विध्य,n,n-----n--a,,,,/ʂɑːɖ.ˈʋid̪ʰ.jə/,षाड्विध्य,0
430800,42098,षाण्मासिक,n,n-----m--a,,,,/ʂɑːɳ.mɑː.si.kə/,षाण्मासिक,0
430801,42097,षाण्मासिक,a,ap----a--a,,ap----f--ī=>ी,,/ʂɑːɳ.mɑː.si.kə/,षाण्मासिक,0
430802,,षाण्मास्य,a,ap----a--a,,,,/ʂɑːɳ.mɑːs.jə/,षाण्मास्य,0
430803,,षाण्मास्यी,n,n-----f--ī,,,,/ʂɑːɳ.mɑːs.jiː/,षाण्मास्यी,0
430804,42096,षाण्मातुर,n,n-----m--a,,,,/ʂɑːɳ.mɑː.t̪u.ɹə/,षाण्मातुर,0
430805,42093,षाण्ड,n,n-----m--a,,,,/ʂɑːɳ.ɖə/,षाण्ड,0
430806,,षाण्डश,n,n-----m--a,,,n-----f--ī=षाण्डशई,/ʂɑːɳ.ɖə.ɕə/,षाण्डश,0
430807,42095,षाण्ढ्य,n,n-----n--a,,,,/ʂɑːɳ.ɖʰjə/,षाण्ढ्य,0
430808,42101,षाष्ठ,a,ap----a--a,,,,/ʂɑːʂ.ʈʰə/,षाष्ठ,0
430809,42102,षाष्ठिक,a,ap----a--a,,,,/ʂɑːʂ.ʈʰi.kə/,षाष्ठिक,0
430810,42103,षाष्ठिक,n,n-----n--a,,,,/ʂɑːʂ.ʈʰi.kə/,षाष्ठिक,0
430811,42100,षाष्टिक,a,ap----a--a,,,,/ʂɑːʂ.ʈi.kə/,षाष्टिक,0
430812,,षाष्टिपथ,a,ap----a--a,,,,/ʂɑːʂ.ʈi.pə.t̪ʰə/,षाष्टिपथ,0
430813,,षाट्,r,rp--------,,,,/ʂɑːʈ/,षाट्,0
430814,42079,षाट्कौशिक,a,ap----a--a,,,,/ʂɑːʈ.kə.ौɕi.kə/,षाट्कौशिक,0
430815,,षाट्कुल,a,ap----a--a,,,,/ʂɑːʈ.ku.lə/,षाट्कुल,0
430816,42080,षाट्पौरुषिक,a,ap----a--a,,,,/ʂɑːʈ.ˈpəौ.ɹu.ʂi.kə/,षाट्पौरुषिक,0
430817,,षू,n,n-----f--ū,,,,/ʂuː/,षू,0
430818,42112,ष्ठेव,n,n-----m--a,,,,/ʂ.ʈʰeː.ʋə/,ष्ठेव,0
430819,,ष्ठेवन,n,n-----n--a,,,,/ʂ.ʈʰeː.ʋə.nə/,ष्ठेवन,0
430820,42115,ष्ठेविन्,a,ap----a--n,,,,/ʂ.ʈʰeː.ʋin/,ष्ठेविन्,0
430821,,ष्ठेवितव्य,a,ap----a--a,,,,/ʂ.ʈʰeː.ʋi.ˈt̪əʋ.jə/,ष्ठेवितव्य,0
430822,42114,ष्ठेवितृ,a,ap----a--r,,,,/ʂ.ʈʰeː.ʋi.t̪ɹ̩/,ष्ठेवितृ,0
430823,42116,ष्ठेव्य,a,ap----a--a,,,,/ʂ.ʈʰeːʋ.jə/,ष्ठेव्य,0
430824,,ष्ठिव्,v,v----a--1- v----a--4-,,,,/ʂ.ʈʰiʋ/,ष्ठिव्,0
430825,42118,ष्ठ्यूत,n,n-----n--a,,,,/ʂ.ʈʰjuː.t̪ə/,ष्ठ्यूत,0
430826,42117,ष्ठ्यूत,a,ap----a--a,,,,/ʂ.ʈʰjuː.t̪ə/,ष्ठ्यूत,0
430827,42119,ष्ठ्यूति,n,n-----f--i,,,,/ʂ.ʈʰjuː.t̪i/,ष्ठ्यूति,0
430828,,ष्ठीव्,v,v----a--1- v----a--4-,,,,/ʂ.ʈʰiːʋ/,ष्ठीव्,0
430830,42107,ष्ठीवन,a,ap----a--a,,,,/ʂ.ʈʰiː.ʋə.nə/,ष्ठीवन,0
430831,42108,ष्ठीवन,n,n-----n--a,,,,/ʂ.ʈʰiː.ʋə.nə/,ष्ठीवन,0
430832,,ष्ठीवि,a,ap----a--i,,,,/ʂ.ʈʰiː.ʋi/,ष्ठीवि,0
430833,42110,ष्ठीविन्,a,ap----a--n,,,,/ʂ.ʈʰiː.ʋin/,ष्ठीविन्,0
430834,42111,ष्ठीवी,n,n-----f--ī,,,,/ʂ.ʈʰiː.ʋiː/,ष्ठीवी,0
430835,42106,ष्ट्युम,n,n-----m--a,,,,/ʂ.ʈju.mə/,ष्ट्युम,0
430836,,ष्ट्यूम,n,n-----m--a,,,,/ʂ.ʈjuː.mə/,ष्ट्यूम,0
430837,,ट,n,n-----n--a,,,,/ʈə/,ट,0
430838,205524,ट,n,n-----m--a,,,,/ʈə/,ट,0
430839,95597,टगर,n,n-----m--a,,,,/ʈə.gə.ɹə/,टगर,0
430840,95596,टगर,a,ap----a--a,,,,/ʈə.gə.ɹə/,टगर,0
430842,95591,टक्क,n,n-----m--a,,,,/ˈʈək.kə/,टक्क,0
430844,95592,टक्कदेश,n,n-----m--a,,,,/ˈʈək.kə.d̪eː.ɕə/,टक्क-देश,0
430845,95593,टक्कदेशीय,n,n-----m--a,,,,/ˈʈək.kə.d̪eː.ɕiː.jə/,टक्क-देशीय,0
430846,95594,टक्करा,n,n-----f--ā,,,,/ˈʈək.kə.ɹɑː/,टक्करा,0
430847,,टक्किबुद्ध,n,n-----m--a,,,,/ˈʈək.ki.ˈbud̪.d̪ʰə/,टक्कि-बुद्ध,0
430848,,टक्व,n,n-----m--a,,,,/ˈʈək.ʋə/,टक्व,0
430849,95595,टक्वर,n,n-----m--a,,,,/ˈʈək.ʋə.ɹə/,टक्वर,0
430850,95587,टकार,n,n-----m--a,,,,/ʈə.kɑː.ɹə/,ट-कार,0
430851,,टल्,v,v----a--1-,,,,/ʈəl/,टल्,0
430852,95628,टलन,n,n-----n--a,,,,/ʈə.lə.nə/,टलन,0
430853,95629,टसत्,r,rp--------,,,,/ʈə.sət̪/,टसत्,0
430854,95630,टसिति,r,rp--------,,,,/ʈə.si.t̪i/,टस्-इति,0
430855,,टौक्,v,v----d--1-,,,,/ʈəौk/,टौक्,0
430856,95673,टौटेश,n,n-----m--a,,,,/ˈʈəौ.ʈeː.ɕə/,टौटेश,0
430857,95588,टवर्ग,n,n-----m--a,,,,/ʈə.ˈʋəɹ.gə/,ट-वर्ग,0
430858,95589,टवर्गीय,a,ap----a--a,,,,/ʈə.ˈʋəɹ.giː.jə/,ट-वर्गीय,0
430859,95614,टंकार,n,n-----m--a,,,,/ʈəŋ.kɑː.ɹə/,टं-कार,0
430860,95616,टंकाररव,n,n-----m--a,,,,/ʈəŋ.kɑː.ɹə.ɹə.ʋə/,टं-कार-रव,0
430861,95617,टंकारवत्,a,ap----a--c,,,,/ʈəŋ.kɑː.ɹə.ʋət̪/,टं-कार-वत्,0
430862,,टंकारित,n,n-----n--a,,,,/ʈəŋ.kɑː.ɹi.t̪ə/,टं-कारित,0
430863,95615,टंकारी,n,n-----f--ī,,,,/ʈəŋ.kɑː.ɹiː/,टं-कारी,0
430864,,टंकृत,n,n-----n--a,,,,/ʈəŋ.kɹ̩.t̪ə/,टं-कृत,0
430866,95619,टङ्ग,n,n-----m--a,,,,/ʈəŋ.gə/,टङ्ग,0
430868,95620,टङ्गण,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=टङ्गण",/ʈəŋ.gə.ɳə/,टङ्गण,0
430869,95621,टङ्गिनी,n,n-----f--ī,,,,/ʈəŋ.gi.niː/,टङ्गिनी,0
430870,,टङ्क्,v,v----a--0-,,,,/ʈəŋk/,टङ्क्,0
430877,95599,टङ्क,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=टङ्क",/ʈəŋ.kə/,टङ्क,0
430878,95600,टङ्क,n,n-----n--a,,,,/ʈəŋ.kə/,टङ्क,0
430881,95606,टङ्कक,n,n-----m--a,,,,/ʈəŋ.kə.kə/,टङ्कक,0
430882,,टङ्ककपति,n,n-----m--i,,,,/ʈəŋ.kə.kə.pə.t̪i/,टङ्कक-पति,0
430883,,टङ्ककशाला,n,n-----f--ā,,,,/ʈəŋ.kə.kə.ɕɑː.lɑː/,टङ्कक-शाला,0
430884,95612,टङ्कन,n,n-----m--a,,,,/ʈəŋ.kə.nə/,टङ्कन,0
430885,95603,टङ्कपति,n,n-----m--i,,,,/ʈəŋ.kə.pə.t̪i/,टङ्क-पति,0
430886,95604,टङ्कवत्,a,ap----a--c,,,,/ʈəŋ.kə.ʋət̪/,टङ्क-वत्,0
430887,95605,टङ्कशाला,n,n-----f--ā,,,,/ʈəŋ.kə.ɕɑː.lɑː/,टङ्क-शाला,0
430888,95610,टङ्कण,n,n-----m--a,,,,/ʈəŋ.kə.ɳə/,टङ्कण,0
430889,95611,टङ्कणक्षार,n,n-----m--a,,,,/ʈəŋ.kə.ˈɳək.ʂɑː.ɹə/,टङ्कण-क्षार,0
430890,95602,टङ्कटीक,n,n-----m--a,,,,/ʈəŋ.kə.ʈiː.kə/,टङ्क-टीक,0
430891,95607,टङ्किका,n,n-----f--ā,,,,/ʈəŋ.ki.kɑː/,टङ्किका,0
430892,95601,टङ्का,n,n-----f--ā,,,,/ʈəŋ.kɑː/,टङ्का,0
430894,95613,टङ्कानक,n,n-----m--a,,,,/ʈəŋ.kɑː.nə.kə/,टङ्कानक,0
430895,,टणत्कार,n,n-----m--a,,,,/ʈə.ˈɳət̪.kɑː.ɹə/,टणत्-कार,0
430896,95627,टण्डन,n,n-----m--a,,,,/ˈʈəɳ.ɖə.nə/,टण्डन,0
430897,95622,टटरीसूर्य,n,n-----m--a,,,,/ʈə.ʈə.ɹiː.suːɹ.jə/,टटरी-सूर्य,0
430898,95623,टट्टनी,n,n-----f--ī,,,,/ˈʈəʈ.ʈə.niː/,टट्टनी,0
430899,95624,टट्टरी,n,n-----f--ī,,,,/ˈʈəʈ.ʈə.ɹiː/,टट्टरी,0
430900,95625,टट्टुर,n,n-----m--a,,,,/ˈʈəʈ.ʈu.ɹə/,टट्टुर,0
430901,,टेक,n,n-----m--a,,,,/ʈeː.kə/,टेक,0
430902,95665,टेकारी,n,n-----f--ī,,,,/ʈeː.kɑː.ɹiː/,टेकारी,0
430903,95667,टेपन,n,n-----n--a,,,,/ʈeː.pə.nə/,टेपन,0
430904,95668,टेर,a,ap----a--a,,,,/ʈeː.ɹə/,टेर,0
430905,95670,टेरक,a,ap----a--a,,,,/ʈeː.ɹə.kə/,टेरक,0
430906,95669,टेराक्ष,a,ap----a--a,,,,/ʈeː.ɹɑːk.ʂə/,टेराक्ष,0
