03,शारिकानाथ,n,n-----m--a,,,,/ɕɑː.ɹi.kɑː.nɑː.t̪ʰə/,शारिका-नाथ,0
428361,126484,शूद्रसंस्कार,n,n-----m--a,,,,/ɕuːd̪.ɹə.ˈsə̃s.kɑː.ɹə/,शूद्र॔-संस्कार,0
428362,126485,शूद्रसंस्पर्श,n,n-----m--a,,,,/ɕuːd̪.ɹə.ˈsə̃s.pə.ɹɕə/,शूद्र॔-संस्पर्श,0
428363,,शूद्रसेवन,n,n-----n--a,,,,/ɕuːd̪.ɹə.seː.ʋə.nə/,शूद्र॔-सेवन,0
428364,126487,शूद्रस्मृति,n,n-----f--i,,,,/ɕuːd̪.ˈɹəs.mɹ̩.t̪i/,शूद्र॔-स्मृति,0
428365,,शूद्रत्व,n,n-----n--a,,,,/ɕuːd̪.ˈɹət̪.ʋə/,शूद्र॔-त्व,0
428366,,शूद्रता,n,n-----f--ā,,,,/ɕuːd̪.ɹə.t̪ɑː/,शूद्र॔-ता,0
428367,126479,शूद्रवर्ग,n,n-----m--a,,,,/ɕuːd̪.ɹə.ˈʋəɹ.gə/,शूद्र॔-वर्ग,0
428368,,शूद्रवर्जम्,r,rp--------,,,,/ɕuːd̪.ɹə.ˈʋəɹ.d͡ʑəm/,शूद्र॔-वर्जम्,0
428369,126481,शूद्रविवेक,n,n-----m--a,,,,/ɕuːd̪.ɹə.ʋi.ʋeː.kə/,शूद्र॔-विवेक,0
428370,,शूद्रवृत्ति,n,n-----f--i,,,,/ɕuːd̪.ɹə.ˈʋɹ̩t̪.t̪i/,शूद्र॔-वृत्ति,0
428371,,शूद्रयोनि,n,n-----f--i,,,,/ɕuːd̪.ɹə.joː.ni/,शूद्र॔-योनि,0
428372,,शूद्रयोनिज,a,ap----a--a,,,,/ɕuːd̪.ɹə.joː.ni.d͡ʑə/,शूद्र॔-योनि-ज,0
428373,,शूद्रयाजक,a,ap----a--a,,,,/ɕuːd̪.ɹə.jɑː.d͡ʑə.kə/,शूद्र॔-याजक,0
428374,,शूद्रयाजकप्रायश्चित्त,n,n-----n--a,,,,/ɕuːd̪ɹəjɑːd͡ʑəkəpɹɑːjəɕt͡ɕit̪t̪ə/,शूद्र॔-याजक-प्रायश्चित्त,0
428375,126483,शूद्रशासन,n,n-----n--a,,,,/ɕuːd̪.ɹə.ɕɑː.sə.nə/,शूद्र॔-शासन,0
428376,126508,शूद्रिक,n,n-----m--a,,,,/ɕuːd̪.ɹi.kə/,शूद्रिक,0
428377,,शूद्रोच्छिष्ट,a,ap----a--a,,,,/ɕuːd̪.ɹoːt͡ɕ.ˈt͡ɕʰiʂ.ʈə/,शूद्रोच्छिष्ट,0
428378,127203,शूद्रोदक,n,n-----n--a,,,,/ɕuːd̪.ɹoː.d̪ə.kə/,शूद्रोदक,0
428379,,शूद्रोदकपानप्रायश्चित्त,n,n-----n--a,,,,/ɕuːd̪ɹoːd̪əkəpɑːnəpɹɑːjəɕt͡ɕit̪t̪ə/,शूद्रोदक-पान-प्रायश्चित्त,0
428380,,शूद्रोद्द्योत,n,n-----m--a,,,,/ɕuːd̪.ɹoːd̪.d̪joː.t̪ə/,शूद्रोद्द्योत,0
428381,126496,शूद्रोत्पत्ति,n,n-----f--i,,,,/ɕuːd̪.ɹoːt̪.ˈpət̪.t̪i/,शूद्रोत्पत्ति,0
428382,126500,शूद्रा,n,n-----f--ā,,,,/ɕuːd̪.ɹɑː/,शूद्रा॔,0
428383,126503,शूद्राभार्य,n,n-----m--a,,,,/ɕuːd̪.ɹɑː.bʱɑːɹ.jə/,शूद्रा॔-भार्य,0
428384,,शूद्राचार,n,n-----m--a,,,,/ɕuːd̪.ɹɑː.t͡ɕɑː.ɹə/,शूद्राचार,0
428385,,शूद्राचारचिन्तामणि,n,n-----m--i,,,,/ɕuːd̪.ɹɑː.t͡ɕɑː.ɹə.t͡ɕin.t̪ɑː.mə.ɳi/,शूद्राचार-चिन्तामणि,0
428386,,शूद्राचारसंग्रह,n,n-----m--a,,,,/ɕuːd̪.ɹɑː.t͡ɕɑː.ɹə.səŋ.gɹə.ɦə/,शूद्राचार-संग्रह,0
428387,,शूद्राचारशिरोमणि,n,n-----m--i,,,,/ɕuːd̪.ɹɑː.t͡ɕɑː.ɹə.ɕi.ɹoːmə.ɳi/,शूद्राचार-शिरोमणि,0
428388,127202,शूद्राह्निक,n,n-----n--a,,,,/ɕuːd̪.ɹɑːɦ.ni.kə/,शूद्राह्निक,0
428389,,शूद्राह्निकाचारतत्त्व,n,n-----n--a,,,,/ɕuːd̪.ɹɑːɦ.ni.kɑː.t͡ɕɑː.ɹə.ˈt̪ət̪.t̪ʋə/,शूद्राह्निकाचार-तत्त्व,0
428390,,शूद्रान्न,n,n-----n--a,,,,/ɕuːd̪.ɹɑːn.nə/,शूद्रान्न,0
428391,126501,शूद्रापरिणयन,n,n-----n--a,,,,/ɕuːd̪.ɹɑː.pə.ɹi.ɳə.jə.nə/,शूद्रा॔-परिणयन,0
428392,,शूद्रापुत्र,n,n-----m--a,,,,/ɕuːd̪.ɹɑː.ˈput̪.ɹə/,शूद्रा॔-पुत्र,0
428393,,शूद्रार्थयाजक,a,ap----a--a,,,,/ɕuːd̪.ɹɑːɹ.t̪ʰə.jɑː.d͡ʑə.kə/,शूद्रार्थ-याजक,0
428394,,शूद्रार्ता,n,n-----f--ā,,,,/ɕuːd̪.ɹɑːɹ.t̪ɑː/,शूद्रार्ता,0
428395,,शूद्रार्य,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शूद्रार्य",/ɕuːd̪.ɹɑːɹ.jə/,शूद्रार्य॔,0
428396,,शूद्रासुत,n,n-----m--a,,,,/ɕuːd̪.ɹɑː.su.t̪ə/,शूद्रा॔-सुत,0
428397,126504,शूद्रावेदन,n,n-----n--a,,,,/ɕuːd̪.ɹɑː.ʋeː.d̪ə.nə/,शूद्रा॔-वेदन,0
428398,,शूद्रावेदिन्,a,ap----a--n,,,,/ɕuːd̪.ɹɑː.ʋeː.d̪in/,शूद्रा॔-वेदिन्,0
428399,,शूद्राशौच,n,n-----n--a,,,,/ɕuːd̪.ɹɑː.ˈɕəौ.t͡ɕə/,शूद्राशौच,0
428400,126507,शूद्राणी,n,n-----f--ī,,,,/ɕuːd̪.ɹɑː.ɳiː/,शूद्राणी,0
428401,126509,शूद्री,n,n-----f--ī,,,,/ɕuːd̪.ɹiː/,शूद्री,0
428402,199559,शूद्रीभू,v,v----a--1-,,,,/ɕuːd̪.ɹiː.bʱuː/,शूद्री-भू,0
428403,220156,शूघन,a,ap----a--a,,ap----f--ā=>ा,,/ɕuː.gʰə.nə/,शूघन॔,0
428404,127186,शूक,n,n-----m--a,,,,/ɕuː.kə/,शूक,0
428408,126448,शूकधान्य,n,n-----n--a,,,,/ɕuː.kə.d̪ʰɑːn.jə/,शूक-धान्य,0
428409,126447,शूकदोष,n,n-----m--a,,,,/ɕuː.kə.d̪oː.ʂə/,शूक-दोष,0
428410,126444,शूककीट,n,n-----m--a,,,,/ɕuː.kə.kiː.ʈə/,शूक-कीट,0
428411,126445,शूककीटक,n,n-----m--a,,,,/ɕuː.kə.kiː.ʈə.kə/,शूक-कीटक,0
428412,126459,शूकल,n,n-----m--a,,,,/ɕuː.kə.lə/,शूकल,0
428413,126449,शूकपत्त्र,n,n-----m--a,,,,/ɕuː.kə.ˈpət̪.t̪ɹə/,शूक-पत्त्र,0
428414,126450,शूकपिण्डि,n,n-----f--i,,,,/ɕuː.kə.ˈpiɳ.ɖi/,शूक-पिण्डि,0
428415,126451,शूकपिण्डी,n,n-----f--ī,,,,/ɕuː.kə.ˈpiɳ.ɖiː/,शूक-पिण्डी,0
428416,126441,शूकर,n,n-----m--a,,,,/ɕuː.kə.ɹə/,शू-कर,0
428417,,शूकरोग,n,n-----m--a,,,,/ɕuː.kə.ɹoː.gə/,शूक-रोग,0
428418,126446,शूकतृण,n,n-----n--a,,,,/ɕuː.kə.t̪ɹ̩.ɳə/,शूक-तृण,0
428419,127188,शूकवत्,a,ap----a--c,,,,/ɕuː.kə.ʋət̪/,शूक-वत्,0
428420,127189,शूकवती,n,n-----f--ī,,,,/ɕuː.kə.ʋə.t̪iː/,शूक-वती,0
428421,126453,शूकवृन्त,n,n-----m--a,,,,/ɕuː.kə.ʋɹ̩n.t̪ə/,शूक-वृन्त,0
428422,,शूकशिम्बि,n,n-----f--i,,,,/ɕuː.kə.ɕim.bi/,शूक-शिम्बि,0
428423,,शूकशिम्बिका,n,n-----f--ā,,,,/ɕuː.kə.ɕim.bi.kɑː/,शूक-शिम्बिका,0
428424,126454,शूकशिम्बा,n,n-----f--ā,,,,/ɕuː.kə.ɕim.bɑː/,शूक-शिम्बा,0
428425,126455,शूकशिम्बी,n,n-----f--ī,,,,/ɕuː.kə.ɕim.biː/,शूक-शिम्बी,0
428426,126458,शूकिन्,a,ap----a--n,,,,/ɕuː.kin/,शूकिन्,0
428427,126461,शूकुल,n,n-----m--a,,,,/ɕuː.ku.lə/,शूकुल,0
428431,,शूका,n,n-----f--ā,,,,/ɕuː.kɑː/,शूका,0
428433,,शूकामय,n,n-----m--a,,,,/ɕuː.kɑː.mə.jə/,शूकामय,0
428434,126460,शूकापुट्ट,n,n-----m--a,,,,/ɕuː.kɑː.ˈpuʈ.ʈə/,शूकापुट्ट,0
428435,,शूकापूट्ट,n,n-----m--a,,,,/ɕuː.kɑː.puːʈ.ʈə/,शूकापूट्ट,0
428436,126442,शूकार,n,n-----m--a,,,,/ɕuː.kɑː.ɹə/,शू-कार॔,0
428437,126456,शूकाढ्य,n,n-----n--a,,,,/ɕuː.kɑːɖʰ.jə/,शूकाढ्य,0
428438,126443,शूकृत,a,ap----a--a,,,,/ɕuː.kɹ̩.t̪ə/,शू॔-कृत,0
428439,,शूल्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/ɕuːl/,शूल्,0
428440,,शूल,a,ap----a--a,,ap----f--ā=>ा,,/ɕuː.lə/,शू॔ल,0
428441,126565,शूलभेद,n,n-----m--a,,,,/ɕuː.lə.bʱeː.d̪ə/,शू॔ल-भेद,0
428442,126564,शूलभृत्,n,n-----m--c,,,,/ɕuː.lə.bʱɹ̩t̪/,शू॔ल-भृत्,0
428443,126556,शूलधन्वन्,n,n-----m--n,,,,/ɕuː.lə.d̪ʰən.ʋən/,शू॔ल-धन्वन्,0
428444,,शूलधर,a,ap----a--a,,,,/ɕuː.lə.d̪ʰə.ɹə/,शू॔ल-धर,0
428445,127236,शूलधरा,n,n-----f--ā,,,,/ɕuː.lə.d̪ʰə.ɹɑː/,शू॔ल-धरा,0
428446,127237,शूलधारिन्,a,ap----a--n,,,,/ɕuː.lə.d̪ʰɑː.ɹin/,शू॔ल-धारिन्,0
428447,127238,शूलधारिणी,n,n-----f--ī,,,,/ɕuː.lə.d̪ʰɑː.ɹi.ɳiː/,शू॔ल-धारिणी,0
428448,127240,शूलधृक्,n,n-----f--c,,,,/ɕuː.lə.d̪ʰɹ̩k/,शू॔ल-धृक्,0
428449,,शूलधृक्,a,ap----a--c,,,,/ɕuː.lə.d̪ʰɹ̩k/,शू॔ल-धृक्,0
428450,126554,शूलदोषहरी,n,n-----f--ī,,,,/ɕuː.lə.d̪oː.ʂə.ɦə.ɹiː/,शू॔ल-दोष-हरी,0
428451,126555,शूलद्विष्,n,n-----m--c,,,,/ɕuː.ˈləd̪.ʋiʂ/,शू॔ल-द्विष्,0
428452,127230,शूलगव,n,n-----m--a,,,,/ɕuː.lə.gə.ʋə/,शू॔ल-गव,0
428453,,शूलगवप्रयोग,n,n-----m--a,,,,/ɕuː.lə.gə.ˈʋəp.ɹə.joː.gə/,शू॔ल-गव-प्रयोग,0
428454,,शूलघ्न,a,ap----a--a,,,,/ɕuː.ˈləgʰ.nə/,शू॔ल-घ्न,0
428455,127233,शूलघ्न,n,n-----m--a,,,,/ɕuː.ˈləgʰ.nə/,शू॔ल-घ्न,0
497060,158913,राधय्,v,v----d--0-,,,,/ɹɑːd̪.həj/,,0
428457,126553,शूलघातन,n,n-----n--a,,,,/ɕuː.lə.gʰɑː.t̪ə.nə/,शू॔ल-घातन,0
428458,126551,शूलग्रह,n,n-----m--a,,,,/ɕuː.ˈləg.ɹə.ɦə/,शू॔ल-ग्रह,0
428459,127231,शूलग्रन्थि,n,n-----m--i,,,n-----f--i=शूलग्रन्थि,/ɕuː.ˈləg.ɹən.t̪ʰi/,शू॔ल-ग्रन्थि,0
428460,126552,शूलग्राहिन्,n,n-----m--n,,,,/ɕuː.ˈləg.ɹɑː.ɦin/,शू॔ल-ग्राहिन्,0
428461,126573,शूलहन्त्री,n,n-----f--ī,,,,/ɕuː.lə.ɦən.t̪ɹiː/,शू॔ल-हन्त्री,0
428463,,शूलहस्त,a,ap----a--a,,,,/ɕuː.lə.ˈɦəs.t̪ə/,शू॔ल-हस्त,0
428464,127248,शूलहस्त,n,n-----m--a,,,,/ɕuː.lə.ˈɦəs.t̪ə/,शू॔ल-हस्त,0
428465,127249,शूलहृत्,a,ap----a--c,,,,/ɕuː.lə.ɦɹ̩t̪/,शू॔ल-हृत्,0
428466,127250,शूलहृत्,n,n-----m--c,,,,/ɕuː.lə.ɦɹ̩t̪/,शू॔ल-हृत्,0
428467,126583,शूलक,n,n-----m--a,,,,/ɕuː.lə.kə/,शूलक,0
428468,126550,शूलकार,n,n-----m--a,,,,/ɕuː.lə.kɑː.ɹə/,शू॔ल-कार,0
428469,,शूलमुद्गरहस्त,a,ap----a--a,,ap----f--ā=>ा,,/ɕuː.lə.ˈmud̪.gə.ɹə.ˈɦəs.t̪ə/,शू॔ल-मुद्गर-हस्त,0
428470,126557,शूलनाशक,n,n-----n--a,,,,/ɕuː.lə.nɑː.ɕə.kə/,शू॔ल-नाशक,0
428471,126558,शूलनाशन,n,n-----n--a,,,,/ɕuː.lə.nɑː.ɕə.nə/,शू॔ल-नाशन,0
428472,126559,शूलनाशिनी,n,n-----f--ī,,,,/ɕuː.lə.nɑː.ɕi.niː/,शू॔ल-नाशिनी,0
428473,126561,शूलपदी,n,n-----f--ī,,,,/ɕuː.lə.pə.d̪iː/,शू॔ल-पदी,0
428474,126562,शूलपर्णी,n,n-----f--ī,,,,/ɕuː.lə.ˈpəɹ.ɳiː/,शू॔ल-पर्णी,0
428475,126560,शूलपत्त्री,n,n-----f--ī,,,,/ɕuː.lə.ˈpət̪.t̪ɹiː/,शू॔ल-पत्त्री,0
428476,,शूलप्रोत,a,ap----a--a,,,,/ɕuː.ˈləp.ɹoː.t̪ə/,शू॔ल-प्रोत,0
428477,127246,शूलप्रोत,n,n-----m--a,,,,/ɕuː.ˈləp.ɹoː.t̪ə/,शू॔ल-प्रोत,0
428478,126563,शूलपाल,n,n-----m--a,,,,/ɕuː.lə.pɑː.lə/,शू॔ल-पाल,0
428479,,शूलपाणि,a,ap----a--i,,,,/ɕuː.lə.pɑː.ɳi/,शू॔ल-पाणि,0
428481,127242,शूलपाणि,n,n-----m--i,,,,/ɕuː.lə.pɑː.ɳi/,शू॔ल-पाणि,0
428482,127244,शूलपाणिन्,n,n-----m--n,,,,/ɕuː.lə.pɑː.ɳin/,शू॔ल-पाणिन्,0
428483,127243,शूलपाणिन्,a,ap----a--n,,,,/ɕuː.lə.pɑː.ɳin/,शू॔ल-पाणिन्,0
428484,,शूलस्थ,a,ap----a--a,,,,/ɕuː.ˈləs.t̪ʰə/,शू॔ल-स्थ,0
428485,126569,शूलवर,n,n-----n--a,,,,/ɕuː.lə.ʋə.ɹə/,शू॔ल-वर,0
428486,126568,शूलवत्,a,ap----a--c,,,,/ɕuː.lə.ʋət̪/,शू॔ल-वत्,0
428487,126584,शूलवत,n,n-----n--a,,,,/ɕuː.lə.ʋə.t̪ə/,शूलवत,0
428488,126570,शूलवेदना,n,n-----f--ā,,,,/ɕuː.lə.ʋeː.d̪ə.nɑː/,शू॔ल-वेदना,0
428489,126567,शूलयोग,n,n-----m--a,,,,/ɕuː.lə.joː.gə/,शू॔ल-योग,0
428490,126571,शूलशत्रु,n,n-----m--u,,,,/ɕuː.lə.ˈɕət̪.ɹu/,शू॔ल-शत्रु,0
428491,127253,शूलेश्वरी,n,n-----f--ī,,,,/ɕuːleːɕʋəɹiː/,शूलेश्वरी,0
428492,,शूलेश्वरीतीर्थ,n,n-----n--a,,,,/ɕuːleːɕʋəɹiːt̪iːɹt̪ʰə/,शूलेश्वरी-तीर्थ,0
428493,126586,शूलि,a,ap----a--i,,,,/ɕuː.li/,शूलि,0
428498,127257,शूलिक,n,n-----n--a,,,,/ɕuː.li.kə/,शूलिक,0
428499,127254,शूलिक,a,ap----a--a,,,,/ɕuː.li.kə/,शूलिक,0
428502,127255,शूलिक,n,n-----m--a,,,,/ɕuː.li.kə/,शूलिक,0
428503,127256,शूलिका,n,n-----f--ā,,,,/ɕuː.li.kɑː/,शूलिका,0
428507,127259,शूलिन्,n,n-----m--n,,,,/ɕuː.lin/,शूलिन्,0
428511,126588,शूलिनी,n,n-----f--ī,,,,/ɕuː.li.niː/,शूलिनी,0
428513,,शूलिनीदुर्गादिग्बन्धन,n,n-----n--a,,,,/ɕuː.li.niː.ˈd̪uɹ.gɑː.ˈd̪ig.bən.d̪ʰə.nə/,शूलिनी-दुर्गा-दिग्-बन्धन,0
428514,127261,शूलिनीकल्प,n,n-----m--a,,,,/ɕuː.li.niː.ˈkəl.pə/,शूलिनी-कल्प,0
428515,,शूलिनीकवच,n,n-----n--a,,,,/ɕuː.li.niː.kə.ʋə.t͡ɕə/,शूलिनी-कवच,0
428516,,शूलिनीमन्त्रकल्प,n,n-----m--a,,,,/ɕuː.li.niː.mən.t̪ɹə.ˈkəl.pə/,शूलिनी-मन्त्र-कल्प,0
428517,,शूलिनीविधान,n,n-----n--a,,,,/ɕuː.li.niː.ʋi.d̪ʰɑː.nə/,शूलिनी-विधान,0
428518,,शूलोद्यतकर,a,ap----a--a,,,,/ɕuː.loːd̪.jə.t̪ə.kə.ɹə/,शूलोद्यत-कर,0
428519,126580,शूलोत्खा,n,n-----f--ā,,,,/ɕuː.loːt̪.kʰɑː/,शूलोत्खा,0
428520,126581,शूलोत्था,n,n-----f--ā,,,,/ɕuː.loːt̪.t̪ʰɑː/,शूलोत्था,0
428521,126592,शूल्वाण,n,n-----m--a,,,,/ɕuːl.ʋɑː.ɳə/,शूल्वाण,0
428522,127263,शूल्य,n,n-----n--a,,,,/ɕuːl.jə/,शूल्य,0
428523,127262,शूल्य,a,ap----a--a,,,,/ɕuːl.jə/,शूल्य,0
428524,126591,शूल्यमांस,n,n-----n--a,,,,/ɕuːl.jə.mɑː̃.sə/,शूल्य-मांस,0
428525,126590,शूल्यपाक,n,n-----m--a,,,,/ɕuːl.jə.pɑː.kə/,शूल्य-पाक,0
428528,127228,शूला,n,n-----f--ā,,,,/ɕuː.lɑː/,शू॔ला,0
428529,,शूलाधिरोपित,a,ap----a--a,,,,/ɕuː.lɑː.d̪ʰi.ɹoː.pi.t̪ə/,शूलाधिरोपित,0
428530,,शूलाग्र,a,ap----a--a,,,,/ɕuː.lɑːg.ɹə/,शूलाग्र,0
428531,,शूलाग्र,n,n-----n--a,,,,/ɕuː.lɑːg.ɹə/,शूलाग्र,0
428532,216821,शूलाकृ,v,v----a--8-,,,,/ɕuː.lɑː.kɹ̩/,शूला॔-कृ,0
428533,126585,शूलाकृत,a,ap----a--a,,,,/ɕuː.lɑː.kɹ̩.t̪ə/,शूला-कृत,0
428534,,शूलापाल,n,n-----m--a,,,,/ɕuː.lɑː.pɑː.lə/,शूला-पाल,0
428535,126577,शूलारि,n,n-----m--i,,,,/ɕuː.lɑː.ɹi/,शूलारि,0
428536,126578,शूलारोपण,n,n-----n--a,,,,/ɕuː.lɑː.ɹoː.pə.ɳə/,शूलारोपण,0
428537,,शूलावतंसित,a,ap----a--a,,,,/ɕuː.lɑː.ʋə.ˈt̪ə̃.si.t̪ə/,शूलावतंसित,0
428538,,शूलाङ्क,a,ap----a--a,,,,/ɕuː.lɑːŋ.kə/,शूलाङ्क,0
428539,127229,शूली,n,n-----f--ī,,,,/ɕuː.liː/,शू॔ली,0
428540,126589,शूलीक,n,n-----m--a,,,,/ɕuː.liː.kə/,शूलीक,0
428541,127177,शून,n,n-----n--a,,,,/ɕuː.nə/,शू॔न,0
428542,127176,शून,n,n-----m--a,,,,/ɕuː.nə/,शून,0
428544,127175,शून,a,ap----a--a,,,,/ɕuː.nə/,शून,0
428545,126407,शूनगात्र,a,ap----a--a,,,,/ɕuː.nə.gɑːt̪.ɹə/,शून-गात्र,0
428546,126408,शूनत्व,n,n-----n--a,,,,/ɕuː.ˈnət̪.ʋə/,शून-त्व,0
428547,126409,शूनवत्,a,ap----a--c,,,,/ɕuː.nə.ʋət̪/,शून-वत्,0
428550,127178,शून्य,a,ap----a--a,,ap----f--ā=>ा,,/ɕuːn.jə/,शून्य॔,0
428553,127180,शून्य,n,n-----n--a,,,,/ɕuːn.jə/,शून्य॔,0
428556,126420,शून्यबन्धु,n,n-----m--u,,,,/ɕuːn.jə.bən.d̪ʰu/,शून्य॔-बन्धु,0
428557,126422,शून्यभाव,n,n-----m--a,,,,/ɕuːn.jə.bʱɑː.ʋə/,शून्य॔-भाव,0
428558,126421,शून्यबिन्दु,n,n-----m--u,,,,/ɕuːn.jə.bin.d̪u/,शून्य॔-बिन्दु,0
428559,,शून्यचित्त,a,ap----a--a,,,,/ɕuːn.jə.ˈt͡ɕit̪.t̪ə/,शून्य॔-चित्त,0
428560,,शून्यगेह,n,n-----n--a,,,,/ɕuːn.jə.geː.ɦə/,शून्य॔-गेह,0
428561,126433,शून्यहर,n,n-----n--a,,,,/ɕuːn.jə.ɦə.ɹə/,शून्य॔-हर,0
428562,,शून्यहस्त,a,ap----a--a,,,,/ɕuːn.jə.ˈɦəs.t̪ə/,शून्य॔-हस्त,0
428563,,शून्यहृदय,a,ap----a--a,,,,/ɕuːn.jə.ɦɹ̩.d̪ə.jə/,शून्य॔-हृदय,0
428564,,शून्यहृदयत्व,n,n-----n--a,,,,/ɕuːn.jə.ɦɹ̩.d̪ə.ˈjət̪.ʋə/,शून्य॔-हृदय-त्व,0
428565,126440,शून्यैष,a,ap----a--a,,ap----f--ī=>ी,,/ɕuːn.jɑːi.ʂə/,शून्यैष,0
428566,127184,शून्यक,n,n-----n--a,,,,/ɕuːn.jə.kə/,शून्यक,0
428567,127183,शून्यक,a,ap----a--a,,,,/ɕuːn.jə.kə/,शून्यक,0
428568,126412,शून्यकर्ण,n,n-----m--a,,,,/ɕuːn.jə.ˈkəɹ.ɳə/,शून्य॔-कर्ण,0
428569,126423,शून्यमध्य,n,n-----m--a,,,,/ɕuːn.jə.ˈməd̪ʰ.jə/,शून्य॔-मध्य,0
428570,,शून्यमनस्,a,ap----a-sa,,,,/ɕuːn.jə.mə.nəs/,शून्य॔-मनस्,0
428571,126425,शून्यमूल,a,ap----a--a,,,,/ɕuːn.jə.muː.lə/,शून्य॔-मूल,0
428572,126418,शून्यपदवी,n,n-----f--ī,,,,/ɕuːn.jə.pə.d̪ə.ʋiː/,शून्य॔-पदवी,0
428573,,शून्यपक्ष,n,n-----m--a,,,,/ɕuːn.jə.ˈpək.ʂə/,शून्य॔-पक्ष,0
428574,126419,शून्यपाल,n,n-----m--a,,,,/ɕuːn.jə.pɑː.lə/,शून्य॔-पाल,0
428575,126432,शून्यस्थान,n,n-----n--a,,,,/ɕuːn.ˈjəs.t̪ʰɑː.nə/,शून्य॔-स्थान,0
428576,,शून्यत्व,n,n-----n--a,,,,/ɕuːn.ˈjət̪.ʋə/,शून्य॔-त्व,0
428577,126415,शून्यता,n,n-----f--ā,,,,/ɕuːn.jə.t̪ɑː/,शून्य॔-ता,0
428578,,शून्यतासमाप्ति,n,n-----f--i,,,,/ɕuːn.jə.t̪ɑː.sə.mɑːp.t̪i/,शून्य॔-ता-समाप्ति,0
428579,,शून्यवत्,r,rp--------,,,,/ɕuːn.jə.ʋət̪/,शून्य॔-वत्,0
428580,126429,शून्यव्यापार,a,ap----a--a,,,,/ɕuːn.ˈjəʋ.jɑː.pɑː.ɹə/,शून्य॔-व्यापार,0
428581,126427,शून्यवाद,n,n-----m--a,,,,/ɕuːn.jə.ʋɑː.d̪ə/,शून्य॔-वाद,0
428582,126428,शून्यवादिन्,n,n-----m--n,,,,/ɕuːn.jə.ʋɑː.d̪in/,शून्य॔-वादिन्,0
428583,127181,शून्यशरीर,a,ap----a--a,,,,/ɕuːn.jə.ɕə.ɹiː.ɹə/,शून्य॔-शरीर,0
428584,,शून्यशरीरता,n,n-----f--ā,,,,/ɕuːn.jə.ɕə.ɹiː.ɹə.t̪ɑː/,शून्य॔-शरीर-ता,0
428585,,शून्यशाला,n,n-----f--ā,,,,/ɕuːn.jə.ɕɑː.lɑː/,शून्य॔-शाला,0
428586,126431,शून्यशून्य,a,ap----a--a,,ap----f--ā=>ा,,/ɕuːn.jə.ɕuːn.jə/,शून्य॔-शून्य,0
428588,127179,शून्या,n,n-----f--ā,,,,/ɕuːn.jɑː/,शून्या॔,0
428590,,शून्यागारकृतालय,a,ap----a--a,,,,/ɕuːn.jɑː.gɑː.ɹə.kɹ̩.t̪ɑː.lə.jə/,शून्यागार-कृतालय,0
428591,,शून्याकृति,a,ap----a--i,,,,/ɕuːn.jɑː.kɹ̩.t̪i/,शून्याकृति,0
428592,,शून्यालय,n,n-----m--a,,,,/ɕuːn.jɑː.lə.jə/,शून्यालय,0
428593,,शून्याशय,a,ap----a--a,,ap----f--ā=>ा,,/ɕuːn.jɑː.ɕə.jə/,शून्याशय,0
428594,126439,शून्याशून्य,n,n-----n--a,,,,/ɕuːn.jɑː.ɕuːn.jə/,शून्याशून्य,0
428595,216697,शून्यीभू,v,v----a--1-,,,,/ɕuːn.jiː.bʱuː/,शून्यी-भू,0
428596,,शून्यीकृ,v,v----d--8-,,,,/ɕuːn.jiː.kɹ̩/,शून्यी-कृ,0
428597,,शूनाक्ष,a,ap----a--a,,,,/ɕuː.nɑːk.ʂə/,शूनाक्ष,0
428598,,शूनाण्डमेढ्रता,n,n-----f--ā,,,,/ɕuː.nɑːɳ.ɖə.meːɖʰ.ɹə.t̪ɑː/,शूनाण्ड-मेढ्र-ता,0
428599,,शूर्,v,v----d--4- v----d--0-,,,,/ɕuːɹ/,शूर्,0
428608,127204,शूर,a,ap----a--a,,,,/ɕuː.ɹə/,शू॔र,0
428613,127205,शूर,n,n-----m--a,,,,/ɕuː.ɹə/,शू॔र,0
428625,126517,शूरबल,n,n-----m--a,,,,/ɕuː.ɹə.bə.lə/,शू॔र-बल,0
428626,126520,शूरभोगेश्वर,n,n-----m--a,,,,/ɕuːɹəbʱoːgeːɕʋəɹə/,शू॔र-भोगेश्वर,0
428627,126518,शूरभू,n,n-----f--ū,,,,/ɕuː.ɹə.bʱuː/,शू॔र-भू,0
428628,126519,शूरभूमि,n,n-----f--i,,,,/ɕuː.ɹə.bʱuː.mi/,शू॔र-भूमि,0
428629,126514,शूरदन्त,n,n-----m--a,,,,/ɕuː.ɹə.d̪ən.t̪ə/,शू॔र-दन्त,0
428630,126515,शूरदेव,n,n-----m--a,,,,/ɕuː.ɹə.d̪eː.ʋə/,शू॔र-देव,0
428631,126510,शूरग्राम,a,ap----a--a,,,,/ɕuː.ˈɹəg.ɹɑː.mə/,शू॔र-ग्राम,0
428632,126511,शूरज,n,n-----m--a,,,,/ɕuː.ɹə.d͡ʑə/,शू॔र-ज,0
428633,,शूरकीट,n,n-----m--a,,,,/ɕuː.ɹə.kiː.ʈə/,शू॔र-कीट,0
