--a--a,,,,/ˈkɹ̩ʂ.ɳi.kə/,,0
485521,201308,नवीनक,a,ap----a--a,,,,/nə.ʋiː.nə.kə/,,0
485522,201284,चुल्हक,n,n-----n--a,,,,/ˈt͡ɕul.hə.kə/,,0
485523,201324,व्याघ्रमदन,n,n-----m--a,,,,/ʋ.jɑːgʰ.ɹə.mə.d̪ə.nə/,,0
485524,201314,सेतिका,n,n-----f--ā,,,,/seː.t̪i.kɑː/,,0
485525,201316,राहय्,v,v----a--0-,,,,/ɹɑː.həj/,,0
485526,201325,सेहुल,n,n-----m--a,,,,/seː.hu.lə/,,0
485527,201267,इङ्गाल,n,n-----n--a,,,,/ŋ.gɑː.lə/,,0
485528,201326,परिणा,n,n-----f--ā,,,,/pə.ɹi.ɳɑː/,,0
485529,201327,आभ्रक,a,ap----a--a,,,,/ɑːbhɹə.kə/,,0
485530,201343,चिल्हा,n,n-----f--ā,,,,/ˈt͡ɕil.hɑː/,,0
485531,201351,निश्चोतय्,v,v----a--0-,,,,/niɕt͡ɕoːt̪əj/,,0
485532,201345,वालुकक,n,n-----n--a,,,,/ʋɑː.lu.kə.kə/,,0
485533,201352,इङ्गालक,n,n-----n--a,,,,/ŋ.gɑː.lə.kə/,,0
485534,201347,जरकीश,n,n-----m--a,,,,/d͡ʑə.ɹə.kiː.ɕə/,,0
485535,201384,एकोनचत्वारिंशत्,n,n-----f--c,,,,/eː.koː.nə.ˈt͡ɕət̪.ʋɑː.ɹi.̃ɕət̪/,,0
485536,,चटाय,v,v----a--n-,,,,/t͡ɕə.ʈɑː.jə/,,0
485537,165730,नियामिन्,a,ap----a--n,,,,/ni.jɑː.min/,,0
485538,171711,वज्रक्षीर,n,n-----n--a,,,,/ˈʋəd͡ʑ.ˈɹək.ʂiː.ɹə/,,0
485539,171720,बीअङ्क,n,n-----m--a,,,,/biːəŋ.kə/,,0
485540,206848,भूमिदूधेली,n,n-----f--ī,,,,/b.huː.mi.d̪uːd̪.heː.liː/,,0
485541,171724,कर्माई,n,n-----f--ī,,,,/ˈkəɹ.mɑːiː/,,0
