6,498169,227990,,,
68037,489034,227991,,,
68038,489251,227992,,,
68039,490183,227993,,,
68040,489235,227994,,,
68041,489319,227995,,,
68042,494735,227997,,,
68043,489233,228005,,,
68044,379867,228006,,,
68045,489197,228007,,,
68046,494737,228008,,,
68047,481309,228009,,,
68048,489213,228010,,,
68049,485188,228011,,,
68050,494738,228012,,,
68051,494741,228022,,,
68052,498170,228025,,,
68053,378173,228026,,,
68054,294232,228027,,,
68055,241270,228029,,,
68056,374088,228031,,,
68057,288544,228034,,,
68058,489217,228036,,,
68059,494739,228039,,,
68060,413076,228040,,,
68061,340271,228044,,,
68062,387307,228045,,,
68063,494740,228046,,,
68064,241990,228048,,,
68065,210972,228050,,,
68066,382909,228052,,,
68067,206629,228053,,,
68068,489214,228060,,,
68069,483348,228065,,,
68070,343762,228066,,,
68071,373420,228068,,,
68072,306371,228069,,,
68073,498171,228070,,,
68074,291579,228071,,,
68075,427364,228073,,,
68076,270950,228074,,,
68077,218629,228075,,,
68078,246793,228076,,,
68079,325580,228078,,,
68080,277502,228079,,,
68081,247335,228080,,,
68082,210265,228083,,,
68083,336251,228084,,,
68084,488924,228086,,,
68085,291775,228087,,,
68086,488926,228092,,,
68087,429882,228093,,,
68088,488192,228094,,,
68089,209087,228095,,,
68090,298831,228096,,,
68091,264743,228097,,,
68092,213866,228098,,,
68093,220675,228102,,,
68094,429927,228103,,,
68095,405678,228104,,,
68096,243225,228105,,,
68097,260912,228106,,,
68098,490196,228107,,,
68099,206789,228108,,,
68100,216997,228109,,,
68101,295784,228110,,,
68102,235212,228111,,,
68103,271217,228113,,,
68104,333936,228114,,,
68105,273420,228115,,,
68106,326942,228117,,,
68107,411861,228118,,,
68108,327927,228119,,,
68109,327768,228120,,,
68110,498172,228122,,,
68111,328550,228123,,,
68112,488927,228124,,,
68113,498173,228125,,,
68114,412280,228126,,,
68115,246437,228127,,,
68116,259112,228129,,,
68117,494692,228130,,,
68118,494795,228131,,,
68119,427364,228132,,,
68120,494809,228133,,,
68121,496066,228134,,,
68122,494810,228135,,,
68123,385392,228136,,,
68124,498174,228137,,,
68125,374229,228140,,,
68126,380673,228141,,,
68127,429924,228145,,,
68128,242748,228146,,,
68129,253686,228147,,,
68130,376492,228148,,,
68131,429900,228149,,,
68132,375523,228150,,,
68133,279651,228152,,,
68134,430406,228153,,,
68135,270617,228155,,,
68136,255126,228156,,,
68137,457556,228160,,,
68138,255086,228163,,,
68139,497904,228164,,,
68140,289255,228166,,,
68141,425816,228167,,,
68142,378808,228168,,,
68143,391844,228169,,,
68144,494814,228171,,,
68145,494815,228173,,,
68146,297814,228174,,,
68147,494816,228175,,,
68148,498175,228176,,,
68149,494818,228177,,,
68150,494819,228178,,,
68151,385703,228179,,,
68152,385851,228180,,,
68153,418221,228183,,,
68154,382162,228184,,,
68155,418219,228185,,,
68156,292659,228187,,,
68157,286613,228188,,,
68158,292659,228189,,,
68159,381160,228191,,,
68160,490078,228192,,,
68161,281399,228193,,,
68162,494789,228195,,,
68163,253287,228196,,,
68164,237503,228197,,,
68165,397970,228198,,,
68166,316089,228199,,,
68167,334354,228202,,,
68168,338470,228203,,,
68169,378643,228204,,,
68170,357619,228207,,,
68171,384720,228209,,,
68172,273700,228211,,,
68173,494820,228214,,,
68174,403082,228217,,,
68175,274830,228218,,,
68176,304495,228223,,,
68177,377910,228227,,,
68178,478683,228230,,,
68179,406636,228231,,,
68180,234745,228232,,,
68181,281296,228233,,,
68182,494823,228235,,,
68183,361512,228237,,,
68184,216561,228238,,,
68185,284458,228239,,,
68186,373992,228241,,,
68187,284219,228243,,,
68188,384819,228244,,,
68189,361711,228247,,,
68190,494824,228249,,,
68191,216973,228250,,,
68192,322286,228251,,,
68193,226242,228252,,,
68194,252711,228255,,,
68195,408387,228256,,,
68196,226243,228257,,,
68197,308785,228259,,,
68198,328759,228262,,,
68199,397961,228263,,,
68200,489104,228264,,,
68201,259008,228265,,,
68202,428115,228266,,,
68203,337410,228267,,,
68204,264704,228268,,,
68205,241166,228269,,,
68206,385807,228270,,,
68207,229161,228271,,,
68208,390445,228273,,,
68209,490154,228274,,,
68210,397385,228276,,,
68211,270085,228277,,,
68212,489116,228278,,,
68213,324500,228279,,,
68214,498176,228280,,,
68215,482781,228281,,,
68216,498177,228283,,,
68217,498178,228284,,,
68218,498179,228285,,,
68219,262049,228286,,,
68220,418304,228287,,,
68221,498180,228288,,,
68222,312295,228289,,,
68223,261186,228290,,,
68224,286914,228291,,,
68225,296942,228292,,,
68226,498181,228293,,,
68227,498182,228294,,,
68228,390810,228295,,,
68229,285917,228296,,,
68230,315268,228298,,,
68231,321753,228299,,,
68232,418782,228300,,,
68233,352664,228301,,,
68234,270052,228302,,,
68235,269065,228303,,,
68236,333001,228305,,,
68237,296286,228306,,,
68238,210912,228307,,,
68239,394220,228308,,,
68240,393780,228309,,,
68241,418773,228310,,,
68242,290751,228312,,,
68243,494794,228313,,,
68244,326183,228315,,,
68245,315334,228317,,,
68246,315334,228318,,,
68247,315334,228319,,,
68248,302701,228320,,,
68249,210000,228321,,,
68250,409676,228322,,,
68251,212941,228323,,,
68252,398930,228324,,,
68253,265325,228325,,,
68254,314298,228326,,,
68255,336104,228327,,,
68256,494795,228328,,,
68257,376151,228329,,,
68258,302039,228332,,,
68259,302039,228333,,,
68260,208305,228334,,,
68261,494798,228335,,,
68262,254488,228336,,,
68263,488929,228338,,,
68264,380490,228339,,,
68265,262672,228340,,,
68266,429920,228341,,,
68267,266703,228342,,,
68268,488935,228343,,,
68269,388416,228344,,,
68270,380572,228345,,,
68271,285654,228346,,,
68272,288630,228347,,,
68273,489208,228348,,,
68274,268461,228350,,,
68275,276888,228352,,,
68276,284610,228353,,,
68277,213873,228355,,,
68278,428431,228356,,,
68279,494800,228359,,,
68280,226004,228362,,,
68281,279655,228363,,,
68282,210912,228364,,,
68283,494801,228365,,,
68284,222792,228366,,,
68285,360766,228367,,,
68286,419298,228368,,,
68287,378278,228369,,,
68288,422778,228370,,,
68289,494802,228371,,,
68290,302839,228372,,,
68291,381522,228375,,,
68292,488936,228380,,,
68293,485140,228381,,,
68294,269008,228386,,,
68295,270530,228387,,,
68296,398093,228388,,,
68297,209061,228389,,,
68298,457358,228390,,,
68299,418651,228392,,,
68300,333937,228393,,,
68301,489476,228394,,,
68302,494742,228395,,,
68303,302497,228396,,,
68304,270816,228397,,,
68305,246407,228401,,,
68306,416121,228402,,,
68307,498171,228403,,,
68308,494844,228404,,,
68309,239069,228405,,,
68310,239069,228406,,,
