आस्फुजित्,0
466975,,आस्पात्र,-,,,,,/ɑːs.pɑːt̪.ɹə/,आस्-पात्र,0
466976,,आस्तर,-,,,,,/ɑːs.t̪ə.ɹə/,आ-स्तर,0
466977,,आस्थाय,v,v----g----,,,,/ɑːs.t̪ʰɑː.jə/,आ-स्थाय,0
466978,,आस्तीर्य,v,v----g----,,,,/ɑːs.t̪iːɹ.jə/,आ-स्तीर्य,0
466979,,आस्य,-,,,,,/ɑː.sjə/,आस्य॔,0
467289,,शिखी,-,,,,,/ɕi.kʰiː/,शिखी,0
466980,,आस्यप्रयत्न,-,,,,,/ɑː.ˈsjəp.ɹə.ˈjət̪.nə/,आस्य-प्रयत्न,0
466981,,आस्यूत,-,,,,,/ɑː.sjuː.t̪ə/,आ-स्यूत,0
466982,,आसाद,-,,,,,/ɑː.sɑː.d̪ə/,आसाद,0
466983,,आसार,-,,,,,/ɑː.sɑː.ɹə/,आ-सार,0
466984,,आसूत्रय,v,,,,,/ɑː.suːt̪.ɹə.jə/,आ-सूत्रय,0
466985,,आत,-,,,,,/ɑː.t̪ə/,आ॔-त,0
466986,,आतमाम्,-,,,,,/ɑː.t̪ə.mɑːm/,आ-तमा॔म्,0
466987,,आतप,-,,,,,/ɑː.t̪ə.pə/,आ-तप,0
466988,,आतपस्,-,,,,,/ɑː.t̪ə.pəs/,आ-त॔पस्,0
466989,,आतर,-,,,,,/ɑː.t̪ə.ɹə/,आ-तर,0
466990,,आतर्द,-,,,,,/ɑː.ˈt̪əɹ.d̪ə/,आ-तर्द,0
466991,,आतर्पण,-,,,,,/ɑː.ˈt̪əɹ.pə.ɳə/,आ-तर्पण,0
466992,,आतश्च,-,,,,,/ɑːt̪əɕt͡ɕə/,आतश्-च,0
466993,,आत्म,-,,,,,/ɑːt̪.mə/,आत्म,0
466994,,आत्मने,-,,,,,/ɑːt̪.mə.neː/,आत्मने,0
466995,,आत्मना,-,,,,,/ɑːt̪.mə.nɑː/,आत्मना,0
466996,,आतोदिन्,-,,,,,/ɑː.t̪oː.d̪in/,आ-तोदि॔न्,0
466997,,आत्त,-,,,,,/ɑːt̪.t̪ə/,आ-त्त,0
466998,,आत्थ,-,,,,,/ɑːt̪.t̪ʰə/,आत्थ,0
466999,,आत्ताम्,-,,,,,/ɑːt̪.t̪ɑːm/,आ॔त्ताम्,0
467000,,आतुजे,-,,,,,/ɑː.t̪u.d͡ʑeː/,आ-तु॔जे,0
