,भूमिपतित्व,n,n-----n--a,,,,/bʱuː.mi.pə.ˈt̪it̪.ʋə/,भूमि-पति-त्व,0
232726,25641,भूरिवार,a,ap----a--a,,ap----f--ā=>ा,,/bʱuː.ɹi.ʋɑː.ɹə/,भू॔रि-वार,0
232727,,भूरिवृष्टि,n,n-----f--i,,,,/bʱuː.ɹi.ˈʋɹ̩ʂ.ʈi/,भू॔रि-वृष्टि,0
232728,25646,भूरिशस्,r,rp--------,,,,/bʱuː.ɹi.ɕəs/,भू॔रि-शस्,0
232729,25648,भूरिश्रवस्,n,n-----m-sa,,,,/bʱuːɹiɕɹəʋəs/,भू॔रि-श्रवस्,0
232730,25649,भूरिश्रेष्ठिक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=भूरिश्रेष्ठिक",/bʱuːɹiɕɹeːʂʈʰikə/,भू॔रि-श्रेष्ठिक,0
232731,,भूरिशृङ्ग,a,ap----a--a,,ap----f--ā=>ा,,/bʱuː.ɹi.ɕɹ̩ŋ.gə/,भू॔रि-शृङ्ग,0
232732,25650,भूरिषह्,a,ap----a--c,,,,/bʱuː.ɹi.ʂəɦ/,भू॔रि-ष॔ह्,0
232733,25652,भूरिषेण,n,n-----m--a,,,,/bʱuː.ɹi.ʂeː.ɳə/,भू॔रि-षेण,0
232734,25651,भूरिषाह्,a,ap----a--c,,,,/bʱuː.ɹi.ʂɑːɦ/,भू॔रि-षाह्,0
232735,25669,भूर्ज,n,n-----m--a,,,,/bʱuːɹ.d͡ʑə/,भूर्ज,0
232736,25670,भूर्ज,n,n-----n--a,,,,/bʱuːɹ.d͡ʑə/,भूर्ज,0
232737,,भूर्जद्रुम,n,n-----m--a,,,,/bʱuːɹ.ˈd͡ʑəd̪.ɹu.mə/,भूर्ज-द्रुम,0
232738,25671,भूर्जकण्टक,n,n-----m--a,,,,/bʱuːɹ.d͡ʑə.ˈkəɳ.ʈə.kə/,भूर्ज-कण्टक,0
232739,25672,भूर्जपत्त्र,n,n-----m--a,,,,/bʱuːɹ.d͡ʑə.ˈpət̪.t̪ɹə/,भूर्ज-पत्त्र,0
232740,25574,भूर्लोक,n,n-----m--a,,,,/bʱuːɹ.loː.kə/,भू॔र्-लोक,0
232741,25166,भूरुह्,n,n-----m--c,,,,/bʱuː.ɹuɦ/,भू॔-रुह्,0
232742,25168,भूरुह,n,n-----m--a,,,,/bʱuː.ɹu.ɦə/,भू॔-रुह,0
232743,25169,भूरुह,n,n-----n--a,,,,/bʱuː.ɹu.ɦə/,भू॔-रुह,0
232745,25165,भूरुण्डी,n,n-----f--ī,,,,/bʱuː.ˈɹuɳ.ɖiː/,भू॔-रुण्डी,0
232746,,भूर्यक्ष,a,ap----a--a,,,,/bʱuːɹ.ˈjək.ʂə/,भूर्य्-अक्ष॔,0
232747,25658,भूर्योजस्,a,ap----a-sa,,,,/bʱuːɹ.joː.d͡ʑəs/,भूर्य्-ओजस्,0
232748,25657,भूर्यासुति,a,ap----a--i,,,,/bʱuːɹ.jɑː.su.t̪i/,भूर्य्-आसुति,0
232749,,भूरी,r,rp--------,,,,/bʱuː.ɹiː/,भू॔री,0
232751,25674,भूर्णि,n,n-----f--i,,,,/bʱuːɹ.ɳi/,भू॔र्णि,0
232752,25673,भूर्णि,a,ap----a--i,,,,/bʱuːɹ.ɳi/,भू॔र्णि,0
232753,25192,भूसंस्कार,n,n-----m--a,,,,/bʱuː.ˈsə̃s.kɑː.ɹə/,भू॔-संस्कार,0
232754,25201,भूस्फोट,n,n-----m--a,,,,/bʱuːs.pʰoː.ʈə/,भू॔-स्फोट,0
232755,25200,भूस्पृश्,n,n-----m--c,,,,/bʱuːs.pɹ̩ɕ/,भू॔-स्पृश्,0
232756,25198,भूस्थ,a,ap----a--a,,,,/bʱuːs.t̪ʰə/,भू॔-स्थ,0
232757,25199,भूस्थ,n,n-----m--a,,,,/bʱuːs.t̪ʰə/,भू॔-स्थ,0
232758,,भूस्थित,a,ap----a--a,,,,/bʱuːs.t̪ʰi.t̪ə/,भू-स्थित,0
232759,,भूस्तुति,n,n-----f--i,,,,/bʱuːs.t̪u.t̪i/,भू॔-स्तुति,0
232760,25197,भूस्तृण,n,n-----m--a,,,,/bʱuːs.t̪ɹ̩.ɳə/,भू॔-स्-तृण,0
232761,25195,भूसुर,n,n-----m--a,,,,/bʱuː.su.ɹə/,भू॔-सुर,0
232762,25193,भूसुत,n,n-----m--a,,,,/bʱuː.su.t̪ə/,भू॔-सुत,0
232763,25194,भूसुता,n,n-----f--ā,,,,/bʱuː.su.t̪ɑː/,भू॔-सुता,0
232764,25202,भूस्वर्ग,n,n-----m--a,,,,/bʱuːs.ˈʋəɹ.gə/,भू॔-स्वर्ग,0
232766,25203,भूस्वामिन्,n,n-----m--n,,,,/bʱuːs.ʋɑː.min/,भू॔-स्वामिन्,0
232767,,भूसूक्त,n,n-----n--a,,,,/bʱuː.suːk.t̪ə/,भू॔-सूक्त,0
232768,,भूसूक्तभाष्य,n,n-----n--a,,,,/bʱuː.suːk.t̪ə.bʱɑːʂ.jə/,भू॔-सूक्त-भाष्य,0
232783,,भूतबलि,n,n-----m--i,,,,/bʱuː.t̪ə.bə.li/,भूत॔-बलि,0
232784,25281,भूतभैरव,n,n-----m--a,,,,/bʱuː.t̪ə.bʱɑːi.ɹə.ʋə/,भूत॔-भैरव,0
232785,,भूतभैरवतन्त्र,n,n-----n--a,,,,/bʱuː.t̪ə.bʱɑːi.ɹə.ʋə.t̪ən.t̪ɹə/,भूत॔-भैरव-तन्त्र,0
232786,25272,भूतभर्तृ,n,n-----m--r,,,,/bʱuː.t̪ə.ˈbʱəɹ.t̪ɹ̩/,भूत॔-भर्तृ,0
232787,25282,भूतभौतिक,a,ap----a--a,,,,/bʱuː.t̪ə.ˈbʱəौ.t̪i.kə/,भूत॔-भौतिक,0
232788,,भूतभव,a,ap----a--a,,,,/bʱuː.t̪ə.bʱə.ʋə/,भूत॔-भव,0
232789,,भूतभव्य,n,n-----n--a,,,,/bʱuː.t̪ə.ˈbʱəʋ.jə/,भूत॔-भव्य॔,0
232790,,भूतभव्येश,n,n-----m--a,,,,/bʱuː.t̪ə.ˈbʱəʋ.jeː.ɕə/,भूत॔-भव्येश,0
232791,,भूतभावन,n,n-----n--a,,,,/bʱuː.t̪ə.bʱɑː.ʋə.nə/,भूत॔-भावन,0
232792,25276,भूतभावन,a,ap----a--a,,,,/bʱuː.t̪ə.bʱɑː.ʋə.nə/,भूत॔-भावन,0
232793,,भूतभावनभावन,a,ap----a--a,,,,/bʱuː.t̪ə.bʱɑː.ʋə.nə.bʱɑː.ʋə.nə/,भूत॔-भावन-भावन,0
232794,,भूतभाविन्,a,ap----a--n,,,,/bʱuː.t̪ə.bʱɑː.ʋin/,भूत॔-भाविन्,0
232795,,भूतभाषित,n,n-----n--a,,,,/bʱuː.t̪ə.bʱɑː.ʂi.t̪ə/,भूत॔-भाषित,0
232796,25279,भूतभाषा,n,n-----f--ā,,,,/bʱuː.t̪ə.bʱɑː.ʂɑː/,भूत॔-भाषा,0
232797,,भूतभाषामय,a,ap----a--a,,ap----f--ī=>ी,,/bʱuː.t̪ə.bʱɑː.ʂɑː.mə.jə/,भूत॔-भाषा-मय,0
232798,25280,भूतभृत्,a,ap----a--c,,,,/bʱuː.t̪ə.bʱɹ̩t̪/,भूत॔-भृत्,0
232799,,भूतब्रह्मन्,n,n-----m--n,,,,/bʱuː.ˈt̪əb.ˈɹəɦ.mən/,भूत॔-ब्रह्मन्,0
232800,25271,भूतबालग्रहोन्माद,n,n-----m--a,,,,/bʱuː.t̪ə.bɑː.ˈləg.ɹə.ɦoːn.mɑː.d̪ə/,भूत॔-बाल-ग्रहोन्माद,0
232801,25229,भूतचैतनिक,n,n-----m--a,,,,/bʱuː.t̪ə.t͡ɕɑːi.t̪ə.ni.kə/,भूत॔-चैतनिक,0
232802,25230,भूतचैतन्य,n,n-----n--a,,,,/bʱuː.t̪ə.t͡ɕɑːi.t̪ən.jə/,भूत॔-चैतन्य,0
232803,25226,भूतचतुर्दशी,n,n-----f--ī,,,,/bʱuː.t̪ə.t͡ɕə.ˈt̪uɹ.d̪ə.ɕiː/,भूत॔-चतुर्दशी,0
232804,25228,भूतचिन्ता,n,n-----f--ā,,,,/bʱuː.t̪ə.t͡ɕin.t̪ɑː/,भूत॔-चिन्ता,0
232805,25227,भूतचारिन्,n,n-----m--n,,,,/bʱuː.t̪ə.t͡ɕɑː.ɹin/,भूत॔-चारिन्,0
232806,25243,भूतदमनी,n,n-----f--ī,,,,/bʱuː.t̪ə.d̪ə.mə.niː/,भूत॔-दमनी,0
232807,25242,भूतदत्ता,n,n-----f--ā,,,,/bʱuː.t̪ə.ˈd̪ət̪.t̪ɑː/,भूत॔-दत्ता,0
232808,,भूतदया,n,n-----f--ā,,,,/bʱuː.t̪ə.d̪ə.jɑː/,भूत॔-दया,0
232809,,भूतधर,a,ap----a--a,,,,/bʱuː.t̪ə.d̪ʰə.ɹə/,भूत॔-धर,0
232810,25250,भूतधरा,n,n-----f--ā,,,,/bʱuː.t̪ə.d̪ʰə.ɹɑː/,भूत॔-धरा,0
232811,25252,भूतधामन्,n,n-----m--n,,,,/bʱuː.t̪ə.d̪ʰɑː.mən/,भूत॔-धामन्,0
232812,,भूतधारिणी,n,n-----f--ī,,,,/bʱuː.t̪ə.d̪ʰɑː.ɹi.ɳiː/,भूत॔-धारिणी,0
232813,25251,भूतधात्री,n,n-----f--ī,,,,/bʱuː.t̪ə.d̪ʰɑːt̪.ɹiː/,भूत॔-धात्री,0
232814,,भूतद्रुह्,a,ap----a--c,,,,/bʱuː.ˈt̪əd̪.ɹuɦ/,भूत॔-द्रुह्,0
232815,25247,भूतद्रुम,n,n-----m--a,,,,/bʱuː.ˈt̪əd̪.ɹu.mə/,भूत॔-द्रुम,0
232816,25246,भूतद्राविन्,n,n-----m--n,,,,/bʱuː.ˈt̪əd̪.ɹɑː.ʋin/,भूत॔-द्राविन्,0
232817,25245,भूतदाहीय,a,ap----a--a,,,,/bʱuː.t̪ə.d̪ɑː.ɦiː.jə/,भूत॔-दाहीय,0
232818,25221,भूतगन्धा,n,n-----f--ā,,,,/bʱuː.t̪ə.gən.d̪ʰɑː/,भूत॔-गन्धा,0
232819,,भूतगण,n,n-----m--a,,,,/bʱuː.t̪ə.gə.ɳə/,भूत॔-गण,0
232820,,भूतगणाधिप,n,n-----m--a,,,,/bʱuː.t̪ə.gə.ɳɑː.d̪ʰi.pə/,भूत॔-गणाधिप,0
232821,25224,भूतघ्न,n,n-----m--a,,,,/bʱuː.ˈt̪əgʰ.nə/,भूत॔-घ्न,0
232822,25225,भूतघ्नी,n,n-----f--ī,,,,/bʱuː.ˈt̪əgʰ.niː/,भूत॔-घ्नी,0
232823,,भूतग्रस्त,a,ap----a--a,,,,/bʱuː.ˈt̪əg.ˈɹəs.t̪ə/,भूत॔-ग्रस्त,0
232824,,भूतग्राम,n,n-----m--a,,,,/bʱuː.ˈt̪əg.ɹɑː.mə/,भूत॔-ग्राम,0
232825,25222,भूतगृह्य,n,n-----m--a,,,,/bʱuː.t̪ə.ˈgɹ̩ɦ.jə/,भूत॔-गृह्य,0
232826,,भूतहन्,a,ap----a--n,,,,/bʱuː.t̪ə.ɦən/,भूत-हन्,0
232827,25332,भूतहन्त्री,n,n-----f--ī,,,,/bʱuː.t̪ə.ɦən.t̪ɹiː/,भूत॔-हन्त्री,0
232828,25333,भूतहर,n,n-----m--a,,,,/bʱuː.t̪ə.ɦə.ɹə/,भूत॔-हर,0
232829,25331,भूतहत्या,n,n-----f--ā,,,,/bʱuː.t̪ə.ˈɦət̪.jɑː/,भूत॔-हत्या,0
232830,25334,भूतहारिन्,n,n-----m--n,,,,/bʱuː.t̪ə.ɦɑː.ɹin/,भूत॔-हारिन्,0
232831,25335,भूतहास,n,n-----m--a,,,,/bʱuː.t̪ə.ɦɑː.sə/,भूत॔-हास,0
232832,25232,भूतजननी,n,n-----f--ī,,,,/bʱuː.t̪ə.d͡ʑə.nə.niː/,भूत॔-जननी,0
232833,25233,भूतजय,n,n-----m--a,,,,/bʱuː.t̪ə.d͡ʑə.jə/,भूत॔-जय,0
232834,25231,भूतजटा,n,n-----f--ā,,,,/bʱuː.t̪ə.d͡ʑə.ʈɑː/,भूत॔-जटा,0
232835,25234,भूतज्योतिस्,n,n-----m-si,,,,/bʱuː.ˈt̪əd͡ʑ.joː.t̪is/,भूत॔-ज्योतिस्,0
232836,25208,भूतकरण,n,n-----n--a,,,,/bʱuː.t̪ə.kə.ɹə.ɳə/,भूत॔-करण,0
232837,,भूतकरणवती,n,n-----f--ī,,,,/bʱuː.t̪ə.kə.ɹə.ɳə.ʋə.t̪iː/,भूत॔-करण-वती,0
232838,25210,भूतकर्मन्,n,n-----m--n,,,,/bʱuː.t̪ə.ˈkəɹ.mən/,भूत॔-कर्मन्,0
232839,25209,भूतकर्तृ,n,n-----m--r,,,,/bʱuː.t̪ə.ˈkəɹ.t̪ɹ̩/,भूत॔-कर्तृ,0
232840,25217,भूतकेसरा,n,n-----f--ā,,,,/bʱuː.t̪ə.keː.sə.ɹɑː/,भूत॔-केसरा,0
232841,25214,भूतकेतु,n,n-----m--u,,,,/bʱuː.t̪ə.keː.t̪u/,भूत॔-केतु,0
232842,,भूतकेश,a,ap----a--a,,ap----f--ī=>ी,,/bʱuː.t̪ə.keː.ɕə/,भूत॔-केश,0
232843,25216,भूतकेशी,n,n-----f--ī,,,,/bʱuː.t̪ə.keː.ɕiː/,भूत॔-केशी,0
232844,25218,भूतकोटि,n,n-----f--i,,,,/bʱuː.t̪ə.koː.ʈi/,भूत॔-कोटि,0
232845,25219,भूतक्रान्ति,n,n-----f--i,,,,/bʱuː.ˈt̪ək.ɹɑːn.t̪i/,भूत॔-क्रान्ति,0
232846,25211,भूतकाल,n,n-----m--a,,,,/bʱuː.t̪ə.kɑː.lə/,भूत॔-काल,0
232847,,भूतकालिक,a,ap----a--a,,,,/bʱuː.t̪ə.kɑː.li.kə/,भूत॔-कालिक,0
232848,,भूतकृत्,a,ap----a--c,,,,/bʱuː.t̪ə.kɹ̩t̪/,भूत॔-कृ॔त्,0
232849,25213,भूतकृत्,n,n-----m--c,,,,/bʱuː.t̪ə.kɹ̩t̪/,भूत॔-कृ॔त्,0
232851,,भूतल,n,n-----n--a,,,,/bʱuː.t̪ə.lə/,भू॔-तल,0
232852,25292,भूतलक्षण,n,n-----n--a,,,,/bʱuː.t̪ə.ˈlək.ʂə.ɳə/,भूत॔-लक्षण,0
232853,,भूतलस्थ,a,ap----a--a,,,,/bʱuː.t̪ə.ˈləs.t̪ʰə/,भू॔-तल-स्थ,0
232854,,भूतलस्थान,n,n-----m--a,,,,/bʱuː.t̪ə.ˈləs.t̪ʰɑː.nə/,भू॔-तल-स्थान,0
232855,25102,भूतलिका,n,n-----f--ā,,,,/bʱuː.t̪ə.li.kɑː/,भू॔-तलिका,0
232856,25293,भूतलिपि,n,n-----f--i,,,,/bʱuː.t̪ə.li.pi/,भूत॔-लिपि,0
232857,217069,भूतलोन्मथन,n,n-----m--a,,,,/bʱuː.t̪ə.loːn.mə.t̪ʰə.nə/,भू॔-तलोन्मथन,0
232858,,भूतमहेश्वर,n,n-----m--a,,,,/bʱuːt̪əməɦeːɕʋəɹə/,भूत॔-महेश्वर,0
235842,148324,बीरिट,n,n-----m--a,,,,/biː.ɹi.ʈə/,बीरिट,0
232859,25283,भूतमय,a,ap----a--a,,ap----f--ī=>ी,,/bʱuː.t̪ə.mə.jə/,भूत॔-मय,0
232860,25287,भूतमारी,n,n-----f--ī,,,,/bʱuː.t̪ə.mɑː.ɹiː/,भूत॔-मारी,0
232861,,भूतमातोत्सव,n,n-----n--a,,,,/bʱuː.t̪ə.mɑː.t̪oːt̪.sə.ʋə/,भूत॔-मातोत्सव,0
232862,25285,भूतमात्र,n,n-----n--a,,,,/bʱuː.t̪ə.mɑːt̪.ɹə/,भूत॔-मात्र,0
232864,25286,भूतमात्रा,n,n-----f--ā,,,,/bʱuː.t̪ə.mɑːt̪.ɹɑː/,भूत॔-मात्रा,0
232866,219728,भूतमातृ,n,n-----f--r,,,,/bʱuː.t̪ə.mɑː.t̪ɹ̩/,भूत॔-मातृ,0
232867,25284,भूतमातृका,n,n-----f--ā,,,,/bʱuː.t̪ə.mɑː.t̪ɹ̩.kɑː/,भूत॔-मातृका,0
232868,25253,भूतनन्द,n,n-----m--a,,,,/bʱuː.t̪ə.nən.d̪ə/,भूत॔-नन्द,0
232869,25259,भूतनिचय,n,n-----m--a,,,,/bʱuː.t̪ə.ni.t͡ɕə.jə/,भूत॔-निचय,0
232870,25254,भूतनाथ,n,n-----m--a,,,,/bʱuː.t̪ə.nɑː.t̪ʰə/,भूत॔-नाथ,0
232871,25255,भूतनायिका,n,n-----f--ā,,,,/bʱuː.t̪ə.nɑː.ji.kɑː/,भूत॔-नायिका,0
232873,25257,भूतनाशन,n,n-----m--a,,,,/bʱuː.t̪ə.nɑː.ɕə.nə/,भूत॔-नाशन,0
232874,,भूतनाशन,a,ap----a--a,,,,/bʱuː.t̪ə.nɑː.ɕə.nə/,भूत॔-नाशन,0
232875,25258,भूतनाशन,n,n-----n--a,,,,/bʱuː.t̪ə.nɑː.ɕə.nə/,भूत॔-नाशन,0
232878,25260,भूतपति,n,n-----m--i,,,,/bʱuː.t̪ə.pə.t̪i/,भूत॔-प॔ति,0
232879,25261,भूतपत्त्री,n,n-----f--ī,,,,/bʱuː.t̪ə.ˈpət̪.t̪ɹiː/,भूत॔-पत्त्री,0
232880,25268,भूतप्रकृति,n,n-----f--i,,,,/bʱuː.ˈt̪əp.ɹə.kɹ̩.t̪i/,भूत॔-प्रकृति,0
232881,25269,भूतप्रतिषेध,n,n-----m--a,,,,/bʱuː.ˈt̪əp.ɹə.t̪i.ʂeː.d̪ʰə/,भूत॔-प्रतिषेध,0
232882,,भूतप्रेतपिशाचाद्य,n,n-----m--a,,,,/bʱuː.ˈt̪əp.ɹeː.t̪ə.pi.ɕɑː.t͡ɕɑːd̪.jə/,भूत॔-प्रेत-पिशाचाद्य,0
232883,25263,भूतपुर,n,n-----m--a,,,,/bʱuː.t̪ə.pu.ɹə/,भूत॔-पुर,0
232884,25264,भूतपुरी,n,n-----f--ī,,,,/bʱuː.t̪ə.pu.ɹiː/,भूत॔-पुरी,0
232885,,भूतपुरीमाहात्म्य,n,n-----n--a,,,,/bʱuː.t̪ə.pu.ɹiː.mɑː.ɦɑːt̪.mjə/,भूत॔-पुरी-माहात्म्य,0
232886,25265,भूतपुष्प,n,n-----m--a,,,,/bʱuː.t̪ə.ˈpuʂ.pə/,भूत॔-पुष्प,0
232887,25262,भूतपाल,n,n-----m--a,,,,/bʱuː.t̪ə.pɑː.lə/,भूत॔-पाल,0
232888,25267,भूतपूर्व,a,ap----a--a,,ap----f--ā=>ा,,/bʱuː.t̪ə.puːɹ.ʋə/,भूत॔-पूर्व,0
232889,,भूतपूर्वम्,r,rp--------,,,,/bʱuː.t̪ə.puːɹ.ʋəm/,भूत॔-पूर्वम्,0
232890,,भूतपूर्वटा,n,n-----f--ā,,,,/bʱuː.t̪ə.puːɹ.ʋə.ʈɑː/,भूत॔-पूर्व-टा,0
232891,25266,भूतपूर्णिमा,n,n-----f--ā,,,,/bʱuː.t̪ə.puːɹ.ɳi.mɑː/,भूत॔-पूर्णिमा,0
232892,25290,भूतरय,n,n-----m--a,,,,/bʱuː.t̪ə.ɹə.jə/,भूत॔-रय,0
232893,,भूतराज्,n,n-----m--c,,,,/bʱuː.t̪ə.ɹɑːd͡ʑ/,भूत॔-राज्,0
232894,25291,भूतरूप,a,ap----a--a,,,,/bʱuː.t̪ə.ɹuː.pə/,भूत॔-रूप,0
232895,25321,भूतसम्मोहन,a,ap----a--a,,,,/bʱuː.t̪ə.səm.moː.ɦə.nə/,भूत॔-सम्मोहन,0
232896,25320,भूतसम्प्लव,n,n-----m--a,,,,/bʱuː.t̪ə.səmp.lə.ʋə/,भूत॔-सम्प्लव,0
232897,25319,भूतसम्पृक्त,a,ap----a--a,,,,/bʱuː.t̪ə.səm.ˈpɹ̩k.t̪ə/,भूत॔-सम्पृक्त,0
232898,,भूतसमागम,n,n-----m--a,,,,/bʱuː.t̪ə.sə.mɑː.gə.mə/,भूत॔-समागम,0
232899,,भूतसर्ग,n,n-----m--a,,,,/bʱuː.t̪ə.ˈsəɹ.gə/,भूत॔-सर्ग,0
236809,164436,चम्पक,n,n-----m--a,,,,/t͡ɕəm.pə.kə/,चम्पक,0
232900,25314,भूतसंचार,n,n-----m--a,,,,/bʱuː.t̪ə.səɲ.t͡ɕɑː.ɹə/,भूत॔-संचार,0
232901,25315,भूतसंचारिन्,n,n-----m--n,,,,/bʱuː.t̪ə.səɲ.t͡ɕɑː.ɹin/,भूत॔-संचारिन्,0
232902,,भूतसंघ,n,n-----m--a,,,,/bʱuː.t̪ə.səŋ.gʰə/,भूत॔-संघ,0
232903,25312,भूतसंक्रामिन्,a,ap----a--n,,,,/bʱuː.t̪ə.səŋ.kɹɑː.min/,भूत॔-संक्रामि॔न्,0
232904,25311,भूतसंसार,n,n-----m--a,,,,/bʱuː.t̪ə.ˈsə̃.sɑː.ɹə/,भूत॔-संसार,0
232905,25316,भूतसंताप,n,n-----m--a,,,,/bʱuː.t̪ə.sən.t̪ɑː.pə/,भूत॔-संताप,0
232906,25317,भूतसंतापन,n,n-----m--a,,,,/bʱuː.t̪ə.sən.t̪ɑː.pə.nə/,भूत॔-संतापन,0
232907,,भूतस्थ,a,ap----a--a,,,,/bʱuː.ˈt̪əs.t̪ʰə/,भूत॔-स्थ,0
232908,25330,भूतस्थान,n,n-----n--a,,,,/bʱuː.ˈt̪əs.t̪ʰɑː.nə/,भूत॔-स्थान,0
232909,25324,भूतसाधन,a,ap----a--a,,ap----f--ī=>ी,,/bʱuː.t̪ə.sɑː.d̪ʰə.nə/,भूत॔-सा॔धन,0
232910,25325,भूतसाधनी,n,n-----f--ī,,,,/bʱuː.t̪ə.sɑː.d̪ʰə.niː/,भूत॔-सा॔धनी,0
232911,25323,भूतसाक्षिन्,n,n-----m--n,,,,/bʱuː.t̪ə.sɑːk.ʂin/,भूत॔-साक्षिन्,0
232912,25326,भूतसार,n,n-----m--a,,,,/bʱuː.t̪ə.sɑː.ɹə/,भूत॔-सार,0
232913,25327,भूतसारी,n,n-----f--ī,,,,/bʱuː.t̪ə.sɑː.ɹiː/,भूत॔-सारी,0
232914,,भूतसूक्ष्म,n,n-----n--a,,,,/bʱuː.t̪ə.suːkʂ.mə/,भूत॔-सूक्ष्म,0
232915,25328,भूतसृष्टि,n,n-----f--i,,,,/bʱuː.t̪ə.ˈsɹ̩ʂ.ʈi/,भूत॔-सृष्टि,0
232916,25238,भूततन्मात्र,n,n-----n--a,,,,/bʱuː.t̪ə.t̪ən.mɑːt̪.ɹə/,भूत॔-तन्मात्र,0
232917,25237,भूततन्त्र,n,n-----n--a,,,,/bʱuː.t̪ə.t̪ən.t̪ɹə/,भूत॔-तन्त्र,0
232918,,भूतत्व,n,n-----n--a,,,,/bʱuː.ˈt̪ət̪.ʋə/,भूत॔-त्व,0
232919,25239,भूतता,n,n-----f--ā,,,,/bʱuː.t̪ə.t̪ɑː/,भूत॔-ता,0
232920,25240,भूततृण,n,n-----n--a,,,,/bʱuː.t̪ə.t̪ɹ̩.ɳə/,भूत॔-तृण,0
232921,25296,भूतवर्ग,n,n-----m--a,,,,/bʱuː.t̪ə.ˈʋəɹ.gə/,भूत॔-वर्ग,0
232922,,भूतवत्,r,rp--------,,,,/bʱuː.t̪ə.ʋət̪/,भूत॔-वत्,0
232923,25295,भूतवत्,a,ap----a--c,,,,/bʱuː.t̪ə.ʋət̪/,भूत॔-वत्,0
232924,25308,भूतवेषी,n,n-----f--ī,,,,/bʱuː.t̪ə.ʋeː.ʂiː/,भूत॔-वेषी,0
232925,25302,भूतविद्,a,ap----a--c,,,,/bʱuː.t̪ə.ʋid̪/,भूत॔-वि॔द्,0
232926,,भूतविद्या,n,n-----f--ā,,,,/bʱuː.t̪ə.ˈʋid̪.jɑː/,भूत॔-विद्या,0
232927,25301,भूतविज्ञान,n,n-----n--a,,,,/bʱuː.t̪ə.ˈʋid͡ʑ.ɲɑː.nə/,भूत॔-विज्ञान,0
232928,25300,भूतविक्रिया,n,n-----f--ā,,,,/bʱuː.t̪ə.ˈʋik.ɹi.jɑː/,भूत॔-विक्रिया,0
232929,,भूतविनायक,n,n-----m--a,,,,/bʱuː.t̪ə.ʋi.nɑː.jə.kə/,भूत॔-विनायक,0
232930,25304,भूतविवेक,n,n-----m--a,,,,/bʱuː.t̪ə.ʋi.ʋeː.kə/,भूत॔-विवेक,0
232931,25305,भूतविष्णु,n,n-----m--u,,,,/bʱuː.t̪ə.ˈʋiʂ.ɳu/,भूत॔-विष्णु,0
232932,25297,भूतवादिन्,a,ap----a--n,,,,/bʱuː.t̪ə.ʋɑː.d̪in/,भूत॔-वादिन्,0
232933,,भूतवाहन,a,ap----a--a,,,,/bʱuː.t̪ə.ʋɑː.ɦə.nə/,भूत॔-वाहन,0
232934,,भूतवाहनसरथि,n,n-----m--i,,,,/bʱuː.t̪ə.ʋɑː.ɦə.nə.sə.ɹə.t̪ʰi/,भूत॔-वाहन-सरथि,0
