4,आततीकरण,n,n-----n--a,,,,/ɑː.t̪ə.t̪iː.kə.ɹə.ɳə/,आतती-करण,0
415415,,आत्मवत्,r,rp--------,,,,/ɑːt̪.mə.ʋət̪/,आत्म-वत्,0
415416,57839,आत्मवत्,a,ap----a--c,,,,/ɑːt̪.mə.ʋət̪/,आत्म-वत्,0
415417,,आत्मवत्ता,n,n-----f--ā,,,,/ɑːt̪.mə.ˈʋət̪.t̪ɑː/,आत्म-वत्-ता,0
415418,57837,आत्मवञ्चक,a,ap----a--a,,,,/ɑːt̪.mə.ʋəɲ.t͡ɕə.kə/,आत्म-वञ्चक,0
496610,213772,छ्,n,n-----m--c,,,,/͡ɕʰ/,,0
415419,57838,आत्मवञ्चना,n,n-----f--ā,,,,/ɑːt̪.mə.ʋəɲ.t͡ɕə.nɑː/,आत्म-वञ्चना,0
415420,,आत्मवश,a,ap----a--a,,,,/ɑːt̪.mə.ʋə.ɕə/,आत्म-वश,0
415421,,आत्मविद्,a,ap----a--c,,,,/ɑːt̪.mə.ʋid̪/,आत्म-वि॔द्,0
415422,57846,आत्मविधित्सा,n,n-----f--ā,,,,/ɑːt̪.mə.ʋi.ˈd̪ʰit̪.sɑː/,आत्म-विधित्सा,0
415423,57845,आत्मविद्या,n,n-----f--ā,,,,/ɑːt̪.mə.ˈʋid̪.jɑː/,आत्म-विद्या॔,0
415424,,आत्मविक्रय,n,n-----m--a,,,,/ɑːt̪.mə.ˈʋik.ɹə.jə/,आत्म-विक्रय,0
415425,,आत्मवित्ता,n,n-----f--ā,,,,/ɑːt̪.mə.ˈʋit̪.t̪ɑː/,आत्म-वित्-ता,0
415426,,आत्मविवृद्धि,n,n-----f--i,,,,/ɑːt̪.mə.ʋi.ˈʋɹ̩d̪.d̪ʰi/,आत्म-विवृद्धि,0
415427,57848,आत्मवीर,n,n-----m--a,,,,/ɑːt̪.mə.ʋiː.ɹə/,आत्म-वीर,0
415428,,आत्मवृद्धि,n,n-----f--i,,,,/ɑːt̪.mə.ˈʋɹ̩d̪.d̪ʰi/,आत्म-वृद्धि,0
415429,,आत्मवृत्ति,n,n-----f--i,,,,/ɑːt̪.mə.ˈʋɹ̩t̪.t̪i/,आत्म-वृत्ति,0
415430,,आत्मवृत्तान्त,n,n-----m--a,,,,/ɑːt̪.mə.ˈʋɹ̩t̪.t̪ɑːn.t̪ə/,आत्म-वृत्तान्त,0
415431,,आत्मयोग,n,n-----m--a,,,,/ɑːt̪.mə.joː.gə/,आत्म-योग,0
415432,57830,आत्मयोनि,n,n-----m--i,,,,/ɑːt̪.mə.joː.ni/,आत्म-योनि,0
415433,57828,आत्मयाजिन्,a,ap----a--n,,,,/ɑːt̪.mə.jɑː.d͡ʑin/,आत्म-याजि॔न्,0
415434,,आत्मशक्ति,n,n-----f--i,,,,/ɑːt̪.mə.ˈɕək.t̪i/,आत्म-शक्ति,0
415435,57853,आत्मशल्या,n,n-----f--ā,,,,/ɑːt̪.mə.ˈɕəl.jɑː/,आत्म-शल्या,0
415436,57855,आत्मश्लाघ,a,ap----a--a,,,,/ɑːt̪məɕlɑːgʰə/,आत्म-श्लाघ,0
415437,57856,आत्मश्लाघिन्,a,ap----a--n,,,,/ɑːt̪məɕlɑːgʰin/,आत्म-श्लाघिन्,0
415438,,आत्मश्लाघा,n,n-----f--ā,,,,/ɑːt̪məɕlɑːgʰɑː/,आत्म-श्लाघा,0
415439,,आत्मशुद्धि,n,n-----f--i,,,,/ɑːt̪.mə.ˈɕud̪.d̪ʰi/,आत्म-शुद्धि,0
415440,,आत्मेच्छा,n,n-----f--ā,,,,/ɑːt̪.meːt͡ɕ.t͡ɕʰɑː/,आत्-मेच्छा,0
415441,57922,आत्मेय,n,n-----m--a,,,,/ɑːt̪.meː.jə/,आत्मेय॔,0
415442,,आत्मेश्वर,n,n-----m--a,,,,/ɑːt̪meːɕʋəɹə/,आत्मेश्वर,0
415443,,आत्मोदय,n,n-----m--a,,,,/ɑːt̪.moː.d̪ə.jə/,आत्मोदय,0
415444,57899,आत्मोद्भव,n,n-----m--a,,,,/ɑːt̪.moːd̪.bʱə.ʋə/,आत्मोद्भव,0
415445,57900,आत्मोद्भवा,n,n-----f--ā,,,,/ɑːt̪.moːd̪.bʱə.ʋɑː/,आत्मोद्भवा,0
415447,,आत्मोल्लास,n,n-----m--a,,,,/ɑːt̪.moːl.lɑː.sə/,आत्-मोल्लास,0
415448,57901,आत्मोपजीविन्,a,ap----a--n,,,,/ɑːt̪.moː.pə.d͡ʑiː.ʋin/,आत्मोपजीविन्,0
415449,,आत्मोपम,a,ap----a--a,,,,/ɑːt̪.moː.pə.mə/,आत्मोपम,0
415450,57902,आत्मोपनिषद्,n,n-----f--c,,,,/ɑːt̪.moː.pə.ni.ʂəd̪/,आत्मोपनिषद्,0
415451,57923,आत्म्य,n,n-----m--a,,,,/ɑːt̪mjə/,आत्म्य॔,0
415452,,आत्माभिलाष,n,n-----m--a,,,,/ɑːt̪.mɑː.bʱi.lɑː.ʂə/,आत्माभिलाष,0
415453,,आत्माभिमर्शन,n,n-----n--a,,,,/ɑːt̪.mɑː.bʱi.mə.ɹɕə.nə/,आत्-माभिमर्शन,0
415454,57889,आत्माभिमानिता,n,n-----f--ā,,,,/ɑːt̪.mɑː.bʱi.mɑː.ni.t̪ɑː/,आत्माभिमानि-ता,0
415455,57881,आत्माधिक,a,ap----a--a,,ap----f--ā=>ा,,/ɑːt̪.mɑː.d̪ʰi.kə/,आत्माधिक,0
415456,57883,आत्माधीन,n,n-----m--a,,,,/ɑːt̪.mɑː.d̪ʰiː.nə/,आत्माधीन,0
415457,57882,आत्माधीन,a,ap----a--a,,,,/ɑːt̪.mɑː.d̪ʰiː.nə/,आत्माधीन,0
496611,214380,स्रिवि,n,n-----m--i,,,,/s.ɹi.ʋi/,,0
415459,57880,आत्मादिष्ट,n,n-----m--a,,,,/ɑːt̪.mɑː.ˈd̪iʂ.ʈə/,आत्मादिष्ट,0
415460,57891,आत्मामिष,n,n-----m--a,,,,/ɑːt̪.mɑː.mi.ʂə/,आत्मामिष,0
415461,,आत्मानन्द,a,ap----a--a,,,,/ɑːt̪.mɑː.nən.d̪ə/,आत्मानन्द,0
415462,57885,आत्मानपेक्ष,a,ap----a--a,,,,/ɑːt̪.mɑː.nə.peːk.ʂə/,आत्मानपेक्ष,0
415463,57887,आत्मापहार,n,n-----m--a,,,,/ɑːt̪.mɑː.pə.ɦɑː.ɹə/,आत्मापहार,0
415464,208650,आत्मापहारक,a,ap----a--a,,,,/ɑːt̪.mɑː.pə.ɦɑː.ɹə.kə/,आत्मापहार-क,0
415465,57888,आत्मापहारिन्,a,ap----a--n,,,,/ɑːt̪.mɑː.pə.ɦɑː.ɹin/,आत्मापहारिन्,0
415466,,आत्मापराध,n,n-----m--a,,,,/ɑːt̪.mɑː.pə.ɹɑː.d̪ʰə/,आत्मापराध,0
415467,,आत्मार्थम्,r,rp--------,,,,/ɑːt̪.mɑːɹ.t̪ʰəm/,आत्मार्थम्,0
415468,,आत्मार्थे,r,rp--------,,,,/ɑːt̪.mɑːɹ.t̪ʰeː/,आत्मार्थे,0
415469,,आत्माराम,a,ap----a--a,,,,/ɑːt̪.mɑː.ɹɑː.mə/,आत्माराम,0
415470,,आत्मावास्य,a,ap----a--a,,,,/ɑːt̪.mɑː.ʋɑːs.jə/,आत्-मावास्य,0
415471,,आत्मायास,n,n-----m--a,,,,/ɑːt̪.mɑː.jɑː.sə/,आत्-मायास,0
415472,57895,आत्माशिन्,n,n-----m--n,,,,/ɑːt̪.mɑː.ɕin/,आत्माशिन्,0
415473,,आत्माश्रय,n,n-----m--a,,,,/ɑːt̪mɑːɕɹəjə/,आत्माश्रय,0
415474,,आत्माश्रयोपनिषद्,n,n-----f--c,,,,/ɑːt̪mɑːɕɹəjoːpəniʂəd̪/,आत्माश्रयोपनिषद्,0
415475,57920,आत्मीभाव,n,n-----m--a,,,,/ɑːt̪.miː.bʱɑː.ʋə/,आत्मी-भाव,0
415476,167739,आत्मीकृ,v,v----a--8-,,,,/ɑːt̪.miː.kɹ̩/,आत्मी-कृ,0
415477,57921,आत्मीय,a,ap----a--a,,ap----f--ā=>ा,,/ɑːt̪.miː.jə/,आत्मीय,0
415478,57738,आतोदिन्,a,ap----a--n,,,,/ɑː.t̪oː.d̪in/,आ-तोदि॔न्,0
415479,57739,आतोद्य,n,n-----n--a,,,,/ɑː.t̪oːd̪.jə/,आ-तोद्य,0
415480,57926,आत्र,n,n-----n--a,,,,/ɑː.t̪ɹə/,आत्र,0
415481,57927,आत्रेय,n,n-----m--a,,,,/ɑː.t̪ɹeː.jə/,आत्रेय॔,0
415484,57929,आत्रेय,n,n-----n--a,,,,/ɑː.t̪ɹeː.jə/,आत्रेय॔,0
415485,57932,आत्रेयिका,n,n-----f--ā,,,,/ɑː.t̪ɹeː.ji.kɑː/,आत्रेयिका,0
415486,57931,आत्रेयायण,n,n-----m--a,,,,/ɑː.t̪ɹeː.jɑː.jə.ɳə/,आत्रेयायण,0
415489,57928,आत्रेयी,n,n-----f--ī,,,,/ɑː.t̪ɹeː.jiː/,आत्रेयी॔,0
415491,57930,आत्रेयीपुत्र,n,n-----m--a,,,,/ɑː.t̪ɹeː.jiː.ˈput̪.ɹə/,आ॔त्रेयी-पु॔त्र,0
415492,57933,आत्रेयीय,a,ap----a--a,,,,/ɑː.t̪ɹeː.jiː.jə/,आत्रेयीय,0
415493,,आत्त,a,ap----a--a,,,,/ɑːt̪.t̪ə/,आ-त्त,0
415494,57948,आत्तगन्ध,a,ap----a--a,,,,/ɑːt̪.t̪ə.gən.d̪ʰə/,आ-त्त-गन्ध,0
415495,57949,आत्तगर्व,a,ap----a--a,,,,/ɑːt̪.t̪ə.ˈgəɹ.ʋə/,आ-त्त-गर्व,0
415496,,आत्तकान्ति,a,ap----a--i,,,,/ɑːt̪.t̪ə.kɑːn.t̪i/,आत्त-कान्ति,0
415497,57952,आत्तलक्ष्मि,a,ap----a--i,,,,/ɑːt̪.t̪ə.ˈləkʂ.mi/,आ-त्त-लक्ष्मि,0
415498,57950,आत्तमनस्,a,ap----a-sa,,,,/ɑːt̪.t̪ə.mə.nəs/,आ-त्त-मनस्,0
415499,57951,आत्तमनस्क,a,ap----a--a,,,,/ɑːt̪.t̪ə.mə.ˈnəs.kə/,आ-त्त-मनस्-क,0
415500,,आत्तसोमपीथीय,a,ap----a--a,,,,/ɑːt̪.t̪ə.soːmə.piː.t̪ʰiː.jə/,आत्त-सोमपीथीय,0
415501,,आत्तस्व,a,ap----a--a,,,,/ɑːt̪.ˈt̪əs.ʋə/,आत्त-स्व,0
415502,,आत्तस्वत्व,n,n-----n--a,,,,/ɑːt̪.ˈt̪əs.ˈʋət̪.ʋə/,आत्त-स्व-त्व,0
415801,62509,आवृति,n,n-----f--i,,,,/ɑː.ʋɹ̩.t̪i/,आ-वृति,0
415503,,आत्तवचस्,a,ap----a-sa,,,,/ɑːt̪.t̪ə.ʋə.t͡ɕəs/,आ-त्त-वचस्,0
415504,,आत्तविभव,a,ap----a--a,,,,/ɑːt̪.t̪ə.ʋi.bʱə.ʋə/,आत्त-विभव,0
415505,,आत्तविद्य,a,ap----a--a,,,,/ɑːt̪.t̪ə.ˈʋid̪.jə/,आत्त-विद्य,0
415506,57734,आतु,n,n-----m--u,,,,/ɑː.t̪u/,आतु,0
415507,57735,आतुच्,n,n-----f--c,,,,/ɑː.t̪ut͡ɕ/,आ-तु॔च्,0
415508,159766,आतुद्,v,v----a--6-,,,,/ɑː.t̪ud̪/,आ-तुद्,0
415509,57736,आतुजि,a,ap----a--i,,,,/ɑː.t̪u.d͡ʑi/,आ-तुजि॔,0
415510,,आतुल्,v,v----d--0-,,,,/ɑː.t̪ul/,आ-तुल्,0
415511,57737,आतुन्न,a,ap----a--a,,,,/ɑː.t̪un.nə/,आ॔-तुन्न,0
415512,57740,आतुर,a,ap----a--a,,ap----f--ā=>ा,,/ɑː.t̪u.ɹə/,आ॔-तुर,0
415513,57924,आत्यन्तिक,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.t̪jən.t̪i.kə/,आत्यन्तिक,0
415514,57925,आत्ययिक,a,ap----a--a,,,,/ɑː.t̪jə.ji.kə/,आत्ययिक,0
415515,,आता,a,ap----c--ā,,,,/ɑː.t̪ɑː/,आ॔-ता,0
415516,,आताली,r,rp--------,,,,/ɑː.t̪ɑː.liː/,आताली,0
415517,57705,आताम्र,a,ap----a--a,,ap----f--ā=>ा,,/ɑː.t̪ɑːm.ɹə/,आ-ताम्र,0
415518,57687,आतान,n,n-----m--a,,,,/ɑː.t̪ɑː.nə/,आ-तान,0
415520,57703,आतापिन्,n,n-----m--n,,,,/ɑː.t̪ɑː.pin/,आतापिन्,0
415521,57702,आतापिन्,a,ap----a--n,,,,/ɑː.t̪ɑː.pin/,आतापिन्,0
415522,57747,आतार,n,n-----m--a,,,,/ɑː.t̪ɑː.ɹə/,आ-तार,0
415523,57748,आतार्य,a,ap----a--a,,,,/ɑː.t̪ɑːɹ.jə/,आतार्य॔,0
415524,57688,आतायिन्,n,n-----m--n,,,,/ɑː.t̪ɑː.jin/,आ-तायिन्,0
415525,57733,आतीषादीय,n,n-----n--a,,,,/ɑː.t̪iː.ʂɑː.d̪iː.jə/,आतीषादीय,0
415526,,आतृद्,v,v----d--7-,,,,/ɑː.t̪ɹ̩d̪/,आ-तृद्,0
415527,,आतृप्,v,v----a--4- v----a--5- v----d--6- v----a--6- v----d--1-,,,,/ɑː.t̪ɹ̩p/,आ-तृप्,0
415528,,आतृप्ति,r,rp--------,,,,/ɑː.ˈt̪ɹ̩p.t̪i/,आ-तृप्ति,0
415529,57744,आतृप्य,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=आतृप्य",/ɑː.ˈt̪ɹ̩p.jə/,आ-तृप्य,0
415530,,आतृण्ण,a,ap----a--a,,,,/ɑː.ˈt̪ɹ̩ɳ.ɳə/,आ॔-तृण्ण,0
415531,,आतॄ,v,v----a--1- v----d--1- v----a--5- v----a--3- v----a--6- v----d--6-,,,,/ɑː.t̪ɹ̩ː/,आ-तॄ,0
415532,,आउक्ष्,v,v----a--1- v----d--1-,,,,/ɑːukʂ/,आ-उक्ष्,0
415533,62402,आवभृथ,a,ap----a--a,,,,/ɑː.ʋə.bʱɹ̩.t̪ʰə/,आवभृथ,0
415534,62401,आवभृत्य,n,n-----m--a,,,,/ɑː.ʋə.ˈbʱɹ̩t̪.jə/,आवभृत्य,0
415535,,आवच्,v,v----a--2- v----a--3- v----d--3-,,,,/ɑː.ʋət͡ɕ/,आ-वच्,0
415536,,आवद्,v,v----a--1- v----d--1-,,,,/ɑː.ʋəd̪/,आ-वद्,0
415537,,आवध्,v,v----a----,,,,/ɑː.ʋəd̪ʰ/,आ-वध्,0
415538,62381,आवदानिक,a,ap----a--a,,,,/ɑː.ʋə.d̪ɑː.ni.kə/,आवदानिक,0
415539,,आवह्,v,v----a--1- v----d--1-,,,,/ɑː.ʋəɦ/,आ-वह्,0
415541,62436,आवह,a,ap----a--a,,ap----f--ā=>ा,,/ɑː.ʋə.ɦə/,आ-वह,0
415542,62437,आवह,n,n-----m--a,,,,/ɑː.ʋə.ɦə/,आ-वह,0
415543,62439,आवहमान,a,ap----a--a,,,,/ɑː.ʋə.ɦə.mɑː.nə/,आ-वहमान,0
415544,62438,आवहन,n,n-----n--a,,,,/ɑː.ʋə.ɦə.nə/,आ-वहन,0
415545,,आवल्ग्,v,v----a--1- v----d--1-,,,,/ɑː.ʋəlg/,आ-वल्ग्,0
415546,62412,आवल्गिन्,a,ap----a--n,,,,/ɑː.ˈʋəl.gin/,आ-वल्गिन्,0
415547,,आवल्गित,a,ap----a--a,,,,/ɑː.ˈʋəl.gi.t̪ə/,आ-वल्गित,0
415548,62413,आवल्गुज,a,ap----a--a,,,,/ɑː.ˈʋəl.gu.d͡ʑə/,आवल्गुज,0
415549,,आवलि,n,n--------i,,,n-----f--i=आवलिइ n-----f--ī=आवलिई,/ɑː.ʋə.li/,आवलि,0
496612,213777,रञ्जि,n,n-----m--i,,,,/ɹəɲ.d͡ʑi/,,0
415550,62410,आवलिका,n,n-----f--ā,,,,/ɑː.ʋə.li.kɑː/,आवलिका,0
415551,,आवली,n,n-----f--ī,,,,/ɑː.ʋə.liː/,आवली,0
415552,62409,आवलीकन्द,n,n-----m--a,,,,/ɑː.ʋə.liː.kən.d̪ə/,आवली-कन्द,0
415553,,आवन्,v,v----a--1- v----a--8- v----d--8-,,,,/ɑː.ʋən/,आ-वन्,0
415554,,आवनतीय,a,ap----a--a,,,,/ɑː.ʋə.nə.t̪iː.jə/,आवनतीय,0
415555,62393,आवन्दन,n,n-----n--a,,,,/ɑː.ʋən.d̪ə.nə/,आ-वन्दन,0
415556,62383,आवनेय,n,n-----m--a,,,,/ɑː.ʋə.neː.jə/,आवनेय,0
415557,62384,आवन्त,n,n-----m--a,,,,/ɑː.ʋən.t̪ə/,आवन्त,0
415558,62386,आवन्तक,a,ap----a--a,,,,/ɑː.ʋən.t̪ə.kə/,आवन्तक,0
415559,62387,आवन्तक,n,n-----m--a,,,,/ɑː.ʋən.t̪ə.kə/,आवन्तक,0
415560,62389,आवन्तिक,n,n-----m--a,,,,/ɑː.ʋən.t̪i.kə/,आवन्तिक,0
415561,62388,आवन्तिक,a,ap----a--a,,,,/ɑː.ʋən.t̪i.kə/,आवन्तिक,0
415562,62390,आवन्तिका,n,n-----f--ā,,,,/ɑː.ʋən.t̪i.kɑː/,आवन्तिका,0
415563,62392,आवन्त्य,n,n-----m--a,,,,/ɑː.ʋən.t̪jə/,आवन्त्य,0
415565,62391,आवन्त्य,a,ap----a--a,,,,/ɑː.ʋən.t̪jə/,आवन्त्य,0
415566,62385,आवन्ती,n,n-----f--ī,,,,/ɑː.ʋən.t̪iː/,आवन्ती,0
415567,,आवप्,v,v----a--1- v----d--1-,,,,/ɑː.ʋəp/,आ-वप्,0
415568,62394,आवपन,n,n-----n--a,,,,/ɑː.ʋə.pə.nə/,आ-व॔पन,0
415569,,आवपन्तक,a,ap----a--a,,ap----f--ā=>िका,,/ɑː.ʋə.pən.t̪ə.kə/,आ-वपन्तक,0
415570,62395,आवपनी,n,n-----f--ī,,,,/ɑː.ʋə.pə.niː/,आ-व॔पनी,0
415571,171036,आवरक,a,ap----a--a,,,,/ɑː.ʋə.ɹə.kə/,आ-वरक,0
415572,62407,आवरसमक,a,ap----a--a,,,,/ɑː.ʋə.ɹə.sə.mə.kə/,आवरसमक,0
415580,62500,आवरण,n,n-----n--a,,,,/ɑː.ʋə.ɹə.ɳə/,आ-वरण,0
415582,62499,आवरण,a,ap----a--a,,,,/ɑː.ʋə.ɹə.ɳə/,आ-वरण,0
415584,62501,आवरणशक्ति,n,n-----f--i,,,,/ɑː.ʋə.ɹə.ɳə.ˈɕək.t̪i/,आ-वरण-शक्ति,0
415585,62502,आवरणिन्,n,n-----m--n,,,,/ɑː.ʋə.ɹə.ɳin/,आवरणिन्,0
415586,62503,आवरणीय,a,ap----a--a,,,,/ɑː.ʋə.ɹə.ɳiː.jə/,आवरणीय,0
415587,62540,आवर्ह,n,n-----m--a,,,,/ɑː.ˈʋəɹ.ɦə/,आ-वर्ह॔,0
415588,62543,आवर्हिन्,a,ap----a--n,,,,/ɑː.ˈʋəɹ.ɦin/,आवर्हिन्,0
415589,62542,आवर्हित,a,ap----a--a,,,,/ɑː.ˈʋəɹ.ɦi.t̪ə/,आ-वर्हित,0
415590,62504,आवरिका,n,n-----f--ā,,,,/ɑː.ʋə.ɹi.kɑː/,आ-वरिका,0
415591,62510,आवर्जक,a,ap----a--a,,,,/ɑː.ˈʋəɹ.d͡ʑə.kə/,आ-वर्जक,0
415592,62511,आवर्जन,n,n-----n--a,,,,/ɑː.ˈʋəɹ.d͡ʑə.nə/,आ-वर्जन,0
415593,,आवर्जनीकृ,v,v----a--8-,,,,/ɑː.ˈʋəɹ.d͡ʑə.niː.kɹ̩/,आ-वर्जनी-कृ,0
415594,62513,आवर्जित,n,n-----n--a,,,,/ɑː.ˈʋəɹ.d͡ʑi.t̪ə/,आ-वर्जित,0
415595,,आवर्जित,a,ap----a--a,,,,/ɑː.ˈʋəɹ.d͡ʑi.t̪ə/,आ-वर्जित,0
415596,62514,आवर्त,n,n-----m--a,,,,/ɑː.ˈʋəɹ.t̪ə/,आ-वर्त,0
415597,62516,आवर्त,n,n-----n--a,,,,/ɑː.ˈʋəɹ.t̪ə/,आ-वर्त,0
415598,213409,आवर्तक,a,ap----a--a,,,,/ɑː.ˈʋəɹ.t̪ə.kə/,आ-वर्-तक,0
415599,62517,आवर्तक,n,n-----m--a,,,,/ɑː.ˈʋəɹ.t̪ə.kə/,आ-वर्तक,0
415600,62518,आवर्तकी,n,n-----f--ī,,,,/ɑː.ˈʋəɹ.t̪ə.kiː/,आ-वर्तकी,0
415601,,आवर्तम्,r,rp--------,,,,/ɑː.ˈʋəɹ.t̪əm/,आ-वर्-तम्,0
415602,,आवर्तमान,a,ap----a--a,,,,/ɑː.ˈʋəɹ.t̪ə.mɑː.nə/,आ-वर्तमान,0
415604,62520,आवर्तन,n,n-----n--a,,,,/ɑː.ˈʋəɹ.t̪ə.nə/,आ-व॔र्तन,0
496613,213778,स्कन्दि,n,n-----m--i,,,,/s.kən.d̪i/,,0
415605,62521,आवर्तन,n,n-----m--a,,,,/ɑː.ˈʋəɹ.t̪ə.nə/,आ-व॔र्तन,0
415606,62519,आवर्तन,a,ap----a--a,,,,/ɑː.ˈʋəɹ.t̪ə.nə/,आ-व॔र्तन,0
415612,62523,आवर्तनमणि,n,n-----m--i,,,,/ɑː.ˈʋəɹ.t̪ə.nə.mə.ɳi/,आ-व॔र्तन-मणि,0
415614,62522,आवर्तनी,n,n-----f--ī,,,,/ɑː.ˈʋəɹ.t̪ə.niː/,आ-व॔र्तनी,0
415615,,आवर्तनीय,a,ap----a--a,,,,/ɑː.ˈʋəɹ.t̪ə.niː.jə/,आ-वर्तनीय,0
415616,62528,आवर्तिन्,n,n-----m--n,,,,/ɑː.ˈʋəɹ.t̪in/,आवर्तिन्,0
415617,62530,आवर्तिन्,n,n-----n--n,,,,/ɑː.ˈʋəɹ.t̪in/,आवर्तिन्,0
415618,62527,आवर्तिन्,a,ap----a--n,,,,/ɑː.ˈʋəɹ.t̪in/,आवर्तिन्,0
415620,62529,आवर्तिनी,n,n-----f--ī,,,,/ɑː.ˈʋəɹ.t̪i.niː/,आवर्तिनी,0
415621,,आवर्तित,a,ap----a--a,,,,/ɑː.ˈʋəɹ.t̪i.t̪ə/,आ-वर्तित,0
415622,62515,आवर्ता,n,n-----f--ā,,,,/ɑː.ˈʋəɹ.t̪ɑː/,आ-वर्ता,0
415623,,आवरीतृ,a,ap----a--r,,,,/ɑː.ʋə.ɹiː.t̪ɹ̩/,आ-व-रीतृ,0
415624,62538,आवर्ष,n,n-----m--a,,,,/ɑː.ˈʋəɹ.ʂə/,आ-वर्ष,0
415625,,आवस्,v,v----a--4-,,,,/ɑː.ʋəs/,आ-वस्,0
415626,62420,आवसथ,n,n-----m--a,,,,/ɑː.ʋə.sə.t̪ʰə/,आ-वसथ॔,0
415627,62422,आवसथिक,n,n-----m--a,,,,/ɑː.ʋə.sə.t̪ʰi.kə/,आवसथिक,0
415628,62421,आवसथिक,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.ʋə.sə.t̪ʰi.kə/,आवसथिक,0
415629,,आवसथ्य,n,n-----n--a,,,,/ɑː.ʋə.ˈsət̪ʰ.jə/,आवसथ्य,0
415630,62423,आवसथ्य,a,ap----a--a,,,,/ɑː.ʋə.ˈsət̪ʰ.jə/,आवसथ्य,0
415631,,आवसथ्य,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=आवसथ्य",/ɑː.ʋə.ˈsət̪ʰ.jə/,आवसथ्य,0
415633,62428,आवसथ्याधान,n,n-----n--a,,,,/ɑː.ʋə.ˈsət̪ʰ.jɑː.d̪ʰɑː.nə/,आ-वसथ्याधान,0
415634,62425,आवसथीय,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=आवसथीय",/ɑː.ʋə.sə.t̪ʰiː.jə/,आवसथी॔य,0
415635,62427,आवसथीय,n,n-----n--a,,,,/ɑː.ʋə.sə.t̪ʰiː.jə/,आवसथी॔य,0
415636,62424,आवसथीय,a,ap----a--a,,,,/ɑː.ʋə.sə.t̪ʰiː.jə/,आवसथी॔य,0
415638,62419,आवसति,n,n-----f--i,,,,/ɑː.ʋə.sə.t̪i/,आ-वसति॔,0
415639,62435,आवस्थिक,a,ap----a--a,,,,/ɑː.ˈʋəs.t̪ʰi.kə/,आवस्थिक,0
415640,62432,आवसान,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.ʋə.sɑː.nə/,आव-सान,0
415641,62433,आवसानिक,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.ʋə.sɑː.ni.kə/,आवसानिक,0
