/ə.pə.mu.kʰə/,अप-मुख,0
216586,,अपमुखम्,r,rp--------,,,,/ə.pə.mu.kʰəm/,अप-मुखम्,0
216587,,अपम्यक्ष्,v,v----a--1-,,,,/ə.pəm.jəkʂ/,अ॔प-म्यक्ष्,0
216588,,अपमा,v,v----a--2- v----d--3- v----d--4-,,,,/ə.pə.mɑː/,अप-मा,0
216589,20919,अपमान,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अपमान",/ə.pə.mɑː.nə/,अप-मान,0
216590,20921,अपमानिन्,a,ap----a--n,,,,/ə.pə.mɑː.nin/,अप-मानिन्,0
216591,,अपमानित,a,ap----a--a,,,,/ə.pə.mɑː.ni.t̪ə/,अप-मानित,0
216592,20922,अपमान्य,a,ap----a--a,,,,/ə.pə.mɑːn.jə/,अप-मान्य,0
216593,20926,अपमार्ग,n,n-----m--a,,,,/ə.pə.mɑːɹ.gə/,अप-मार्ग,0
216595,,अपमारिन्,a,ap----a--n,,,,/ə.pə.mɑː.ɹin/,अप-मारि॔न्,0
216596,20928,अपमार्जन,a,ap----a--a,,,,/ə.pə.mɑːɹ.d͡ʑə.nə/,अप-मार्जन,0
216597,20927,अपमार्जन,n,n-----n--a,,,,/ə.pə.mɑːɹ.d͡ʑə.nə/,अप-मार्जन,0
216598,20925,अपमूर्धन्,a,ap----a--n,,,,/ə.pə.muːɹ.d̪ʰən/,अप-मूर्धन्,0
216599,,अपमृग,a,ap----a--a,,,,/ə.pə.mɹ̩.gə/,अपमृग,0
216600,,अपमृज्,v,v----a--2- v----d--2- v----a--6- v----d--6- v----a--1- v----d--1- v----a--0-,,,,/ə.pə.mɹ̩d͡ʑ/,अप-मृज्,0
216601,20930,अपमृत्यु,n,n-----m--u,,,,/ə.pə.ˈmɹ̩t̪.ju/,अप-मृत्यु,0
216602,20929,अपमृष्ट,a,ap----a--a,,,,/ə.pə.ˈmɹ̩ʂ.ʈə/,अप-मृष्ट,0
216603,,अपमृष्टि,n,n-----f--i,,,,/ə.pə.ˈmɹ̩ʂ.ʈi/,अप-मृष्टि,0
216604,,अपनह्,v,v----a--4- v----d--4-,,,,/ə.pə.nəɦ/,अप-नह्,0
216605,,अपनम्,v,v----a--1- v----d--1-,,,,/ə.pə.nəm/,अप-नम्,0
216606,20868,अपनस,a,ap----a--a,,,,/ə.pə.nə.sə/,अप-नस,0
216607,20866,अपनत,a,ap----a--a,,,,/ə.pə.nə.t̪ə/,अ॔प-नत,0
216608,20876,अपनय,n,n-----m--a,,,,/ə.pə.nə.jə/,अप-नय,0
216609,20877,अपनयन,n,n-----n--a,,,,/ə.pə.nə.jə.nə/,अप-नयन,0
216610,,अपनयिन्,a,ap----a--n,,,,/ə.pə.nə.jin/,अप-नयिन्,0
216611,,अपनश्,v,v----a--4- v----a--1-,,,,/ə.pə.nəɕ/,अप-नश्,0
216612,20881,अपनेतृ,n,n-----m--r,,,,/ə.pə.neː.t̪ɹ̩/,अप-नेतृ,0
216613,,अपनेय,a,ap----a--a,,,,/ə.pə.neː.jə/,अप-नेय,0
216614,,अपनिधि,a,ap----a--i,,,,/ə.pə.ni.d̪ʰi/,अप-निधि,0
216615,,अपनिधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/ə.pə.ni.d̪ʰɑː/,अप-नि-धा,0
