id,lemma,synset,period,genre,notes
60163,248235,217237,,,
60164,250820,217238,,,
60165,250055,217239,,,
60166,250016,217240,,,
60167,250134,217241,,,
60168,250421,217242,,,
60169,245557,217243,,,
60170,244460,217244,,,
60171,244426,217245,,,
60172,244428,217246,,,
60173,244509,217247,,,
60174,244714,217249,,,
60175,244707,217250,,,
60176,244571,217251,,,
60177,244376,217252,,,
60178,498012,217253,,,
60179,244969,217254,,,
60180,244926,217256,,,
60181,244864,217257,,,
60182,244919,217259,,,
60183,244844,217260,,,
60184,244997,217261,,,
60185,245210,217262,,,
60186,245122,217265,,,
60187,245128,217266,,,
60188,245334,217267,,,
60189,245218,217269,,,
60190,245523,217271,,,
60191,314110,217272,,,
60192,314140,217273,,,
60193,314159,217274,,,
60194,318704,217275,,,
60195,318689,217276,,,
60196,318759,217277,,,
60197,318692,217278,,,
60198,334220,217279,,,
60199,335806,217280,,,
60200,334172,217281,,,
60201,335622,217283,,,
60202,335548,217285,,,
60203,334849,217286,,,
60204,334913,217287,,,
60205,334269,217288,,,
60206,335663,217289,,,
60207,335688,217290,,,
60208,321200,217291,,,
60209,321201,217292,,,
60210,321595,217293,,,
60211,321766,217294,,,
60212,321852,217295,,,
60213,498013,217296,,,
60214,322140,217299,,,
60215,322041,217301,,,
60216,322009,217302,,,
60217,321460,217303,,,
60218,321413,217304,,,
60219,321283,217305,,,
60220,321295,217306,,,
60221,321298,217307,,,
60222,321220,217308,,,
60223,268544,217310,,,
60224,430933,217312,,,
60225,430948,217313,,,
60226,429399,217314,,,
60227,429404,217316,,,
60228,429535,217317,,,
60229,429478,217318,,,
60230,429494,217319,,,
60231,373765,217321,,,
60232,375432,217322,,,
60233,375441,217323,,,
60234,374304,217324,,,
60235,374443,217325,,,
60236,374554,217326,,,
60237,375063,217330,,,
60238,374994,217331,,,
60239,374058,217333,,,
60240,378835,217334,,,
60241,378700,217335,,,
60242,366336,217338,,,
60243,366269,217341,,,
60244,364658,217344,,,
60245,364697,217345,,,
60246,364683,217346,,,
60247,367186,217348,,,
60248,367224,217349,,,
60249,367328,217350,,,
60250,367204,217351,,,
60251,367111,217352,,,
60252,367525,217354,,,
60253,367680,217357,,,
60254,366494,217360,,,
60255,366693,217361,,,
60256,366613,217363,,,
60257,372721,217364,,,
60258,372845,217365,,,
60259,373458,217366,,,
60260,373402,217367,,,
60261,372703,217368,,,
60262,373016,217369,,,
60263,373020,217370,,,
60264,372999,217371,,,
60265,373010,217372,,,
60266,372995,217373,,,
60267,373244,217374,,,
60268,373249,217375,,,
60269,373592,217378,,,
60270,373489,217379,,,
60271,373488,217380,,,
60272,358109,217381,,,
60273,360687,217383,,,
60274,360150,217384,,,
60275,360191,217385,,,
60276,360155,217386,,,
60277,376338,217387,,,
60278,377551,217388,,,
60279,375604,217389,,,
60280,243094,217390,,,
60281,243120,217391,,,
60282,241224,217392,,,
60283,241237,217393,,,
60284,242006,217394,,,
60285,242123,217395,,,
60286,242084,217396,,,
60287,241912,217397,,,
60288,360234,217398,,,
60289,360347,217400,,,
60290,360426,217401,,,
60291,360470,217402,,,
60292,360471,217403,,,
60293,360472,217404,,,
60294,360378,217405,,,
60295,360507,217406,,,
60296,360475,217407,,,
60297,353840,217408,,,
60298,353987,217409,,,
60299,354188,217410,,,
60300,359396,217411,,,
60301,359461,217412,,,
60302,359388,217413,,,
60303,361426,217414,,,
60304,361845,217416,,,
60305,361862,217417,,,
60306,361821,217418,,,
60307,362203,217419,,,
60308,362260,217420,,,
60309,362322,217422,,,
60310,362333,217423,,,
60311,349232,217424,,,
60312,350923,217425,,,
60313,351480,217427,,,
60314,352383,217429,,,
60315,351922,217430,,,
60316,351841,217431,,,
60317,352141,217432,,,
60318,346541,217433,,,
60319,346556,217434,,,
60320,346557,217435,,,
60321,354530,217436,,,
60322,354452,217437,,,
60323,345428,217438,,,
60324,358362,217440,,,
60325,358877,217441,,,
60326,358779,217442,,,
60327,358802,217443,,,
60328,358881,217444,,,
60329,358736,217446,,,
60330,358737,217447,,,
60331,372413,217448,,,
60332,366789,217449,,,
60333,366790,217450,,,
60334,364540,217452,,,
60335,364127,217454,,,
60336,364180,217456,,,
60337,364014,217458,,,
60338,363375,217461,,,
60339,363495,217462,,,
60340,363449,217463,,,
60341,363442,217464,,,
60342,498014,217465,,,
60343,365123,217467,,,
60344,365115,217468,,,
60345,365222,217469,,,
60346,365311,217471,,,
60347,365354,217472,,,
60348,365777,217474,,,
60349,365539,217475,,,
60350,365584,217476,,,
60351,364840,217477,,,
60352,365001,217478,,,
60353,365032,217479,,,
60354,260863,217482,,,
60355,261003,217483,,,
60356,260984,217484,,,
60357,261029,217485,,,
60358,261034,217486,,,
60359,261272,217487,,,
60360,261286,217488,,,
60361,261208,217489,,,
60362,261096,217490,,,
60363,261328,217491,,,
60364,261596,217493,,,
60365,261641,217494,,,
60366,261434,217495,,,
60367,261683,217496,,,
60368,261490,217497,,,
60369,261505,217498,,,
60370,261730,217499,,,
60371,264316,217500,,,
60372,261801,217501,,,
60373,261785,217502,,,
60374,260795,217504,,,
60375,260823,217506,,,
60376,260824,217507,,,
60377,261881,217508,,,
60378,262172,217509,,,
60379,262143,217510,,,
60380,262042,217511,,,
60381,262002,217512,,,
60382,262068,217513,,,
60383,262114,217514,,,
60384,264452,217516,,,
60385,264447,217517,,,
60386,263674,217518,,,
60387,263548,217519,,,
60388,263533,217520,,,
60389,263587,217521,,,
60390,263147,217522,,,
60391,263209,217523,,,
60392,263210,217524,,,
60393,263134,217525,,,
60394,498015,217526,,,
60395,263205,217527,,,
60396,498016,217528,,,
60397,263386,217529,,,
60398,263417,217530,,,
60399,263434,217531,,,
60400,263459,217532,,,
60401,263517,217534,,,
60402,263079,217535,,,
60403,264557,217536,,,
60404,264554,217537,,,
60405,264623,217538,,,
60406,262801,217539,,,
60407,262885,217540,,,
60408,262767,217541,,,
60409,262768,217542,,,
60410,262858,217543,,,
60411,262880,217544,,,
60412,262747,217545,,,
60413,345343,217546,,,
60414,345956,217547,,,
60415,498017,217548,,,
60416,345538,217550,,,
60417,345675,217551,,,
60418,498018,217553,,,
60419,370597,217556,,,
60420,370286,217557,,,
60421,370287,217558,,,
60422,370309,217559,,,
60423,372366,217561,,,
60424,370103,217562,,,
60425,371111,217563,,,
60426,370807,217564,,,
60427,370703,217565,,,
60428,498019,217567,,,
60429,370616,217568,,,
60430,371894,217569,,,
60431,370378,217571,,,
60432,370461,217572,,,
60433,359224,217573,,,
60434,359243,217575,,,
60435,359270,217576,,,
60436,359325,217577,,,
60437,361038,217580,,,
60438,369811,217581,,,
60439,369867,217582,,,
60440,368275,217583,,,
60441,417770,217584,,,
60442,417743,217585,,,
60443,417799,217586,,,
60444,417797,217587,,,
60445,417713,217589,,,
60446,417576,217590,,,
60447,417566,217591,,,
60448,417588,217592,,,
60449,420420,217593,,,
60450,420470,217594,,,
60451,419267,217595,,,
60452,419409,217596,,,
60453,418348,217597,,,
60454,418378,217598,,,
60455,418229,217599,,,
60456,418157,217600,,,
60457,420240,217601,,,
60458,420255,217602,,,
60459,420271,217603,,,
60460,420266,217604,,,
60461,418203,217605,,,
60462,418215,217606,,,
60463,418475,217607,,,
60464,418509,217608,,,
60465,418720,217609,,,
60466,418722,217610,,,
60467,418397,217611,,,
60468,418893,217612,,,
60469,417769,217613,,,
60470,417578,217614,,,
60471,420564,217617,,,
60472,420591,217618,,,
60473,418212,217620,,,
60474,418646,217621,,,
60475,392648,217622,,,
60476,386666,217623,,,
60477,387552,217624,,,
60478,386882,217625,,,
60479,401311,217626,,,
60480,386550,217627,,,
60481,402455,217628,,,
60482,402458,217629,,,
60483,403213,217630,,,
60484,402787,217631,,,
60485,402780,217632,,,
60486,402804,217633,,,
60487,402810,217634,,,
60488,402790,217635,,,
60489,402816,217636,,,
60490,402834,217637,,,
60491,402883,217638,,,
60492,369367,217639,,,
60493,368482,217640,,,
60494,368892,217641,,,
60495,262584,217643,,,
60496,262634,217644,,,
60497,262637,217645,,,
60498,262654,217646,,,
60499,400315,217647,,,
60500,393322,217648,,,
60501,393396,217649,,,
60502,393397,217650,,,
60503,393323,217651,,,
60504,393591,217652,,,
60505,259868,217655,,,
60506,257303,217656,,,
60507,396386,217657,,,
60508,493820,217658,,,
60509,397425,217659,,,
60510,397438,217660,,,
60511,259472,217667,,,
60512,259533,217668,,,
60513,259545,217669,,,
60514,259584,217670,,,
60515,259653,217671,,,
60516,427909,217672,,,
60517,427836,217673,,,
60518,427935,217674,,,
60519,427939,217675,,,
60520,427929,217676,,,
60521,427968,217677,,,
60522,424956,217679,,,
60523,424838,217680,,,
60524,259039,217682,,,
60525,260437,217683,,,
60526,257605,217684,,,
60527,257959,217685,,,
60528,257435,217686,,,
60529,258039,217687,,,
60530,258226,217688,,,
60531,257998,217689,,,
60532,257703,217690,,,
60533,257580,217691,,,
60534,258260,217695,,,
60535,257517,217696,,,
60536,257870,217697,,,
60537,498020,217698,,,
60538,276426,217699,,,
60539,276425,217700,,,
60540,276476,217702,,,
60541,276534,217703,,,
60542,276149,217704,,,
60543,424593,217705,,,
60544,424596,217706,,,
60545,424606,217707,,,
60546,498021,217708,,,
60547,425147,217709,,,
60548,424280,217710,,,
60549,424281,217711,,,
60550,424317,217712,,,
60551,424419,217713,,,
60552,424733,217716,,,
60553,428632,217718,,,
60554,428920,217719,,,
60555,428735,217720,,,
60556,428734,217721,,,
60557,428767,217722,,,
60558,428861,217723,,,
60559,428792,217724,,,
60560,420676,217725,,,
60561,420711,217726,,,
60562,420712,217727,,,
60563,417382,217728,,,
60564,417383,217729,,,
60565,417265,217730,,,
60566,417273,217731,,,
60567,428686,217735,,,
60568,419868,217737,,,
60569,426052,217738,,,
60570,426046,217739,,,
60571,426140,217740,,,
60572,426214,217741,,,
60573,426213,217742,,,
60574,425995,217743,,,
60575,426217,217752,,,
60576,426219,217753,,,
60577,426000,217755,,,
60578,418741,217756,,,
60579,417970,217757,,,
60580,417971,217758,,,
60581,498022,217759,,,
60582,276307,217761,,,
60583,276299,217762,,,
60584,276789,217763,,,
60585,255960,217764,,,
60586,254379,217765,,,
60587,254462,217766,,,
60588,255897,217767,,,
60589,255903,217768,,,
60590,276435,217772,,,
60591,276610,217773,,,
60592,276238,217775,,,
60593,276366,217776,,,
60594,276365,217777,,,
60595,276283,217778,,,
60596,254169,217782,,,
60597,255934,217783,,,
60598,255184,217785,,,
60599,255169,217786,,,
60600,426595,217787,,,
60601,426424,217789,,,
60602,427596,217790,,,
60603,427612,217791,,,
60604,426965,217792,,,
60605,427080,217793,,,
60606,427091,217794,,,
60607,427120,217795,,,
60608,427097,217796,,,
60609,426256,217797,,,
60610,426929,217798,,,
60611,420091,217800,,,
60612,420127,217801,,,
60613,426679,217803,,,
60614,426795,217804,,,
60615,420976,217805,,,
60616,420844,217806,,,
60617,422197,217807,,,
60618,422179,217808,,,
60619,422050,217809,,,
60620,421290,217810,,,
60621,421320,217811,,,
60622,421077,217812,,,
60623,421078,217813,,,
60624,421167,217814,,,
60625,421088,217815,,,
60626,421177,217816,,,
60627,421627,217817,,,
60628,421765,217818,,,
60629,421820,217819,,,
60630,421934,217820,,,
60631,422015,217821,,,
60632,421979,217822,,,
60633,422108,217823,,,
60634,422251,217824,,,
60635,422209,217825,,,
60636,427230,217828,,,
60637,426647,217829,,,
60638,426818,217830,,,
60639,479143,217831,,,
60640,478153,217833,,,
60641,302177,217837,,,
60642,298483,217838,,,
60643,498023,217839,,,
60644,298542,217840,,,
60645,298515,217841,,,
60646,298519,217842,,,
60647,298481,217843,,,
60648,298322,217844,,,
60649,298384,217845,,,
60650,298408,217846,,,
60651,298257,217847,,,
60652,298617,217848,,,
60653,298235,217849,,,
60654,298239,217850,,,
60655,299723,217851,,,
60656,299696,217852,,,
60657,273921,217853,,,
60658,278247,217854,,,
60659,278576,217856,,,
60660,286882,217857,,,
60661,278592,217858,,,
60662,278587,217859,,,
60663,278588,217860,,,
60664,286995,217861,,,
60665,286991,217862,,,
60666,286574,217863,,,
60667,286748,217864,,,
60668,286131,217865,,,
60669,286161,217866,,,
60670,275973,217867,,,
60671,299452,217872,,,
60672,299604,217873,,,
60673,299572,217874,,,
60674,299929,217875,,,
60675,300010,217876,,,
60676,299917,217877,,,
60677,299120,217878,,,
60678,299092,217879,,,
60679,299096,217880,,,
60680,299767,217881,,,
60681,299809,217882,,,
60682,299733,217883,,,
60683,302739,217884,,,
60684,302753,217885,,,
60685,302349,217886,,,
60686,302439,217887,,,
60687,302503,217888,,,
60688,303441,217889,,,
60689,303059,217890,,,
60690,303131,217891,,,
60691,498024,217892,,,
60692,303456,217893,,,
60693,302837,217894,,,
60694,297836,217895,,,
60695,297967,217896,,,
60696,298177,217897,,,
60697,303178,217898,,,
60698,401195,217901,,,
60699,400170,217902,,,
60700,400191,217903,,,
60701,400255,217904,,,
60702,399717,217905,,,
60703,399500,217906,,,
60704,399936,217907,,,
60705,400096,217908,,,
60706,400113,217909,,,
60707,401061,217910,,,
60708,401150,217911,,,
60709,401088,217912,,,
60710,400983,217913,,,
60711,401133,217918,,,
60712,398176,217919,,,
60713,325841,217920,,,
60714,328160,217921,,,
60715,325666,217922,,,
60716,323100,217923,,,
60717,322722,217924,,,
60718,406811,217927,,,
60719,406415,217928,,,
60720,406467,217929,,,
60721,406435,217930,,,
60722,498025,217931,,,
60723,498026,217932,,,
60724,407060,217933,,,
60725,407056,217934,,,
60726,407057,217935,,,
60727,407041,217936,,,
60728,407075,217937,,,
60729,407086,217938,,,
60730,406902,217939,,,
60731,406903,217940,,,
60732,406941,217941,,,
60733,407772,217942,,,
60734,407804,217943,,,
60735,407868,217944,,,
60736,407832,217945,,,
60737,407846,217946,,,
60738,392143,217948,,,
60739,392665,217949,,,
60740,392603,217950,,,
60741,392541,217951,,,
60742,391554,217952,,,
60743,391681,217953,,,
60744,391779,217954,,,
60745,391619,217958,,,
60746,391776,217959,,,
60747,333145,217962,,,
60748,333204,217963,,,
60749,333218,217964,,,
60750,333237,217965,,,
60751,333225,217966,,,
60752,332354,217967,,,
60753,332409,217968,,,
60754,332291,217969,,,
60755,332820,217970,,,
60756,332480,217971,,,
60757,332489,217972,,,
60758,332498,217973,,,
60759,332495,217974,,,
60760,332544,217975,,,
60761,332592,217976,,,
60762,332557,217977,,,
60763,332350,217978,,,
60764,498027,217979,,,
60765,331954,217980,,,
60766,333423,217981,,,
60767,333437,217982,,,
60768,333147,217984,,,
60769,332964,217985,,,
60770,331912,217987,,,
60771,333514,217989,,,
60772,333708,217990,,,
60773,337408,217991,,,
60774,336703,217992,,,
60775,337220,217993,,,
60776,337256,217994,,,
60777,337246,217995,,,
60778,336782,217996,,,
60779,336937,217997,,,
60780,337161,217998,,,
60781,337461,217999,,,
60782,333525,218000,,,
60783,477940,218002,,,
60784,333553,218003,,,
60785,337340,218004,,,
60786,337598,218008,,,
60787,498028,218009,,,
60788,242266,218010,,,
60789,242212,218012,,,
60790,242213,218013,,,
60791,242304,218014,,,
60792,242357,218015,,,
60793,251341,218016,,,
60794,251289,218017,,,
60795,251284,218018,,,
60796,251168,218019,,,
60797,251565,218020,,,
60798,251802,218021,,,
60799,242848,218022,,,
60800,242872,218023,,,
60801,251781,218024,,,
60802,251633,218025,,,
60803,247714,218026,,,
60804,247183,218027,,,
60805,247392,218028,,,
60806,247397,218029,,,
60807,247325,218030,,,
60808,251627,218031,,,
60809,247590,218032,,,
60810,227038,218033,,,
60811,235584,218034,,,
60812,235280,218035,,,
60813,235252,218036,,,
60814,235411,218037,,,
60815,235412,218038,,,
60816,235420,218039,,,
60817,235393,218040,,,
60818,235029,218043,,,
60819,498029,218044,,,
60820,235214,218045,,,
60821,233587,218046,,,
60822,233371,218047,,,
60823,233379,218048,,,
60824,498030,218049,,,
60825,234701,218050,,,
60826,234730,218051,,,
60827,234737,218052,,,
60828,234805,218053,,,
60829,234817,218054,,,
60830,234795,218055,,,
60831,234852,218056,,,
60832,234904,218057,,,
60833,235848,218058,,,
60834,236208,218059,,,
60835,236173,218060,,,
60836,235938,218061,,,
60837,236070,218062,,,
60838,227938,218063,,,
60839,233500,218064,,,
60840,234732,218066,,,
60841,235951,218069,,,
60842,233953,218071,,,
60843,233968,218072,,,
60844,233950,218073,,,
60845,233887,218074,,,
60846,234077,218075,,,
60847,234087,218076,,,
60848,234088,218077,,,
60849,234044,218078,,,
60850,233778,218079,,,
60851,234098,218080,,,
60852,234137,218081,,,
60853,234149,218082,,,
60854,234341,218083,,,
60855,234546,218086,,,
60856,337608,218087,,,
60857,337820,218088,,,
60858,337808,218089,,,
60859,337900,218090,,,
60860,337905,218091,,,
60861,337958,218092,,,
60862,320396,218095,,,
60863,313727,218096,,,
60864,313726,218097,,,
60865,318366,218098,,,
60866,322787,218099,,,
60867,322789,218100,,,
60868,323606,218101,,,
60869,323646,218102,,,
60870,323685,218103,,,
60871,323689,218105,,,
60872,328089,218107,,,
60873,331546,218108,,,
60874,331092,218109,,,
60875,329918,218110,,,
60876,330027,218111,,,
60877,329536,218112,,,
60878,330169,218113,,,
60879,322170,218114,,,
60880,322228,218115,,,
60881,320489,218116,,,
60882,330990,218119,,,
60883,320723,218120,,,
60884,320714,218121,,,
60885,321094,218122,,,
60886,227121,218123,,,
60887,227901,218124,,,
60888,226328,218125,,,
60889,226326,218126,,,
60890,226272,218127,,,
60891,226273,218128,,,
60892,227612,218129,,,
60893,227606,218130,,,
60894,226138,218131,,,
60895,227694,218132,,,
60896,227215,218133,,,
60897,227459,218134,,,
60898,330225,218135,,,
60899,330232,218136,,,
60900,227209,218140,,,
60901,324684,218141,,,
60902,324542,218142,,,
60903,329184,218144,,,
60904,330720,218145,,,
60905,330343,218152,,,
60906,330348,218153,,,
60907,256653,218156,,,
60908,256812,218157,,,
60909,256792,218158,,,
60910,236470,218159,,,
60911,238328,218160,,,
60912,238542,218161,,,
60913,238375,218162,,,
60914,238369,218163,,,
60915,238368,218164,,,
60916,238387,218165,,,
60917,238362,218166,,,
60918,238361,218167,,,
60919,498031,218169,,,
60920,256843,218170,,,
60921,236878,218172,,,
60922,236905,218173,,,
60923,236883,218174,,,
60924,237028,218175,,,
60925,237032,218176,,,
60926,237077,218177,,,
60927,237099,218178,,,
60928,237105,218179,,,
60929,237138,218180,,,
60930,237121,218181,,,
60931,237232,218182,,,
60932,237255,218183,,,
60933,236766,218184,,,
60934,237324,218185,,,
60935,237357,218186,,,
60936,237063,218188,,,
60937,487364,218191,,,
60938,266181,218192,,,
60939,213799,218193,,,
60940,487647,218194,,,
60941,487290,218195,,,
60942,422727,218196,,,
60943,478060,218197,,,
60944,265473,218204,,,
60945,265473,218205,,,
60946,265473,218206,,,
60947,303548,218214,,,
60948,303548,218215,,,
60949,303548,218216,,,
60950,303548,218217,,,
60951,270418,218224,,,
60952,270418,218225,,,
60953,337091,218226,,,
60954,337091,218227,,,
60955,412313,218230,,,
60956,389434,218232,,,
60957,487044,218233,,,
60958,363769,218234,,,
60959,487045,218235,,,
60960,487046,218236,,,
60961,484342,218237,,,
60962,376854,218238,,,
60963,377335,218242,,,
60964,487048,218243,,,
60965,282052,218244,,,
60966,333756,218245,,,
60967,377560,218246,,,
60968,376802,218247,,,
60969,376840,218248,,,
60970,240817,218249,,,
60971,287375,218251,,,
60972,293106,218252,,,
60973,242752,218253,,,
60974,487066,218254,,,
60975,346424,218258,,,
60976,293107,218259,,,
60977,383763,218260,,,
60978,221945,218262,,,
60979,274970,218264,,,
60980,271583,218265,,,
60981,271809,218266,,,
60982,272362,218267,,,
60983,280183,218268,,,
60984,285326,218269,,,
60985,285299,218270,,,
60986,285366,218271,,,
60987,285516,218272,,,
60988,275442,218273,,,
60989,275820,218274,,,
60990,277645,218275,,,
60991,208625,218276,,,
60992,356784,218277,,,
60993,346295,218278,,,
60994,357974,218279,,,
60995,273373,218280,,,
60996,282617,218281,,,
60997,310426,218282,,,
60998,314009,218283,,,
60999,319150,218284,,,
61000,320342,218285,,,
61001,320341,218286,,,
61002,320110,218287,,,
61003,313432,218288,,,
61004,313433,218289,,,
61005,313447,218290,,,
61006,313448,218291,,,
61007,313449,218292,,,
61008,313482,218293,,,
61009,498032,218294,,,
61010,353342,218295,,,
61011,353434,218296,,,
61012,353541,218298,,,
61013,344961,218299,,,
61014,344682,218301,,,
61015,350164,218302,,,
61016,345061,218303,,,
61017,344377,218304,,,
61018,344348,218305,,,
61019,217395,218306,,,
61020,284018,218308,,,
61021,284042,218309,,,
61022,279170,218311,,,
61023,231018,218312,,,
61024,232322,218314,,,
61025,233043,218315,,,
61026,232931,218316,,,
61027,233108,218317,,,
61028,233134,218318,,,
61029,228555,218319,,,
61030,228540,218320,,,
61031,230353,218321,,,
61032,230428,218322,,,
61033,294339,218323,,,
61034,297317,218324,,,
61035,296566,218325,,,
61036,290525,218326,,,
61037,291578,218327,,,
61038,290442,218328,,,
61039,309692,218329,,,
61040,309652,218330,,,
61041,312453,218331,,,
61042,306020,218332,,,
61043,306037,218333,,,
61044,305910,218334,,,
61045,305914,218335,,,
61046,305934,218336,,,
61047,304016,218337,,,
61048,347447,218338,,,
61049,347472,218339,,,
61050,348800,218340,,,
61051,498033,218341,,,
61052,218737,218342,,,
61053,219293,218343,,,
61054,310795,218344,,,
61055,310796,218345,,,
61056,310793,218346,,,
61057,310952,218347,,,
61058,310999,218348,,,
61059,311022,218349,,,
61060,311974,218350,,,
61061,311989,218351,,,
61062,311801,218352,,,
61063,311813,218353,,,
61064,311409,218354,,,
61065,311355,218355,,,
61066,311316,218356,,,
61067,311271,218357,,,
61068,311483,218358,,,
61069,311611,218359,,,
61070,311633,218360,,,
61071,311634,218361,,,
61072,311604,218362,,,
61073,311615,218363,,,
61074,311643,218364,,,
61075,311646,218365,,,
61076,306822,218366,,,
61077,296409,218367,,,
61078,296412,218368,,,
61079,295123,218369,,,
61080,295103,218371,,,
61081,294707,218372,,,
61082,296792,218373,,,
61083,296821,218374,,,
61084,294486,218375,,,
61085,294509,218376,,,
61086,294585,218377,,,
61087,294591,218378,,,
61088,294596,218379,,,
61089,294668,218380,,,
61090,294601,218381,,,
61091,296238,218383,,,
61092,292724,218384,,,
61093,430108,218385,,,
61094,253183,218386,,,
61095,253327,218387,,,
61096,423919,218388,,,
61097,424085,218389,,,
61098,423752,218390,,,
61099,424125,218391,,,
61100,424126,218392,,,
61101,424097,218393,,,
61102,425673,218394,,,
61103,246701,218395,,,
61104,245613,218396,,,
61105,245795,218397,,,
61106,245821,218398,,,
61107,245983,218399,,,
61108,245984,218400,,,
61109,245998,218401,,,
61110,304215,218402,,,
61111,305836,218403,,,
61112,304663,218404,,,
61113,304664,218405,,,
61114,304648,218406,,,
61115,304707,218407,,,
61116,304744,218408,,,
61117,304859,218409,,,
61118,305659,218410,,,
61119,304957,218411,,,
61120,304965,218412,,,
61121,305068,218413,,,
61122,304555,218414,,,
61123,305411,218415,,,
61124,305563,218416,,,
61125,305372,218417,,,
61126,305442,218418,,,
61127,404765,218419,,,
61128,404973,218420,,,
61129,400154,218421,,,
61130,394717,218422,,,
61131,394725,218423,,,
61132,394812,218424,,,
61133,228349,218425,,,
61134,228318,218426,,,
61135,228277,218427,,,
61136,228270,218428,,,
61137,228272,218429,,,
61138,229774,218430,,,
61139,229768,218431,,,
61140,228088,218432,,,
61141,229518,218435,,,
61142,228899,218436,,,
61143,229054,218437,,,
61144,228997,218438,,,
61145,228838,218439,,,
61146,228824,218440,,,
61147,229291,218441,,,
61148,229348,218442,,,
61149,229349,218443,,,
61150,229485,218444,,,
61151,229491,218445,,,
61152,229509,218446,,,
61153,229443,218447,,,
61154,231598,218448,,,
61155,231333,218449,,,
61156,231365,218450,,,
61157,231686,218451,,,
61158,231433,218452,,,
61159,231465,218453,,,
61160,231526,218454,,,
61161,231509,218455,,,
61162,231690,218456,,,
61163,231787,218457,,,
61164,231818,218458,,,
61165,231837,218459,,,
61166,230053,218460,,,
61167,230177,218461,,,
61168,232134,218462,,,
61169,232105,218463,,,
61170,230772,218464,,,
61171,230811,218465,,,
61172,240522,218467,,,
61173,240666,218468,,,
61174,240068,218469,,,
61175,239773,218470,,,
61176,381707,218473,,,
61177,384874,218474,,,
61178,380620,218475,,,
61179,412072,218477,,,
61180,413695,218479,,,
61181,413989,218480,,,
61182,413985,218481,,,
61183,209516,218483,,,
61184,264923,218484,,,
61185,381661,218485,,,
61186,410956,218486,,,
61187,410958,218487,,,
61188,410965,218488,,,
61189,410856,218489,,,
61190,410863,218490,,,
61191,410201,218493,,,
61192,338130,218494,,,
61193,338151,218495,,,
61194,338152,218496,,,
61195,338128,218497,,,
61196,338158,218498,,,
61197,340583,218499,,,
61198,340654,218500,,,
61199,339985,218501,,,
61200,340029,218502,,,
61201,340049,218503,,,
61202,340116,218504,,,
61203,339105,218505,,,
61204,289544,218506,,,
61205,289558,218507,,,
61206,289037,218509,,,
61207,289607,218510,,,
61208,289609,218511,,,
61209,289749,218512,,,
61210,289770,218513,,,
61211,288311,218514,,,
61212,391341,218516,,,
61213,391344,218517,,,
61214,391387,218518,,,
61215,391353,218519,,,
61216,385966,218520,,,
61217,387897,218521,,,
61218,388889,218522,,,
61219,389218,218523,,,
61220,340348,218524,,,
61221,340401,218525,,,
61222,339201,218526,,,
61223,342519,218527,,,
61224,498034,218528,,,
61225,342670,218529,,,
61226,342583,218530,,,
61227,343106,218531,,,
61228,498035,218532,,,
61229,342298,218533,,,
61230,342317,218534,,,
61231,343343,218535,,,
61232,343322,218536,,,
61233,343325,218537,,,
61234,343402,218538,,,
61235,343403,218539,,,
61236,343419,218540,,,
61237,343249,218541,,,
61238,343391,218542,,,
61239,343392,218543,,,
61240,343515,218545,,,
61241,343520,218546,,,
61242,343518,218547,,,
61243,343522,218548,,,
61244,343471,218549,,,
61245,343463,218550,,,
61246,343314,218551,,,
61247,343589,218552,,,
61248,343592,218553,,,
61249,339058,218554,,,
61250,498036,218556,,,
61251,341899,218557,,,
61252,341974,218558,,,
61253,341854,218559,,,
61254,341917,218560,,,
61255,341923,218561,,,
61256,341970,218562,,,
61257,342024,218563,,,
61258,344103,218564,,,
61259,344090,218565,,,
61260,344167,218566,,,
61261,294220,218567,,,
61262,298972,218568,,,
61263,298794,218570,,,
61264,298995,218571,,,
61265,298863,218572,,,
61266,296697,218573,,,
61267,408125,218574,,,
61268,408190,218575,,,
61269,408094,218576,,,
61270,409432,218577,,,
61271,407930,218578,,,
61272,407924,218579,,,
61273,408480,218580,,,
61274,408484,218581,,,
61275,409868,218583,,,
61276,388289,218584,,,
61277,390670,218585,,,
61278,390690,218586,,,
61279,403763,218587,,,
61280,403534,218588,,,
61281,403928,218589,,,
61282,403614,218590,,,
61283,403646,218591,,,
61284,403649,218592,,,
61285,404406,218593,,,
61286,404499,218594,,,
61287,293203,218595,,,
61288,292772,218596,,,
61289,293872,218597,,,
61290,291904,218598,,,
61291,300385,218599,,,
61292,302096,218601,,,
61293,301678,218602,,,
61294,300188,218603,,,
61295,300190,218604,,,
61296,300173,218605,,,
61297,301073,218607,,,
61298,301783,218608,,,
61299,300576,218609,,,
61300,300601,218610,,,
61301,340956,218611,,,
61302,341521,218612,,,
61303,341544,218613,,,
61304,341570,218614,,,
61305,341483,218615,,,
61306,287753,218616,,,
61307,287800,218617,,,
61308,287799,218618,,,
61309,287777,218619,,,
61310,287867,218620,,,
61311,287376,218621,,,
61312,287436,218622,,,
61313,287473,218623,,,
61314,288581,218624,,,
61315,288565,218625,,,
61316,289995,218626,,,
61317,288042,218627,,,
61318,289943,218628,,,
61319,290118,218629,,,
61320,288878,218630,,,
61321,288864,218631,,,
61322,288936,218632,,,
61323,290243,218633,,,
61324,249042,218634,,,
61325,249027,218636,,,
61326,249090,218637,,,
61327,498037,218638,,,
