id,lemma,synset,period,genre,notes
57831,407923,212650,,,
57832,407923,212651,,,
57833,410309,212652,,,
57834,292100,212653,,,
57835,294030,212655,,,
57836,480359,212669,,,
57837,208787,212671,,,
57838,220969,212673,,,
57839,258051,212675,,,
57840,257688,212676,,,
57841,259706,212677,,,
57842,259706,212678,,,
57843,428759,212679,,,
57844,428759,212680,,,
57845,255273,212681,,,
57846,255273,212682,,,
57847,255273,212683,,,
57848,255273,212684,,,
57849,255273,212685,,,
57850,265686,212687,,,
57851,265686,212688,,,
57852,265686,212689,,,
57853,265686,212690,,,
57854,265686,212691,,,
57855,354865,212706,,,
57856,354865,212707,,,
57857,321987,212709,,,
57858,321987,212710,,,
57859,375721,212711,,,
57860,288520,212712,,,
57861,287624,212713,,,
57862,234745,212722,,,
57863,234745,212723,,,
57864,288863,212724,,,
57865,234745,212725,,,
57866,209522,212726,,,
57867,294773,212727,,,
57868,234835,212729,,,
57869,272944,212730,,,
57870,233500,212733,,,
57871,233500,212734,,,
57872,233500,212735,,,
57873,233500,212736,,,
57874,233500,212737,,,
57875,212203,212742,,,
57876,212203,212743,,,
57877,212203,212744,,,
57878,212203,212745,,,
57879,394797,212746,,,
57880,394797,212747,,,
57881,394797,212748,,,
57882,394797,212749,,,
57883,394797,212750,,,
57884,394797,212751,,,
57885,394797,212752,,,
57886,394797,212753,,,
57887,394797,212754,,,
57888,394797,212755,,,
57889,394797,212756,,,
57890,394797,212757,,,
57891,394797,212758,,,
57892,210521,212763,,,
57893,292899,212765,,,
57894,292899,212766,,,
57895,292899,212767,,,
57896,289325,212768,,,
57897,366071,212773,,,
57898,371512,212774,,,
57899,420560,212775,,,
57900,301266,212776,,,
57901,391170,212786,,,
57902,348170,212790,,,
57903,317405,212791,,,
57904,317405,212792,,,
57905,350009,212793,,,
57906,302216,212805,,,
57907,273573,212806,,,
57908,274876,212807,,,
57909,209256,212808,,,
57910,274876,212809,,,
57911,359707,212819,,,
57912,295675,212820,,,
57913,359707,212821,,,
57914,394046,212828,,,
57915,373363,212853,,,
57916,373363,212854,,,
57917,373363,212855,,,
57918,255594,212858,,,
57919,255594,212859,,,
57920,416924,212861,,,
57921,429587,212863,,,
57922,270354,212866,,,
57923,256491,212868,,,
57924,406682,212871,,,
57925,350674,212884,,,
57926,233832,212887,,,
57927,233832,212888,,,
57928,484183,212889,,,
57929,275694,212890,,,
57930,478293,212892,,,
57931,256045,212902,,,
57932,256045,212903,,,
57933,327774,212905,,,
57934,309996,212919,,,
57935,211630,212920,,,
57936,211630,212921,,,
57937,211630,212922,,,
57938,211630,212923,,,
57939,211630,212924,,,
57940,211630,212925,,,
57941,211630,212926,,,
57942,246362,212933,,,
57943,420476,212934,,,
57944,420476,212935,,,
57945,420476,212936,,,
57946,420476,212937,,,
57947,420476,212938,,,
57948,291706,212939,,,
57949,275942,212940,,,
57950,295566,212941,,,
57951,304113,212944,,,
57952,228874,212945,,,
57953,228874,212946,,,
57954,228874,212947,,,
57955,228874,212948,,,
57956,228874,212949,,,
57957,278112,212955,,,
57958,342123,212956,,,
57959,342123,212957,,,
57960,497985,212958,,,
57961,233832,212962,,,
57962,361479,212963,,,
57963,269189,212967,,,
57964,227513,212978,,,
57965,225618,212982,,,
57966,225618,212983,,,
57967,225618,212984,,,
57968,207753,212985,,,
57969,207753,212986,,,
57970,207753,212987,,,
57971,417787,212990,,,
57972,416172,212991,,,
57973,416172,212992,,,
57974,220782,212994,,,
57975,220782,212995,,,
57976,338627,213013,,,
57977,410368,213014,,,
57978,410218,213016,,,
57979,253876,213018,,,
57980,253876,213019,,,
57981,293735,213020,,,
57982,282850,213021,,,
57983,282850,213022,,,
57984,207133,213023,,,
57985,295944,213030,,,
57986,481151,213033,,,
57987,422353,213034,,,
57988,322147,213035,,,
57989,483115,213037,,,
57990,282376,213039,,,
57991,282376,213040,,,
57992,394622,213041,,,
57993,332991,213042,,,
57994,270119,213046,,,
57995,270119,213047,,,
57996,209656,213055,,,
57997,276727,213063,,,
57998,276727,213064,,,
57999,259392,213072,,,
58000,342280,213080,,,
58001,287775,213081,,,
58002,287775,213082,,,
58003,287775,213083,,,
58004,287775,213084,,,
58005,287775,213085,,,
58006,287775,213086,,,
58007,359068,213088,,,
58008,321700,213089,,,
58009,321700,213090,,,
58010,297176,213091,,,
58011,297176,213092,,,
58012,297176,213093,,,
58013,277385,213101,,,
58014,221502,213106,,,
58015,221502,213107,,,
58016,426925,213108,,,
58017,426925,213109,,,
58018,422384,213112,,,
58019,268853,213113,,,
58020,278474,213114,,,
58021,377051,213115,,,
58022,377051,213116,,,
58023,377051,213117,,,
58024,377051,213118,,,
58025,280784,213121,,,
58026,234464,213122,,,
58027,234458,213123,,,
58028,416906,213124,,,
58029,428382,213125,,,
58030,428382,213126,,,
58031,269372,213128,,,
58032,353074,213130,,,
58033,362713,213136,,,
58034,248013,213140,,,
58035,340964,213149,,,
58036,340964,213150,,,
58037,340964,213151,,,
58038,289512,213156,,,
58039,292101,213157,,,
58040,266061,213159,,,
58041,266061,213160,,,
58042,266061,213161,,,
58043,374327,213165,,,
58044,374327,213166,,,
58045,228744,213169,,,
58046,413292,213177,,,
58047,314738,213182,,,
58048,299811,213184,,,
58049,400540,213185,,,
58050,256578,213187,,,
58051,256578,213188,,,
58052,233691,213197,,,
58053,285891,213198,,,
58054,290235,213200,,,
58055,290235,213201,,,
58056,290235,213202,,,
58057,274934,213203,,,
58058,335739,213209,,,
58059,335739,213210,,,
58060,225553,213221,,,
58061,349985,213224,,,
58062,309806,213225,,,
58063,309806,213226,,,
58064,296996,213237,,,
58065,347517,213239,,,
58066,409813,213248,,,
58067,409813,213249,,,
58068,309023,213254,,,
58069,309023,213255,,,
58070,311971,213256,,,
58071,311971,213257,,,
58072,305858,213258,,,
58073,305858,213259,,,
58074,311935,213260,,,
58075,318774,213264,,,
58076,267786,213273,,,
58077,248239,213274,,,
58078,240578,213277,,,
58079,240578,213278,,,
58080,423866,213289,,,
58081,423866,213290,,,
58082,423866,213291,,,
58083,423866,213292,,,
58084,423866,213293,,,
58085,301711,213294,,,
58086,301711,213295,,,
58087,284235,213298,,,
58088,271560,213299,,,
58089,271560,213300,,,
58090,271560,213301,,,
58091,321445,213303,,,
58092,403361,213308,,,
58093,328096,213309,,,
58094,340330,213310,,,
58095,340330,213311,,,
58096,340330,213312,,,
58097,238441,213315,,,
58098,301508,213327,,,
58099,301508,213328,,,
58100,301508,213329,,,
58101,301508,213330,,,
58102,301508,213331,,,
58103,277245,213332,,,
58104,301508,213333,,,
58105,241752,213340,,,
58106,366209,213341,,,
58107,366209,213342,,,
58108,366209,213343,,,
58109,213068,213345,,,
58110,381397,213351,,,
58111,381397,213352,,,
58112,421033,213358,,,
58113,276110,213359,,,
58114,276110,213360,,,
58115,497986,213371,,,
58116,304909,213373,,,
58117,277293,213374,,,
58118,277293,213375,,,
58119,299883,213376,,,
58120,299883,213377,,,
58121,376505,213383,,,
58122,342813,213386,,,
58123,342813,213387,,,
58124,342813,213388,,,
58125,377812,213389,,,
58126,362490,213391,,,
58127,269249,213404,,,
58128,372707,213410,,,
58129,372707,213411,,,
58130,372707,213412,,,
58131,425933,213416,,,
58132,218860,213417,,,
58133,380385,213418,,,
58134,380385,213419,,,
58135,497987,213439,,,
58136,271538,213444,,,
58137,254217,213447,,,
58138,254217,213448,,,
58139,396392,213461,,,
58140,396392,213462,,,
58141,495990,213463,,,
58142,419289,213465,,,
58143,419289,213466,,,
58144,310714,213474,,,
58145,310978,213475,,,
58146,230800,213476,,,
58147,230800,213477,,,
58148,277944,213482,,,
58149,361522,213492,,,
58150,276863,213494,,,
58151,276863,213495,,,
58152,325541,213503,,,
58153,417578,213510,,,
58154,417578,213511,,,
58155,322351,213519,,,
58156,305824,213525,,,
58157,305824,213526,,,
58158,305824,213527,,,
58159,399415,213530,,,
58160,399415,213531,,,
58161,373929,213536,,,
58162,390579,213545,,,
58163,320001,213551,,,
58164,296516,213560,,,
58165,290898,213561,,,
58166,429226,213562,,,
58167,293655,213567,,,
58168,232353,213568,,,
58169,227903,213570,,,
58170,480697,213575,,,
58171,332913,213589,,,
58172,332913,213590,,,
58173,332913,213591,,,
58174,332913,213592,,,
58175,320742,213596,,,
58176,320742,213597,,,
58177,235675,213599,,,
58178,235675,213600,,,
58179,316436,213601,,,
58180,481106,213608,,,
58181,295240,213609,,,
58182,295240,213610,,,
58183,395543,213611,,,
58184,395543,213612,,,
58185,348674,213618,,,
58186,219399,213619,,,
58187,208612,213621,,,
58188,408322,213623,,,
58189,335266,213625,,,
58190,335266,213626,,,
58191,430888,213627,,,
58192,408664,213628,,,
58193,408664,213629,,,
58194,408664,213630,,,
58195,497988,213636,,,
58196,284261,213637,,,
58197,282249,213640,,,
58198,270247,213646,,,
58199,270247,213647,,,
58200,342521,213652,,,
58201,411437,213653,,,
58202,216870,213657,,,
58203,216279,213662,,,
58204,259066,213679,,,
58205,323148,213684,,,
58206,323148,213685,,,
58207,323148,213686,,,
58208,323148,213687,,,
58209,323148,213688,,,
58210,330370,213689,,,
58211,361130,213707,,,
58212,214393,213708,,,
58213,273241,213713,,,
58214,487930,213714,,,
58215,487930,213715,,,
58216,272706,213716,,,
58217,272706,213717,,,
58218,272706,213718,,,
58219,272706,213719,,,
58220,281993,213722,,,
58221,355510,213725,,,
58222,264885,213726,,,
58223,316231,213729,,,
58224,280014,213730,,,
58225,280014,213731,,,
58226,415963,213747,,,
58227,247732,213751,,,
58228,227104,213754,,,
58229,227104,213755,,,
58230,227104,213756,,,
58231,227104,213757,,,
58232,227104,213758,,,
58233,227104,213759,,,
58234,230458,213760,,,
58235,230458,213761,,,
58236,398322,213771,,,
58237,358104,213777,,,
58238,358104,213778,,,
58239,240796,213779,,,
58240,269537,213780,,,
58241,269537,213781,,,
58242,269537,213782,,,
58243,269537,213783,,,
58244,481257,213785,,,
58245,246287,213787,,,
58246,387912,213788,,,
58247,338422,213792,,,
58248,338422,213793,,,
58249,338422,213794,,,
58250,297022,213800,,,
58251,297022,213801,,,
58252,297022,213802,,,
58253,411984,213808,,,
58254,411984,213810,,,
58255,232607,213812,,,
58256,232607,213813,,,
58257,232607,213814,,,
58258,232607,213815,,,
58259,232607,213816,,,
58260,228545,213822,,,
58261,228545,213823,,,
58262,210067,213824,,,
58263,241148,213830,,,
58264,241148,213831,,,
58265,241148,213832,,,
58266,241148,213833,,,
58267,241148,213834,,,
58268,241148,213835,,,
58269,241148,213836,,,
58270,414801,213837,,,
58271,397624,213838,,,
58272,323194,213840,,,
58273,376876,213843,,,
58274,360021,213845,,,
58275,421897,213846,,,
58276,423642,213847,,,
58277,261176,213849,,,
58278,243505,213850,,,
58279,275400,213852,,,
58280,275400,213853,,,
58281,233896,213854,,,
58282,337297,213855,,,
58283,272046,213857,,,
58284,259314,213859,,,
58285,259314,213860,,,
58286,341976,213861,,,
58287,348103,213862,,,
58288,392537,213864,,,
58289,392537,213865,,,
58290,392537,213866,,,
58291,392537,213867,,,
58292,392537,213868,,,
58293,392537,213869,,,
58294,392537,213870,,,
58295,316263,213871,,,
58296,318021,213874,,,
58297,318021,213875,,,
58298,413093,213878,,,
58299,413093,213879,,,
58300,413093,213880,,,
58301,419816,213886,,,
58302,419816,213887,,,
58303,402671,213892,,,
58304,234738,213893,,,
58305,331908,213894,,,
58306,392362,213895,,,
58307,392362,213896,,,
58308,392362,213897,,,
58309,392362,213898,,,
58310,259843,213900,,,
58311,259843,213901,,,
58312,259843,213902,,,
58313,394024,213903,,,
58314,342326,213904,,,
58315,342411,213905,,,
58316,259843,213906,,,
58317,259843,213907,,,
58318,318815,213908,,,
58319,318815,213909,,,
58320,391068,213915,,,
58321,391068,213916,,,
58322,415600,213917,,,
58323,280505,213929,,,
58324,362900,213932,,,
58325,362900,213933,,,
58326,362900,213934,,,
58327,362900,213935,,,
58328,362900,213936,,,
58329,257931,213940,,,
58330,257931,213941,,,
58331,257931,213942,,,
58332,257931,213943,,,
58333,257931,213944,,,
58334,257931,213945,,,
58335,386738,213946,,,
58336,397220,213947,,,
58337,387635,213948,,,
58338,387635,213949,,,
58339,240010,213950,,,
58340,430406,213956,,,
58341,304896,213957,,,
58342,424178,213959,,,
58343,424043,213960,,,
58344,209881,213961,,,
58345,209881,213963,,,
58346,209881,213965,,,
58347,342778,213966,,,
58348,342778,213967,,,
58349,342778,213968,,,
58350,295218,213969,,,
58351,295218,213970,,,
58352,236608,213971,,,
58353,404312,213972,,,
58354,489545,213978,,,
58355,269712,213980,,,
58356,230626,213981,,,
58357,230626,213982,,,
58358,281413,213983,,,
58359,281413,213984,,,
58360,373492,213987,,,
58361,373492,213988,,,
58362,373492,213989,,,
58363,258085,213990,,,
58364,258085,213991,,,
58365,374450,213993,,,
58366,374450,213994,,,
58367,282414,214000,,,
58368,282414,214001,,,
58369,314538,214005,,,
58370,274746,214009,,,
58371,270073,214010,,,
58372,478201,214011,,,
58373,279469,214012,,,
58374,210042,214016,,,
58375,321834,214020,,,
58376,321834,214021,,,
58377,321834,214022,,,
58378,321834,214023,,,
58379,321834,214024,,,
58380,321834,214025,,,
58381,321834,214026,,,
58382,321834,214027,,,
58383,337230,214030,,,
58384,337230,214031,,,
58385,328308,214041,,,
58386,406682,214046,,,
58387,324832,214053,,,
58388,262711,214055,,,
58389,428178,214056,,,
58390,418192,214057,,,
58391,418192,214058,,,
58392,259212,214060,,,
58393,402844,214062,,,
58394,378342,214067,,,
58395,378342,214068,,,
58396,378342,214069,,,
58397,378342,214070,,,
58398,268704,214072,,,
58399,361284,214074,,,
58400,264958,214078,,,
58401,264958,214079,,,
58402,278187,214081,,,
58403,278187,214082,,,
58404,317694,214086,,,
58405,324333,214090,,,
58406,276052,214092,,,
58407,321183,214093,,,
58408,286697,214098,,,
58409,214830,214109,,,
58410,312398,214113,,,
58411,312398,214114,,,
58412,312398,214115,,,
58413,389718,214118,,,
58414,269738,214121,,,
58415,269738,214122,,,
58416,376997,214123,,,
58417,353444,214127,,,
58418,353444,214128,,,
58419,353444,214129,,,
58420,353444,214130,,,
58421,353444,214131,,,
58422,304529,214132,,,
58423,304529,214133,,,
58424,304529,214134,,,
58425,304529,214135,,,
58426,407651,214146,,,
58427,324413,214148,,,
58428,302758,214155,,,
58429,302758,214156,,,
58430,302758,214157,,,
58431,386387,214158,,,
58432,386387,214159,,,
58433,386387,214160,,,
58434,386387,214161,,,
58435,290029,214166,,,
58436,419357,214167,,,
58437,414750,214170,,,
58438,234100,214171,,,
58439,234100,214172,,,
58440,214836,214173,,,
58441,233584,214179,,,
58442,350096,214183,,,
58443,428290,214184,,,
58444,258597,214185,,,
58445,219254,214186,,,
58446,219254,214187,,,
58447,219254,214188,,,
58448,219254,214189,,,
58449,219254,214190,,,
58450,260466,214191,,,
58451,392703,214194,,,
58452,392703,214195,,,
58453,298606,214197,,,
58454,300452,214198,,,
58455,300452,214199,,,
58456,334101,214201,,,
58457,272131,214202,,,
58458,272131,214203,,,
58459,272131,214204,,,
58460,363772,214208,,,
58461,363772,214209,,,
58462,363772,214210,,,
58463,363772,214211,,,
58464,363772,214212,,,
58465,233977,214213,,,
58466,231377,214214,,,
58467,231377,214215,,,
58468,231377,214216,,,
58469,356559,214217,,,
58470,425816,214218,,,
58471,425816,214220,,,
58472,425816,214221,,,
58473,425816,214222,,,
58474,315235,214229,,,
58475,315235,214230,,,
58476,315235,214231,,,
58477,295198,214235,,,
58478,291772,214236,,,
58479,291772,214237,,,
58480,342795,214238,,,
58481,410844,214240,,,
58482,298180,214247,,,
58483,298180,214248,,,
58484,415027,214249,,,
58485,276023,214251,,,
58486,284206,214252,,,
58487,284206,214253,,,
58488,284206,214254,,,
58489,284206,214255,,,
58490,411437,214256,,,
58491,246425,214257,,,
58492,497989,214260,,,
58493,342376,214261,,,
58494,342376,214262,,,
58495,213017,214268,,,
58496,281447,214270,,,
58497,224431,214272,,,
58498,353948,214273,,,
58499,418393,214274,,,
58500,427254,214275,,,
58501,427254,214276,,,
58502,427254,214277,,,
58503,295363,214288,,,
58504,259031,214289,,,
58505,259031,214290,,,
58506,270242,214307,,,
58507,293340,214316,,,
58508,241921,214323,,,
58509,241921,214324,,,
58510,342764,214333,,,
58511,342764,214334,,,
58512,364934,214335,,,
58513,364934,214336,,,
58514,364934,214337,,,
58515,364934,214338,,,
58516,371450,214344,,,
58517,298319,214346,,,
58518,280472,214347,,,
58519,280472,214348,,,
58520,280472,214349,,,
58521,280472,214350,,,
58522,280472,214351,,,
58523,280472,214352,,,
58524,234108,214353,,,
58525,243749,214360,,,
58526,359977,214362,,,
58527,429300,214365,,,
58528,429300,214366,,,
58529,487430,214372,,,
58530,240203,214373,,,
58531,240203,214374,,,
58532,238334,214377,,,
