873,176812,प्रतिपक्षम्,r,rp--------,,,,/p.ɹə.t̪i.ˈpək.ʂəm/,,0
497874,198583,हिरण्वत,n,n-----n--a,,,,/hi.ˈɹəɳ.ʋə.t̪ə/,,0
497875,198597,विदुषा,n,n-----f--ā,,,,/ʋi.d̪u.ʂɑː/,,0
497876,198592,शुक्तिमन्ती,n,n-----f--ī,,,,/ˈɕuk.t̪i.mən.t̪iː/,,0
497877,198791,सुमनस,n,n-----m--a,,,,/su.mə.nə.sə/,,0
497878,198899,मध्वी,n,n-----f--ī,,,,/ˈməd̪h.ʋiː/,,0
497879,199130,विनिःसृज्,v,v----d--4- v----a--6- v----d--6-,,,,/ʋi.ˈniḥ.sɹ̩d͡ʑ/,,0
497880,199241,आरम्भय्,v,v----a--0-,,,,/ɑː.ɹəmb.həj/,,0
497881,158908,रामय्,v,v----a--0-,,,,/ɹɑː.məj/,,0
497882,199577,शरद्वत,n,n-----m--a,,,,/ɕə.ˈɹəd̪.ʋə.t̪ə/,,0
497883,161276,निग्राहय्,v,v----a--0-,,,,/ˈnig.ɹɑː.həj/,,0
497884,201032,उदावह,n,n-----m--a,,,,/.d̪ɑː.ʋə.hə/,,0
497885,165317,समुद्घाटय्,v,v----a--0-,,,,/sə.ˈmud̪.gʰɑː.ʈəj/,,0
497886,163647,विसारय्,v,v----a--0-,,,,/ʋi.sɑː.ɹəj/,,0
497887,162679,प्रतिसंहारय्,v,v----a--0-,,,,/p.ɹə.t̪i.ˈsə̃.hɑː.ɹəj/,,0
497888,,विपलाय,v,v----d--n- v----a--n-,,,,/ʋi.pə.lɑː.jə/,,0
497889,172983,समुपागम,n,n-----m--a,,,,/sə.mu.pɑː.gə.mə/,,0
497890,209472,सूर्यवर्चस,n,n-----m--a,,,,/suːɹ.jə.ˈʋəɹ.t͡ɕə.sə/,,0
497891,173258,नता,n,n-----f--ā,,,,/nə.t̪ɑː/,,0
497892,162441,प्रतिकूलय्,v,v----a--0-,,,,/p.ɹə.t̪i.kuː.ləj/,,0
497893,201613,एकपादी,n,n-----f--ī,,,,/eː.kə.pɑː.d̪iː/,,0
497894,202308,समायस्,v,v----a--4-,,,,/sə.mɑː.jəs/,,0
497895,3408,कूला,n,n-----f--ā,,,,/kuː.lɑː/,,0
497896,204478,अविश्रमत्,a,ap----a--c,,,,/əʋiɕɹəmət̪/,,0
497897,157523,सर्जय्,v,v----d--0-,,,,/ˈsəɹ.d͡ʑəj/,,0
497898,208136,हनूमत,n,n-----n--a,,,,/hə.nuː.mə.t̪ə/,,0
497899,208281,अधिवाहय्,v,v----d--0- v----a--0-,,,,/əd̪.hi.ʋɑː.həj/,,0
497900,137691,मृडा,n,n-----f--ā,,,,/mɹ̩.ɖɑː/,,0
497901,207295,एकोनविंशत्,n,n-----f--c,,,,/eː.koː.nə.ʋi.̃ɕət̪/,,0
497902,160342,उन्मर्दय्,v,v----a--0-,,,,/n.ˈməɹ.d̪əj/,,0
497903,202974,सर्वकृत,a,ap----a--a,,,,/ˈsəɹ.ʋə.kɹ̩.t̪ə/,,0
497904,202335,अवभासिनी,n,n-----f--ī,,,,/ə.ˈʋəb.hɑː.si.niː/,,0
497905,158400,नाहय्,v,v----a--0-,,,,/nɑː.həj/,,0
497906,160647,उपस्नेहय्,v,v----a--0-,,,,/.ˈpəs.neː.həj/,,0
497907,203088,अनुपानह्,a,ap----a--c,,,,/ə.nu.pɑː.nəh/,,0
497908,203263,राजिमती,n,n-----f--ī,,,,/ɹɑː.d͡ʑi.mə.t̪iː/,,0
497909,203451,कुम्भीकिनी,n,n-----f--ī,,,,/kumb.hiː.ki.niː/,,0
497910,203638,स्रंसिनी,n,n-----f--ī,,,,/s.ˈɹə̃.si.niː/,,0
497911,203641,प्रस्रंसिनी,n,n-----f--ī,,,,/p.ˈɹəs.ˈɹə̃.si.niː/,,0
497912,203779,षड,n,n-----m--a,,,,/ʂə.ɖə/,,0
497913,203830,अतिगम,n,n-----m--a,,,,/ə.t̪i.gə.mə/,,0
497914,217796,वृज,n,n-----m--a,,,,/ʋɹ̩.d͡ʑə/,,0
497915,163567,विलम्बय्,v,v----a--0-,,,,/ʋi.ləm.bəj/,,0
497916,218669,ओकस,n,n-----m--a,,,,/oː.kə.sə/,,0
497917,219125,दोधव्,v,v----a----,,,,/d̪oːd̪.həʋ/,,0
497918,203630,प्रस्वेदय्,v,v----d--0- v----a--0-,,,,/p.ˈɹəs.ʋeː.d̪əj/,,0
497919,203674,भस्म्,v,v----a--1-,,,,/b.həsm/,,0
497920,203785,चणा,n,n-----f--ā,,,,/t͡ɕə.ɳɑː/,,0
497921,203936,कां,r,rp--------,,,,/kɑːm/,,0
497922,203942,मां,r,rp--------,,,,/mɑːm/,,0
497923,203943,महामोहिनी,n,n-----f--ī,,,,/mə.hɑː.moː.hi.niː/,,0
497924,203958,यां,r,rp--------,,,,/jɑːm/,,0
497925,169288,वां,r,rp--------,,,,/ʋɑːm/,,0
497926,203974,मुण्डिनी,n,n-----f--ī,,,,/ˈmuɳ.ɖi.niː/,,0
497927,203986,आलुल्,v,v----a--1-,,,,/ɑː.lul/,,0
497928,204009,विमर्दिनी,n,n-----f--ī,,,,/ʋi.ˈməɹ.d̪i.niː/,,0
497929,204017,भङ्गिनी,n,n-----f--ī,,,,/b.həŋ.gi.niː/,,0
497930,204018,विमर्शिनी,n,n-----f--ī,,,,/ʋi.mə.ɹɕi.niː/,,0
497931,204044,प्रतिरस,n,n-----m--a,,,,/p.ɹə.t̪i.ɹə.sə/,,0
497932,204060,जाग्रत,n,n-----m--a,,,,/d͡ʑɑːg.ɹə.t̪ə/,,0
497933,204186,प्रस्फुर,n,n-----m--a,,,,/p.ˈɹəsp.hu.ɹə/,,0
497934,204260,हनुमती,n,n-----f--ī,,,,/hə.nu.mə.t̪iː/,,0
497935,206081,वनवासिनी,n,n-----f--ī,,,,/ʋə.nə.ʋɑː.si.niː/,,0
497936,219274,मन्दि,a,ap----a--i,,,,/mən.d̪i/,,0
497937,219318,वाशय्,v,v----a--0-,,,,/ʋɑː.ɕəj/,,0
497938,218760,विवास्,v,v----d----,,,,/ʋi.ʋɑːs/,,0
497939,161581,न्यृज्,v,v----a--7- v----d--7- v----d--6- v----a--1-,,,,/.jɹ̩d͡ʑ/,,0
497940,218724,ऋभुक्षन्,n,n-----m--n,,,,/əɹ̩bhuk.ʂən/,,0
497941,219443,धनय्,v,v----d--0-,,,,/d̪.hə.nəj/,,0
497942,219487,दस्मत्,a,ap----a--c,,,,/ˈd̪əs.mət̪/,,0
497943,219120,रंहय्,v,v----a--0-,,,,/ˈɹə̃.həj/,,0
497944,219538,नृतू,n,n-----f--ū,,,,/nɹ̩.t̪uː/,,0
497945,157234,तूर्व्,v,v----a--1-,,,,/t̪uːɹʋ/,,0
497946,219810,अहन,a,ap----a--a,,,,/ə.hə.nə/,,0
497947,219826,जङ्गह्,v,v----d----,,,,/d͡ʑəŋ.gəh/,,0
497948,219445,चक्षय्,v,v----a--0-,,,,/ˈt͡ɕək.ʂəj/,,0
497949,219934,गृभय्,v,v----a--0-,,,,/ˈgɹ̩b.həj/,,0
497950,218951,ज्म्,n,n-----f--c,,,,/͡ʑm/,,0
497951,219991,नदय्,v,v----a--0-,,,,/nə.d̪əj/,,0
497952,219775,धिषा,n,n-----f--ā,,,,/d̪.hi.ʂɑː/,,0
