136797,मीमांसामकरन्द,n,n-----m--a,,,,/miː.mɑː̃.sɑː.mə.kə.ɹən.d̪ə/,मीमांसा॔-मकरन्द,0
302441,,मूलमाधवतीर्थ,n,n-----n--a,,,,/muː.lə.mɑː.d̪ʰə.ʋə.t̪iːɹ.t̪ʰə/,मू॔ल-माधव-तीर्थ,0
302442,136520,मूलमाथुरीय,n,n-----n--a,,,,/muː.lə.mɑː.t̪ʰu.ɹiː.jə/,मू॔ल-माथुरीय,0
302443,136498,मूलनगर,n,n-----n--a,,,,/muː.lə.nə.gə.ɹə/,मू॔ल-नगर,0
302444,137554,मूलनक्षत्रशान्ति,n,n-----f--i,,,,/muː.lə.ˈnək.ˈʂət̪.ɹə.ɕɑːn.t̪i/,मू॔ल-नक्षत्र-शान्ति,0
302445,,मूलनक्षत्रशान्तिप्रयोग,n,n-----m--a,,,,/muː.lə.ˈnək.ˈʂət̪.ɹə.ɕɑːn.ˈt̪ip.ɹə.joː.gə/,मू॔ल-नक्षत्र-शान्ति-प्रयोग,0
302446,,मूलनिकृन्तन,a,ap----a--a,,ap----f--ī=>ी,,/muː.lə.ni.kɹ̩n.t̪ə.nə/,मू॔ल-निकृन्तन,0
302447,136499,मूलनाथीय,n,n-----n--a,,,,/muː.lə.nɑː.t̪ʰiː.jə/,मू॔ल-नाथीय,0
302448,136500,मूलनाश,n,n-----m--a,,,,/muː.lə.nɑː.ɕə/,मू॔ल-नाश,0
302449,136501,मूलनाशक,n,n-----m--a,,,,/muː.lə.nɑː.ɕə.kə/,मू॔ल-नाशक,0
302450,136503,मूलपरिवास,n,n-----m--a,,,,/muː.lə.pə.ɹi.ʋɑː.sə/,मू॔ल-परिवास,0
302451,136504,मूलपर्णी,n,n-----f--ī,,,,/muː.lə.ˈpəɹ.ɳiː/,मू॔ल-पर्णी,0
302452,137556,मूलफल,n,n-----n--a,,,,/muː.lə.pʰə.lə/,मू॔ल-फल,0
302453,166722,मूलफलद,n,n-----m--a,,,,/muː.lə.pʰə.lə.d̪ə/,मू॔ल-फल-द,0
302454,,मूलफलाशन,a,ap----a--a,,ap----f--ā=>ा,,/muː.lə.pʰə.lɑː.ɕə.nə/,मूल-फलाशन,0
302455,,मूलफलाशन,n,n-----n--a,,,,/muː.lə.pʰə.lɑː.ɕə.nə/,मू॔ल-फलाशन,0
302456,136508,मूलपोती,n,n-----f--ī,,,,/muː.lə.poː.t̪iː/,मू॔ल-पोती,0
302457,136509,मूलप्रकाश,n,n-----m--a,,,,/muː.ˈləp.ɹə.kɑː.ɕə/,मू॔ल-प्रकाश,0
302458,136510,मूलप्रकृति,n,n-----f--i,,,,/muː.ˈləp.ɹə.kɹ̩.t̪i/,मू॔ल-प्रकृति,0
302459,136511,मूलप्रणिहित,a,ap----a--a,,,,/muː.ˈləp.ɹə.ɳi.ɦi.t̪ə/,मू॔ल-प्रणिहित,0
302460,136505,मूलपुलिशसिद्धान्त,n,n-----m--a,,,,/muː.lə.pu.li.ɕə.ˈsid̪.d̪ʰɑːn.t̪ə/,मू॔ल-पुलिश-सिद्धान्त,0
302461,,मूलपुरुष,n,n-----m--a,,,,/muː.lə.pu.ɹu.ʂə/,मू॔ल-पुरुष,0
302462,136506,मूलपुष्कर,n,n-----n--a,,,,/muː.lə.ˈpuʂ.kə.ɹə/,मू॔ल-पुष्कर,0
302463,136507,मूलपुष्पिका,n,n-----f--ā,,,,/muː.lə.ˈpuʂ.pi.kɑː/,मू॔ल-पुष्पिका,0
302464,,मूलपाक,n,n-----m--a,,,,/muː.lə.pɑː.kə/,मू॔ल-पाक,0
302465,136522,मूलरस,n,n-----m--a,,,,/muː.lə.ɹə.sə/,मू॔ल-रस,0
302466,136523,मूलराज,n,n-----m--a,,,,/muː.lə.ɹɑː.d͡ʑə/,मू॔ल-राज,0
302467,136524,मूलरामायण,n,n-----n--a,,,,/muː.lə.ɹɑː.mɑː.jə.ɳə/,मू॔ल-रामायण,0
302468,136525,मूलराशि,n,n-----m--i,,,,/muː.lə.ɹɑː.ɕi/,मू॔ल-राशि,0
302469,,मूलस,a,ap----a--a,,,,/muː.lə.sə/,मूलस,0
302470,136543,मूलसर्वास्तिवाद,n,n-----m--a,,,,/muː.lə.ˈsəɹ.ʋɑːs.t̪i.ʋɑː.d̪ə/,मू॔ल-सर्वास्ति-वाद,0
302471,136544,मूलसर्वास्तिवादिन्,n,n-----m--n,,,,/muː.lə.ˈsəɹ.ʋɑːs.t̪i.ʋɑː.d̪in/,मू॔ल-सर्वास्ति-वादिन्,0
302472,,मूलसस्य,n,n-----n--a,,,,/muː.lə.ˈsəs.jə/,मू॔ल-सस्य,0
302473,136542,मूलसङ्घ,n,n-----m--a,,,,/muː.lə.səŋ.gʰə/,मू॔ल-सङ्घ,0
302474,136551,मूलस्रोतस्,n,n-----n-sa,,,,/muː.ˈləs.ɹoː.t̪əs/,मू॔ल-स्रोतस्,0
302475,136548,मूलस्तम्भनिर्णय,n,n-----m--a,,,,/muː.ˈləs.t̪əm.bʱə.ˈniɹ.ɳə.jə/,मू॔ल-स्तम्भ-निर्णय,0
302476,136549,मूलस्थल,n,n-----n--a,,,,/muː.ˈləs.t̪ʰə.lə/,मू॔ल-स्थल,0
302477,137566,मूलस्थान,n,n-----n--a,,,,/muː.ˈləs.t̪ʰɑː.nə/,मू॔ल-स्थान,0
302478,,मूलस्थानतीर्थ,n,n-----n--a,,,,/muː.ˈləs.t̪ʰɑː.nə.t̪iːɹ.t̪ʰə/,मू॔ल-स्थान-तीर्थ,0
302479,137567,मूलस्थानी,n,n-----f--ī,,,,/muː.ˈləs.t̪ʰɑː.niː/,मू॔ल-स्थानी,0
302480,136550,मूलस्थायिन्,a,ap----a--n,,,,/muː.ˈləs.t̪ʰɑː.jin/,मू॔ल-स्थायिन्,0
302481,136552,मूलस्वामिन्,n,n-----m--n,,,,/muː.ˈləs.ʋɑː.min/,मू॔ल-स्वामिन्,0
302482,136546,मूलसाधन,n,n-----n--a,,,,/muː.lə.sɑː.d̪ʰə.nə/,मू॔ल-साधन,0
302483,136547,मूलसूत्र,n,n-----n--a,,,,/muː.lə.suːt̪.ɹə/,मू॔ल-सूत्र,0
302484,136490,मूलतस्,r,rp--------,,,,/muː.lə.t̪əs/,मू॔ल-त॔स्,0
302485,136492,मूलत्रिकोण,n,n-----n--a,,,,/muː.ˈlət̪.ɹi.koː.ɳə/,मू॔ल-त्रिकोण,0
302486,,मूलत्व,n,n-----n--a,,,,/muː.ˈlət̪.ʋə/,मू॔ल-त्व,0
302487,,मूलता,n,n-----f--ā,,,,/muː.lə.t̪ɑː/,मू॔ल-ता,0
302488,136565,मूलौषधि,n,n-----f--i,,,,/muː.ˈləौ.ʂə.d̪ʰi/,मूलौषधि,0
302489,136526,मूलवचन,n,n-----n--a,,,,/muː.lə.ʋə.t͡ɕə.nə/,मू॔ल-वचन,0
302490,137561,मूलवत्,a,ap----a--c,,,,/muː.lə.ʋət̪/,मू॔ल-वत्,0
302491,,मूलवत्,n,n-----m--c,,,,/muː.lə.ʋət̪/,मू॔ल-वत्,0
302492,136527,मूलवणिग्धन,n,n-----n--a,,,,/muː.lə.ʋə.ˈɳig.d̪ʰə.nə/,मू॔ल-वणिग्-धन,0
302493,137564,मूलविभुज,n,n-----m--a,,,,/muː.lə.ʋi.bʱu.d͡ʑə/,मू॔ल-विभुज,0
302494,137563,मूलविभुज,a,ap----a--a,,,,/muː.lə.ʋi.bʱu.d͡ʑə/,मू॔ल-विभुज,0
302495,136532,मूलविद्या,n,n-----f--ā,,,,/muː.lə.ˈʋid̪.jɑː/,मू॔ल-विद्या,0
302496,136533,मूलविनाशन,n,n-----n--a,,,,/muː.lə.ʋi.nɑː.ɕə.nə/,मू॔ल-विनाशन,0
302497,136534,मूलविरेचन,n,n-----n--a,,,,/muː.lə.ʋi.ɹeː.t͡ɕə.nə/,मू॔ल-विरेचन,0
302498,136531,मूलवित्त,n,n-----n--a,,,,/muː.lə.ˈʋit̪.t̪ə/,मू॔ल-वित्त,0
302499,136537,मूलव्रतिन्,a,ap----a--n,,,,/muː.ˈləʋ.ɹə.t̪in/,मू॔ल-व्रतिन्,0
302500,136535,मूलव्यसनवृत्तिमत्,a,ap----a--c,,,,/muː.ˈləʋ.jə.sə.nə.ˈʋɹ̩t̪.t̪i.mət̪/,मू॔ल-व्यसन-वृत्ति-मत्,0
302501,136536,मूलव्याधि,n,n-----m--i,,,,/muː.ˈləʋ.jɑː.d̪ʰi/,मू॔ल-व्याधि,0
302502,,मूलवाप,n,n-----m--a,,,,/muː.lə.ʋɑː.pə/,मू॔ल-वाप,0
302503,136529,मूलवारिन्,n,n-----m--n,,,,/muː.lə.ʋɑː.ɹin/,मू॔ल-वारिन्,0
302504,136530,मूलवासिन्,a,ap----a--n,,,,/muː.lə.ʋɑː.sin/,मू॔ल-वासिन्,0
302505,136538,मूलशकुन,n,n-----m--a,,,,/muː.lə.ɕə.ku.nə/,मू॔ल-शकुन,0
302506,136541,मूलश्रीपतितीर्थ,n,n-----n--a,,,,/muːləɕɹiːpət̪it̪iːɹt̪ʰə/,मू॔ल-श्री-पति-तीर्थ,0
302596,137540,मूर्धन्य,a,ap----a--a,,,,/muːɹ.d̪ʰən.jə/,मूर्धन्य,0
302508,136540,मूलशाकिन,n,n-----n--a,,,,/muː.lə.ɕɑː.ki.nə/,मू॔ल-शाकिन,0
302509,,मूलशान्ति,n,n-----f--i,,,,/muː.lə.ɕɑːn.t̪i/,मू॔ल-शान्ति,0
302510,,मूलशान्तिपद्धति,n,n-----f--i,,,,/muː.lə.ɕɑːn.t̪i.ˈpəd̪.d̪ʰə.t̪i/,मू॔ल-शान्ति-पद्धति,0
302511,,मूलशान्तिविधि,n,n-----m--i,,,,/muː.lə.ɕɑːn.t̪i.ʋi.d̪ʰi/,मू॔ल-शान्ति-विधि,0
302512,137565,मूलशान्तिविधान,n,n-----n--a,,,,/muː.lə.ɕɑːn.t̪i.ʋi.d̪ʰɑː.nə/,मू॔ल-शान्ति-विधान,0
302513,136578,मूलेर,n,n-----m--a,,,,/muː.leː.ɹə/,मूलेर,0
302514,137580,मूलिक,a,ap----a--a,,,,/muː.li.kə/,मूलिक,0
302516,137581,मूलिक,n,n-----m--a,,,,/muː.li.kə/,मूलिक,0
302517,137573,मूलिका,n,n-----f--ā,,,,/muː.li.kɑː/,मूलिका,0
302519,136573,मूलिकार्थ,n,n-----m--a,,,,/muː.li.kɑːɹ.t̪ʰə/,मूलिकार्थ,0
302520,136574,मूलिन्,n,n-----m--n,,,,/muː.lin/,मूलि॔न्,0
302521,175410,मूलिन्,a,ap----a--n,,,,/muː.lin/,मूलि॔न्,0
302522,136563,मूलोच्छेद,n,n-----m--a,,,,/muː.loːt͡ɕ.t͡ɕʰeː.d̪ə/,मूलोच्छेद,0
302523,,मूलोद्धरण,n,n-----n--a,,,,/muː.loːd̪.d̪ʰə.ɹə.ɳə/,मूलोद्धरण,0
302524,137570,मूलोत्खात,a,ap----a--a,,,,/muː.loːt̪.kʰɑː.t̪ə/,मूलोत्खात,0
302525,137571,मूलोत्खात,n,n-----n--a,,,,/muː.loːt̪.kʰɑː.t̪ə/,मूलोत्खात,0
302526,137572,मूलोत्पातन,n,n-----n--a,,,,/muː.loːt̪.pɑː.t̪ə.nə/,मूलोत्पातन,0
302527,,मूलोत्पातनजीविन्,n,n-----m--n,,,,/muː.loːt̪.pɑː.t̪ə.nə.d͡ʑiː.ʋin/,मूलोत्पातन-जीविन्,0
302531,137583,मूल्य,a,ap----a--a,,,,/muːl.jə/,मूल्य,0
302532,137584,मूल्य,n,n-----n--a,,,n-----f--ā=मूल्यआ,/muːl.jə/,मूल्य,0
302534,136581,मूल्यद्रव्य,n,n-----n--a,,,,/muːl.ˈjəd̪.ˈɹəʋ.jə/,मूल्य-द्रव्य,0
302535,136583,मूल्यक,n,n-----n--a,,,,/muːl.jə.kə/,मूल्यक,0
302536,136579,मूल्यकरण,n,n-----n--a,,,,/muːl.jə.kə.ɹə.ɳə/,मूल्य-करण,0
302537,136580,मूल्यत्व,n,n-----n--a,,,,/muːl.ˈjət̪.ʋə/,मूल्य-त्व,0
302538,136582,मूल्यविवर्जित,a,ap----a--a,,,,/muːl.jə.ʋi.ˈʋəɹ.d͡ʑi.t̪ə/,मूल्य-विवर्जित,0
302539,,मूल्याध्याय,n,n-----m--a,,,,/muːl.jɑːd̪ʰ.jɑː.jə/,मूल्याध्याय,0
302540,,मूल्याध्यायविवरण,n,n-----n--a,,,,/muːl.jɑːd̪ʰ.jɑː.jə.ʋi.ʋə.ɹə.ɳə/,मूल्याध्याय-विवरण,0
302541,137545,मूला,n,n-----f--ā,,,,/muː.lɑː/,मू॔ला,0
302542,136555,मूलाभ,n,n-----n--a,,,,/muː.lɑː.bʱə/,मूलाभ,0
302543,136556,मूलाभिधर्मशास्त्र,n,n-----n--a,,,,/muː.lɑː.bʱi.ˈd̪ʰəɹ.mə.ɕɑːs.t̪ɹə/,मूलाभिधर्म-शास्त्र,0
302544,,मूलाचार,n,n-----m--a,,,,/muː.lɑː.t͡ɕɑː.ɹə/,मूलाचार,0
302545,136553,मूलाधार,n,n-----n--a,,,,/muː.lɑː.d̪ʰɑː.ɹə/,मूलाधार,0
302546,,मूलादिशान्ति,n,n-----f--i,,,,/muː.lɑː.d̪i.ɕɑːn.t̪i/,मूलादि-शान्ति,0
302547,136562,मूलाह्व,n,n-----n--a,,,,/muː.lɑːɦ.ʋə/,मूलाह्व,0
302548,,मूलालवाल,n,n-----n--a,,,,/muː.lɑː.lə.ʋɑː.lə/,मूलालवाल,0
302549,136554,मूलापकर्षपरिवास,n,n-----m--a,,,,/muː.lɑː.pə.ˈkəɹ.ʂə.pə.ɹi.ʋɑː.sə/,मूलापकर्ष-परिवास,0
302550,,मूलार्थशेखर,n,n-----m--a,,,,/muː.lɑːɹ.t̪ʰə.ɕeː.kʰə.ɹə/,मूलार्थ-शेखर,0
302639,137465,मूर्ति,n,n-----f--i,,,,/muːɹ.t̪i/,मू॔र्ति,0
302551,136560,मूलाविद्याविनाशक,a,ap----a--a,,,,/muː.lɑː.ˈʋid̪.jɑː.ʋi.nɑː.ɕə.kə/,मूलाविद्या-विनाशक,0
302552,136557,मूलायतन,n,n-----n--a,,,,/muː.lɑː.jə.t̪ə.nə/,मूलायतन,0
302553,,मूलाशिन्,a,ap----a--n,,,,/muː.lɑː.ɕin/,मूलाशिन्,0
302554,137546,मूली,n,n-----f--ī,,,,/muː.liː/,मू॔ली,0
302555,136577,मूलीभूत,a,ap----a--a,,,,/muː.liː.bʱuː.t̪ə/,मूली-भूत,0
302556,136575,मूलीकरण,n,n-----n--a,,,,/muː.liː.kə.ɹə.ɳə/,मूली-करण,0
302557,,मूलीकर्मन्,n,n-----n--n,,,,/muː.liː.ˈkəɹ.mən/,मूली-कर्मन्,0
302558,,मूलीकृ,v,v----a--8-,,,,/muː.liː.kɹ̩/,मूली-कृ,0
302559,136449,मूर,a,ap----a--a,,,,/muː.ɹə/,मूर॔,0
302561,136450,मूर,n,n-----n--a,,,,/muː.ɹə/,मू॔र,0
302562,136451,मूरदेव,n,n-----m--a,,,,/muː.ɹə.d̪eː.ʋə/,मू॔र-देव,0
302563,,मूर्छ्,v,v----a--1-,,,,/muːɹt͡ɕʰ/,मूर्छ्,0
302564,137459,मूर्छन,n,n-----n--a,,,n-----f--ā=मूर्छनआ,/muːɹ.t͡ɕʰə.nə/,मूर्छन,0
302567,137457,मूर्छन,a,ap----a--a,,,,/muːɹ.t͡ɕʰə.nə/,मूर्छन,0
302569,137463,मूर्छित,n,n-----n--a,,,,/muːɹ.t͡ɕʰi.t̪ə/,मूर्छित,0
302570,,मूर्छित,a,ap----a--a,,,,/muːɹ.t͡ɕʰi.t̪ə/,मूर्छित,0
302571,136234,मूर्छा,n,n-----f--ā,,,,/muːɹ.t͡ɕʰɑː/,मूर्छा,0
302572,137460,मूर्छाक्षेप,n,n-----m--a,,,,/muːɹ.t͡ɕʰɑːk.ʂeː.pə/,मूर्छाक्षेप,0
302573,136241,मूर्छाल,n,n-----m--a,,,,/muːɹ.t͡ɕʰɑː.lə/,मूर्छाल,0
302574,,मूर्छामय,a,ap----a--a,,ap----f--ī=>ी,,/muːɹ.t͡ɕʰɑː.mə.jə/,मूर्छा-मय,0
302575,137461,मूर्छापगम,n,n-----m--a,,,,/muːɹ.t͡ɕʰɑː.pə.gə.mə/,मूर्छापगम,0
302576,136235,मूर्छापरिप्लुत,a,ap----a--a,,,,/muːɹ.t͡ɕʰɑː.pə.ˈɹip.lu.t̪ə/,मूर्छा-परिप्लुत,0
302577,,मूर्छापरीत,a,ap----a--a,,,,/muːɹ.t͡ɕʰɑː.pə.ɹiː.t̪ə/,मूर्छा-परीत,0
302578,,मूर्छाप्रद,a,ap----a--a,,,,/muːɹ.t͡ɕʰɑːp.ɹə.d̪ə/,मूर्छा-प्रद,0
302579,136239,मूर्छावत्,a,ap----a--c,,,,/muːɹ.t͡ɕʰɑː.ʋət̪/,मूर्छा-वत्,0
302580,136240,मूर्छाय,n,n-----m--a,,,,/muːɹ.t͡ɕʰɑː.jə/,मूर्छाय,0
302581,136464,मूर्धभिन्न,a,ap----a--a,,,,/muːɹ.d̪ʰə.bʱin.nə/,मूर्ध-भिन्न,0
302582,,मूर्धधर,a,ap----a--a,,ap----f--ā=>ा,,/muːɹ.d̪ʰə.d̪ʰə.ɹə/,मूर्ध-धर,0
302583,137537,मूर्धधरा,n,n-----f--ā,,,,/muːɹ.d̪ʰə.d̪ʰə.ɹɑː/,मूर्ध-धरा,0
302584,136455,मूर्धग,a,ap----a--a,,,,/muːɹ.d̪ʰə.gə/,मूर्ध-ग,0
302585,136456,मूर्धगत,n,n-----m--a,,,,/muːɹ.d̪ʰə.gə.t̪ə/,मूर्ध-गत,0
302586,136457,मूर्धज,n,n-----m--a,,,,/muːɹ.d̪ʰə.d͡ʑə/,मूर्ध-ज,0
302587,,मूर्धज्योतिस्,n,n-----n-si,,,,/muːɹ.ˈd̪ʰəd͡ʑ.joː.t̪is/,मूर्ध-ज्योतिस्,0
302588,136472,मूर्धक,n,n-----m--a,,,,/muːɹ.d̪ʰə.kə/,मूर्धक,0
302589,,मूर्धकर्परी,n,n-----f--ī,,,,/muːɹ.d̪ʰə.ˈkəɹ.pə.ɹiː/,मूर्ध-कर्परी,0
302590,137535,मूर्धकर्णी,n,n-----f--ī,,,,/muːɹ.d̪ʰə.ˈkəɹ.ɳiː/,मूर्ध-कर्णी,0
302591,,मूर्धखोल,n,n-----n--a,,,,/muːɹ.d̪ʰə.kʰoː.lə/,मूर्ध-खोल,0
302592,136454,मूर्धन्,n,n-----m--n,,,,/muːɹ.d̪ʰən/,मूर्ध॔न्,0
302593,,मूर्धन्वत्,n,n-----m--c,,,,/muːɹ.d̪ʰən.ʋət̪/,मूर्ध॔न्-व॔त्,0
302594,137534,मूर्धन्वत्,a,ap----a--c,,,,/muːɹ.d̪ʰən.ʋət̪/,मूर्ध॔न्-व॔त्,0
302597,137541,मूर्धन्या,n,n-----f--ā,,,,/muːɹ.d̪ʰən.jɑː/,मूर्धन्या,0
302598,136462,मूर्धपिण्ड,n,n-----m--a,,,,/muːɹ.d̪ʰə.ˈpiɳ.ɖə/,मूर्ध-पिण्ड,0
302599,136463,मूर्धपुष्प,n,n-----m--a,,,,/muːɹ.d̪ʰə.ˈpuʂ.pə/,मूर्ध-पुष्प,0
302600,136461,मूर्धपात,n,n-----m--a,,,,/muːɹ.d̪ʰə.pɑː.t̪ə/,मूर्ध-पात,0
302601,136465,मूर्धरस,n,n-----m--a,,,,/muːɹ.d̪ʰə.ɹə.sə/,मूर्ध-रस,0
302602,136467,मूर्धसंहित,a,ap----a--a,,ap----f--ā=>ा,,/muːɹ.d̪ʰə.ˈsə̃.ɦi.t̪ə/,मूर्ध-संहित॔,0
302603,136460,मूर्धतैलिक,n,n-----m--a,,,,/muːɹ.d̪ʰə.t̪ɑːi.li.kə/,मूर्ध-तैलिक,0
302604,,मूर्धतस्,r,rp--------,,,,/muːɹ.d̪ʰə.t̪əs/,मूर्ध-त॔स्,0
302605,136466,मूर्धवेष्टन,n,n-----n--a,,,,/muːɹ.d̪ʰə.ʋeːʂ.ʈə.nə/,मूर्ध-वेष्टन,0
302606,,मूर्ध्वन्,n,n-----m--n,,,,/muːɹd̪ʰ.ʋən/,मूर्ध्वन्,0
302607,136470,मूर्धाभिषेक,n,n-----m--a,,,,/muːɹ.d̪ʰɑː.bʱi.ʂeː.kə/,मूर्धाभिषेक,0
302609,137538,मूर्धाभिषिक्त,a,ap----a--a,,,,/muːɹ.d̪ʰɑː.bʱi.ˈʂik.t̪ə/,मूर्धाभिषिक्त,0
302611,137539,मूर्धाभिषिक्त,n,n-----m--a,,,,/muːɹ.d̪ʰɑː.bʱi.ˈʂik.t̪ə/,मूर्धाभिषिक्त,0
302613,136468,मूर्धागत,n,n-----n--a,,,,/muːɹ.d̪ʰɑː.gə.t̪ə/,मूर्धागत,0
302614,136469,मूर्धान्त,n,n-----m--a,,,,/muːɹ.d̪ʰɑːn.t̪ə/,मूर्धान्त,0
302615,136471,मूर्धावसिक्त,n,n-----m--a,,,,/muːɹ.d̪ʰɑː.ʋə.ˈsik.t̪ə/,मूर्धावसिक्त,0
302616,137454,मूर्ख,a,ap----a--a,,ap----f--ā=>ा,,/muːɹ.kʰə/,मूर्ख॔,0
302617,137455,मूर्ख,n,n-----m--a,,,,/muːɹ.kʰə/,मूर्ख॔,0
302620,136227,मूर्खभ्रातृक,a,ap----a--a,,,,/muːɹ.ˈkʰəbʱ.ɹɑː.t̪ɹ̩.kə/,मूर्ख॔-भ्रातृक,0
302621,,मूर्खभूय,n,n-----n--a,,,,/muːɹ.kʰə.bʱuː.jə/,मूर्ख॔-भूय,0
302622,136232,मूर्खहा,n,n-----f--ā,,,,/muːɹ.kʰə.ɦɑː/,मूर्ख॔-हा,0
302623,136452,मूर्खलिका,n,n-----f--ā,,,,/muːɹ.kʰə.li.kɑː/,मूर्खलिका,0
302624,136228,मूर्खमण्डल,n,n-----n--a,,,,/muːɹ.kʰə.ˈməɳ.ɖə.lə/,मूर्ख॔-मण्डल,0
302625,136225,मूर्खपण्डित,n,n-----m--a,,,,/muːɹ.kʰə.ˈpəɳ.ɖi.t̪ə/,मूर्ख॔-पण्डित,0
302626,,मूर्खत्व,n,n-----n--a,,,,/muːɹ.ˈkʰət̪.ʋə/,मूर्ख॔-त्व,0
302627,,मूर्खता,n,n-----f--ā,,,,/muːɹ.kʰə.t̪ɑː/,मूर्ख॔-ता,0
302628,,मूर्खव्यसनिनायक,a,ap----a--a,,,,/muːɹ.ˈkʰəʋ.jə.sə.ni.nɑː.jə.kə/,मूर्ख॔-व्यसनि-नायक,0
302629,136230,मूर्खशत,n,n-----n--a,,,,/muːɹ.kʰə.ɕə.t̪ə/,मूर्ख॔-शत,0
302630,136231,मूर्खशतक,n,n-----n--a,,,,/muːɹ.kʰə.ɕə.t̪ə.kə/,मूर्ख॔-शतक,0
