.nə.pəɲ.t͡ɕə.ɹɑːt̪.ɹə/,,0
481443,215565,बह्वृचपरिशिष्ट,n,n-----n--a,,,,/ˈbəh.ʋɹ̩.t͡ɕə.pə.ɹi.ˈɕiʂ.ʈə/,,0
481444,215569,सेवापराध,n,n-----m--a,,,,/seː.ʋɑː.pə.ɹɑːd̪.hə/,,0
481445,215570,अधृत्वा,r,rp--------,,,,/əd̪.ˈhɹ̩t̪.ʋɑː/,,0
481446,164998,संनिवेदय्,v,v----a--0-,,,,/ˈsə̃.ni.ʋeː.d̪əj/,,0
481447,,परिचिह्नय,v,v----a--n-,,,,/pə.ɹi.ˈt͡ɕih.nə.jə/,,0
481448,,पवित्रय,v,v----a--n-,,,,/pə.ˈʋit̪.ɹə.jə/,,0
481449,215608,ऋजुतर,a,ap----a--a,,,,/ɹ̩.d͡ʑu.t̪ə.ɹə/,,0
481450,168307,एकगुण,a,ap----a--a,,,,/eː.kə.gu.ɳə/,,0
481451,215619,वामनकल्प,n,n-----m--a,,,,/ʋɑː.mə.nə.ˈkəl.pə/,,0
481452,215620,श्रीवैष्णवालङ्कार,n,n-----m--a,,,,/ɕɹiːʋɑːiʂɳəʋɑːləŋkɑːɹə/,,0
481453,209309,प्रचण्डक,n,n-----m--a,,,,/p.ɹə.ˈt͡ɕəɳ.ɖə.kə/,,0
481454,203745,सामान्येन,r,rp--------,,,,/sɑː.mɑːn.jeː.nə/,,0
481455,215644,युग्मशस्,r,rp--------,,,,/ˈjug.mə.ɕəs/,,0
481456,169554,दिग्बन्धन,n,n-----n--a,,,,/ˈd̪ig.bənd̪.hə.nə/,,0
481457,215645,विष्णुपत्री,n,n-----f--ī,,,,/ˈʋiʂ.ɳu.ˈpət̪.ɹiː/,,0
481458,215646,मधुपर्कीय,a,ap----a--a,,,,/ˈməd̪.hu.ˈpəɹ.kiː.jə/,,0
481459,160159,उत्सारय्,v,v----a--0-,,,,/t̪.sɑː.ɹəj/,,0
481460,203581,अग्रक,n,n-----n--a,,,,/ə.gɹə.kə/,,0
481461,204182,विसर्गक,n,n-----m--a,,,,/ʋi.ˈsəɹ.gə.kə/,,0
481462,212963,अनिरुद्धक,n,n-----m--a,,,,/ə.ni.ˈɹud̪.d̪hə.kə/,,0
481463,215797,नन्दज,n,n-----m--a,,,,/nən.d̪ə.d͡ʑə/,,0
481464,215798,वृषघ्न,n,n-----m--a,,,,/ʋɹ̩.ˈʂəgʰ.nə/,,0
481465,215801,हर्षा,n,n-----f--ā,,,,/ˈhəɹ.ʂɑː/,,0
481466,215799,परायणा,n,n-----f--ā,,,,/pə.ɹɑː.jə.ɳɑː/,,0
481467,168211,कामबीज,n,n-----n--a,,,,/kɑː.mə.biː.d͡ʑə/,,0
481468,215800,दिनशस्,r,rp--------,,,,/d̪i.nə.ɕəs/,,0
481469,167853,अवैराग्य,n,n-----n--a,,,,/ə.ʋɑːi.ɹɑːg.jə/,,0
