c,266812,388445
1317851,+c,463125,458942
1317852,-c,458942,463125
1317853,+c,303696,266835
1317854,-c,266835,303696
1317857,+c,283682,267476
1317858,-c,267476,283682
1317859,+c,282893,267474
1317860,-c,267474,282893
1317861,+c,284016,267477
1317862,-c,267477,284016
1317863,+c,280472,267473
1317864,-c,267473,280472
1317867,+c,255297,267459
1317868,-c,267459,255297
1317869,+c,259173,267467
1317870,-c,267467,259173
1317871,+c,256827,267464
1317872,-c,267464,256827
1317873,+c,242445,267446
1317874,-c,267446,242445
1317875,+c,248239,267456
1317876,-c,267456,248239
1317877,+c,461251,267529
1317878,-c,267529,461251
1317879,+c,461536,267535
1317880,-c,267535,461536
1317881,+c,334266,267542
1317882,-c,267542,334266
1317883,+c,462149,267538
1317884,-c,267538,462149
1317885,+c,457055,267442
1317886,-c,267442,457055
1317887,+c,229749,267440
1317888,-c,267440,229749
1317889,+c,229908,267441
1317890,-c,267441,229908
1317891,+c,460512,267485
1317892,-c,267485,460512
1317893,+c,339572,267543
1317894,-c,267543,339572
1317895,+c,462731,267546
1317896,-c,267546,462731
1317897,+c,388445,267569
1317898,-c,267569,388445
1317899,+c,389508,267572
1317900,-c,267572,389508
1317901,+c,403849,267577
1317902,-c,267577,403849
1317903,+c,403878,267578
1317904,-c,267578,403878
1317905,+c,372407,267558
1317906,-c,267558,372407
1317907,+c,361433,267554
1317908,-c,267554,361433
1317909,+c,464039,267556
1317910,-c,267556,464039
1317911,+c,464039,267557
1317912,-c,267557,464039
1317913,+c,267628,267629
1317914,-c,267629,267628
1317915,+c,267591,267593
1317916,-c,267593,267591
1317917,+c,267591,267592
1317918,-c,267592,267591
1317919,+c,267559,267561
1317920,-c,267561,267559
1317921,+c,267559,267562
1317922,-c,267562,267559
1317923,+c,458986,267447
1317924,-c,267447,458986
1317925,+c,458986,267455
1317926,-c,267455,458986
1317927,+c,339572,267455
1317928,-c,267455,339572
1317929,+c,410618,267492
1317930,-c,267492,410618
1317931,+c,457623,267622
1317932,-c,267622,457623
1317933,+c,248239,267245
1317934,-c,267245,248239
1317937,+c,458968,267205
1317938,-c,267205,458968
1317939,+c,255733,267205
1317940,-c,267205,255733
1317941,+c,458968,267207
1317942,-c,267207,458968
1317943,+c,458968,267206
1317944,-c,267206,458968
1317945,+c,255733,267206
1317946,-c,267206,255733
1317947,+c,406749,267206
1317948,-c,267206,406749
1317949,+c,458968,267204
1317950,-c,267204,458968
1317951,+c,251621,267204
1317952,-c,267204,251621
1317953,+c,458968,267210
1317954,-c,267210,458968
1317955,+c,458968,267208
1317956,-c,267208,458968
1317957,+c,458968,267209
1317958,-c,267209,458968
1317959,+c,460831,267309
1317960,-c,267309,460831
1317961,+c,460831,267310
1317962,-c,267310,460831
1317965,+c,464661,267276
1317966,-c,267276,464661
1317967,+c,336622,267275
1317968,-c,267275,336622
1317969,+c,267280,267283
1317970,-c,267283,267280
1317971,+c,267280,267284
1317972,-c,267284,267280
1317973,+c,284630,267284
1317974,-c,267284,284630
1317975,+c,267280,267281
1317976,-c,267281,267280
1317977,+c,375731,267288
1317978,-c,267288,375731
1317979,+c,375731,267289
1317980,-c,267289,375731
1317981,+c,466566,267289
1317982,-c,267289,466566
1317983,+c,272156,266380
1317984,-c,266380,272156
1317985,+c,272156,266379
1317986,-c,266379,272156
1317987,+c,272403,266381
1317988,-c,266381,272403
1317989,+c,283682,266405
1317990,-c,266405,283682
1317991,+c,277267,266388
1317992,-c,266388,277267
1317993,+c,279097,266394
1317994,-c,266394,279097
1317995,+c,279054,266392
1317996,-c,266392,279054
1317997,+c,389945,266384
1317998,-c,266384,389945
1317999,+c,275717,266386
1318000,-c,266386,275717
1318001,+c,278409,266389
1318002,-c,266389,278409
1318003,+c,254871,266324
1318004,-c,266324,254871
1318005,+c,458920,266325
1318006,-c,266325,458920
1318007,+c,458920,266329
1318008,-c,266329,458920
1318009,+c,259757,266329
1318010,-c,266329,259757
1318013,+c,269608,266280
1318014,-c,266280,269608
1318015,+c,266804,266355
1318016,-c,266355,266804
1318017,+c,266804,266356
1318018,-c,266356,266804
1318019,+c,288229,266356
1318020,-c,266356,288229
1318021,+c,268776,266365
1318022,-c,266365,268776
1318023,+c,375470,266525
1318024,-c,266525,375470
1318025,+c,464400,266522
1318026,-c,266522,464400
1318027,+c,458920,266523
1318028,-c,266523,458920
1318029,+c,458920,266524
1318030,-c,266524,458920
