05522
1276778,-c,205522,283679
1276779,+c,283687,205525
1276780,-c,205525,283687
1276781,+c,283682,205523
1276782,-c,205523,283682
1276783,+c,283510,205521
1276784,-c,205521,283510
1276785,+c,280337,205515
1276786,-c,205515,280337
1276787,+c,280873,205516
1276788,-c,205516,280873
1276789,+c,284115,205526
1276790,-c,205526,284115
1276791,+c,272156,205487
1276792,-c,205487,272156
1276793,+c,287170,205540
1276794,-c,205540,287170
1276795,+c,205183,205541
1276796,-c,205541,205183
1276797,+c,205183,205504
1276798,-c,205504,205183
1276799,+c,278208,205502
1276800,-c,205502,278208
1276801,+c,278111,205498
1276802,-c,205498,278111
1276803,+c,205183,205512
1276804,-c,205512,205183
1276805,+c,278635,205512
1276806,-c,205512,278635
1276807,+c,278616,205508
1276808,-c,205508,278616
1276809,+c,229984,205539
1276810,-c,205539,229984
1276811,+c,285668,205534
1276812,-c,205534,285668
1276813,+c,285781,205535
1276814,-c,205535,285781
1276815,+c,286302,205538
1276816,-c,205538,286302
1276817,+c,276142,205490
1276818,-c,205490,276142
1276819,+c,276897,205493
1276820,-c,205493,276897
1276821,+c,276905,205495
1276822,-c,205495,276905
1276823,+c,276898,205494
1276824,-c,205494,276898
1276825,+c,254162,205347
1276826,-c,205347,254162
1276827,+c,254580,205351
1276828,-c,205351,254580
1276829,+c,259799,205390
1276830,-c,205390,259799
1276831,+c,255225,205355
1276832,-c,205355,255225
1276833,+c,255228,205356
1276834,-c,205356,255228
1276835,+c,259754,205389
1276836,-c,205389,259754
1276837,+c,259173,205385
1276838,-c,205385,259173
1276839,+c,205183,205386
1276840,-c,205386,205183
1276841,+c,259153,205384
1276842,-c,205384,259153
1276843,+c,259219,205387
1276844,-c,205387,259219
1276845,+c,205183,205393
1276846,-c,205393,205183
1276847,+c,205183,205394
1276848,-c,205394,205183
1276849,+c,254329,205348
1276850,-c,205348,254329
1276851,+c,205183,205392
1276852,-c,205392,205183
1276853,+c,258374,205378
1276854,-c,205378,258374
1276855,+c,335814,205397
1276856,-c,205397,335814
1276857,+c,256539,205360
1276858,-c,205360,256539
1276859,+c,256944,205364
1276860,-c,205364,256944
1276861,+c,205183,205367
1276862,-c,205367,205183
1276863,+c,205183,205375
1276864,-c,205375,205183
1276865,+c,257019,205375
1276866,-c,205375,257019
1276867,+c,256852,205362
1276868,-c,205362,256852
1276869,+c,236614,205232
1276870,-c,205232,236614
1276871,+c,236620,205233
1276872,-c,205233,236620
1276873,+c,237307,205236
1276874,-c,205236,237307
1276877,+c,268447,205250
1276878,-c,205250,268447
1276879,+c,460457,205253
1276880,-c,205253,460457
1276881,+c,240659,205257
1276882,-c,205257,240659
1276883,+c,207203,207205
1276884,-c,207205,207203
1276885,+c,239481,205246
1276886,-c,205246,239481
1276889,+c,240283,205247
1276890,-c,205247,240283
1276891,+c,266839,205440
1276892,-c,205440,266839
1276893,+c,378440,205478
1276894,-c,205478,378440
1276895,+c,269372,205480
1276896,-c,205480,269372
1276897,+c,267176,205443
1276898,-c,205443,267176
1276899,+c,266648,205439
1276900,-c,205439,266648
1276901,+c,460657,205448
1276902,-c,205448,460657
1276903,+c,269973,205482
1276904,-c,205482,269973
1276905,+c,459068,205462
1276906,-c,205462,459068
1276907,+c,459068,205464
1276908,-c,205464,459068
1276909,+c,378440,205464
1276910,-c,205464,378440
1276911,+c,459068,205463
1276912,-c,205463,459068
1276913,+c,464661,205463
1276914,-c,205463,464661
1276917,+c,268776,205470
1276918,-c,205470,268776
1276919,+c,268776,205471
1276920,-c,205471,268776
1276921,+c,461536,205471
1276922,-c,205471,461536
1276923,+c,268776,205472
1276924,-c,205472,268776
1276925,+c,268413,205460
1276926,-c,205460,268413
1276927,+c,375422,206294
1276928,-c,206294,375422
1276929,+c,375393,206293
1276930,-c,206293,375393
1276931,+c,379293,206314
1276932,-c,206314,379293
1276933,+c,378869,206311
1276934,-c,206311,378869
1276935,+c,378931,206312
1276936,-c,206312,378931
1276937,+c,374879,206288
1276938,-c,206288,374879
1276939,+c,205183,206290
1276940,-c,206290,205183
1276941,+c,378157,206307
1276942,-c,206307,378157
1276943,+c,379726,206315
1276944,-c,206315,379726
1276945,+c,379976,206319
1276946,-c,206319,379976
1276947,+c,377613,206302
1276948,-c,206302,377613
1276949,+c,378301,206308
1276950,-c,206308,378301
1276951,+c,377654,206303
1276952,-c,206303,377654
1276953,+c,464610,206304
1276954,-c,206304,464610
1276955,+c,241286,455675
1276956,-c,455675,241286
1276957,+c,241286,205260
1276958,-c,205260,241286
1276959,+c,251450,205338
1276960,-c,205338,251450
1276961,+c,247418,205319
1276962,-c,205319,247418
1276963,+c,205183,205317
1276964,-c,205317,205183
1276965,+c,251883,205341
1276966,-c,205341,251883
1276967,+c,251968,205342
1276968,-c,205342,251968
1276969,+c,252702,205345
1276970,-c,205345,252702
1276971,+c,252798,205346
1276972,-c,205346,252798
1276973,+c,205183,205336
1276974,-c,205336,205183
1276975,+c,250983,205336
1276976,-c,205336,250983
1276977,+c,248225,205327
1276978,-c,205327,248225
1276979,+c,244649,205267
1276980,-c,205267,244649
1276981,+c,244348,205266
1276982,-c,205266,244348
1276983,+c,246314,205300
1276984,-c,205300,246314
1276985,+c,464661,205299
1276986,-c,205299,464661
1276987,+c,464661,205309
1276988,-c,205309,464661
1276989,+c,457728,205311
1276990,-c,205311,457728
1276991,+c,378440,205276
1276992,-c,205276,378440
1276993,+c,338252,205275
1276994,-c,205275,338252
1276995,+c,205183,455688
1276996,-c,455688,205183
1276997,+c,247042,205314
1276998,-c,205314,247042
1276999,+c,247123,205315
1277000,-c,205315,247123
1277001,+c,246082,205283
1277002,-c,205283,246082
1277003,+c,457711,205285
1277004,-c,205285,457711
1277005,+c,246095,205287
1277006,-c,205287,246095
1277007,+c,246157,205288
1277008,-c,205288,246157
1277009,+c,246083,205284
1277010,-c,205284,246083
1277011,+c,246023,205282
1277012,-c,205282,246023
1277013,+c,246014,205281
1277014,-c,205281,246014
1277015,+c,304369,205681
1277016,-c,205681,304369
1277017,+c,303668,205677
1277018,-c,205677,303668
1277019,+c,304643,205684
1277020,-c,205684,304643
1277021,+c,304559,205682
1277022,-c,205682,304559
1277023,+c,305039,205695
1277024,-c,205695,305039
1277025,+c,259173,205699
1277026,-c,205699,259173
1277027,+c,409552,205702
1277028,-c,205702,409552
1277029,+c,426409,205703
1277030,-c,205703,426409
1277031,+c,373483,205724
1277032,-c,205724,373483
1277033,+c,373549,205726
1277034,-c,205726,373549
1277035,+c,361478,205723
1277036,-c,205723,361478
