.ˈpəɹ.ʋə.t̪ə/,,0
493612,176921,रत्नाचल,n,n-----m--a,,,,/ˈɹət̪.nɑː.t͡ɕə.lə/,,0
493613,176923,रौप्याचल,n,n-----m--a,,,,/ˈɹəौ.pjɑː.t͡ɕə.lə/,,0
493614,176932,अपलाशिन्,a,ap----a--n,,,,/ə.pə.lɑː.ɕin/,,0
493615,176945,शान्तिकुण्ड,n,n-----n--a,,,,/ɕɑːn.t̪i.ˈkuɳ.ɖə/,,0
493616,176946,महावैश्वानर,n,n-----n--a,,,,/mə.hɑː.ʋɑːiɕ.ʋɑː.nə.ɹə/,,0
493617,176954,त्रिमेखल,a,ap----a--a,,,,/t̪.ɹi.meːk.hə.lə/,,0
493618,176955,अथर्ववेदिन्,n,n-----m--n,,,,/ət̪.ˈhəɹ.ʋə.ʋeː.d̪in/,,0
493619,176958,शाकुनक,n,n-----n--a,,,,/ɕɑː.ku.nə.kə/,,0
493620,176964,सकुम्भक,a,ap----a--a,,,,/sə.kumb.hə.kə/,,0
493621,176967,काश्मर,n,n-----m--a,,,,/kɑːɕməɹə/,,0
493622,176966,सवस्त्रक,a,ap----a--a,,,,/sə.ˈʋəs.t̪ɹə.kə/,,0
493623,176970,संक्रान्तिव्रत,n,n-----n--a,,,,/səŋ.kɹɑːn.ˈt̪iʋ.ɹə.t̪ə/,,0
493624,176974,अनङ्गवती,n,n-----f--ī,,,,/ə.nəŋ.gə.ʋə.t̪iː/,,0
493625,176975,लीलाव्रत,n,n-----n--a,,,,/liː.lɑːʋ.ɹə.t̪ə/,,0
493626,176976,प्रीतिव्रत,n,n-----n--a,,,,/p.ɹiː.ˈt̪iʋ.ɹə.t̪ə/,,0
493627,176977,कामव्रत,n,n-----n--a,,,,/kɑː.ˈməʋ.ɹə.t̪ə/,,0
493628,176978,शिवव्रत,n,n-----n--a,,,,/ɕi.ˈʋəʋ.ɹə.t̪ə/,,0
493629,176983,सम्पद्व्रत,n,n-----n--a,,,,/səm.ˈpəd̪.ʋɹə.t̪ə/,,0
493630,176980,आयुर्व्रत,n,n-----n--a,,,,/ɑː.ˈjuɹ.ʋɹə.t̪ə/,,0
493631,176981,कीर्तिव्रत,n,n-----n--a,,,,/kiːɹ.ˈt̪iʋ.ɹə.t̪ə/,,0
493632,176982,सामव्रत,n,n-----n--a,,,,/sɑː.ˈməʋ.ɹə.t̪ə/,,0
493633,176984,आनन्दव्रत,n,n-----n--a,,,,/ɑː.nən.ˈd̪əʋ.ɹə.t̪ə/,,0
